"User","Location","Date of Review","Review Title","Review"
"seedhunter","Hyderabad, India","October 13, 2017","Not so impressive","Although this fall is located in serene ambiance, it is just very ordinary waterfall. But good place for picnic and swimming in cold water. Fee 15 Peso."
"Richee Genesis T"," ","October 10, 2017","Picturesque","P15 entrance fee which is really really worthy. The place is really beautiful. I suggest to go early because at around 10am, people starts to go there and it would be not okay on pictures. Haha. If you're gonna swim, you are required to rent a cottage which ranges from P150-400. Everyone should try the cave hidden at the falls. Quite an experience. "
"Ricky P"," ","October 9, 2017","I wished it was raw","The beauty of nature is not alleviated by any man-made improvements. In my honest and personal opinion, every natural tourist spot should only be reserved by keeping it clean and not modifying it by creating something just for human comfort. This falls should have been a lot more beautiful if it was not turned into a resort type spot. "
"queenmary28","Pagadian City, Philippines","September 13, 2017","Educational Tour","i was so amazed the beauty of Hagimit Falls as my first time to enter Davao. The water is so clear and cold. You can swim how long you want, and you can wear also life jacket for as long as to maintain your safety."
"Aya K"," ","September 10, 2017","Nice, but...","It had rained the night before we went to the falls, so the water was muddy. They only collected half the price because of that, Php50.00 is the regular entrance fee.  We did not stay long as there was nothing much to do with the water looking like that. However if it had not rained, i imagine the place is nice for family getaways or for those who just want to spend some time with nature."
"jonalber2","Singapore, Singapore","September 5, 2017","Like a massage shop you never want to leave","Unfortunately, the rain was pouring when we visited Hagimit Falls on a habal habal. That day, the water looked murky and brown. Our guide said that on a normal sunny day, the water is bluish. Eitherway, already wet and tired, we took the plunge. Once on the rocks, with the water on our backs, my muscles were singing out in praise! This was a great massage to end our day of touring Samal Island. We stayed on the rocks (thank God, we didn't fall asleep) for what felt like hours.   The stairs going down the falls, is very manageable. Not challenging at all. There are also small shops at the water's edge selling snacks."
"Sony A"," ","September 2, 2017","Worth a Try","So this is one of the few trips you can explore in samal island , even though its not really well maintained because of vandalism everywhere, but having said that this place is a worth a try, also its very cheap , from entrance fee to cottages and overnight !"
"Tony_King_Jr","Davao City, Philippines","August 9, 2017","Just don't give up easily","Don't be discourage when going down the stairs. Just be mindful of your safety and belongings. I didn't saw any lifeguard in the area."
"Cza C"," ","July 28, 2017","A bit dirty","The place is okay .. the trip was worth it except ror the fact that as time goes by trash can be seen eveyrwhere in this place... a lot of tourists are just throwing trash everywhere .... the only thing good bout the place is the falls "
"Ronna V"," ","July 17, 2017","Cold water 😄😄😄","One of my itinerary in salmal trip is checking out this hagimit falls Just right after my taclobo tour i went here. 40 pesos entrance and theres a local guide inside the park..  Its up to u if u will give a tip of not  I gave 50 am.not rich am just budgetarian backpacker.  The guide is great and accomodating.  Ok went there weekdays so the place is not crowded.. Some locals and a group of indian medical students from davao..   The place is nice.. And the water is cold. I love it. Went inside the small cave behind the falls ...  Its a must see if ur not in a hurry and u want to relax with the falls ..but i guess weekend will be full of guest.  Am.happy :) "
"Januspaggers"," ","July 15, 2017","Fuuuuun!! ","As soon as you enter the location, you'll need to trek over a flight of stairs before reaching Hagimit Falls. At first, it's pretty underwhelming since it's just a few levels and not that steep but there's more than meets the eye. There's a staff that is willing to help be your on site photographer (we didn't really sign up for it but it was a great surprise). He's a guide that knows the ins and outs of the falls to give you great insta photos. Apparently, there's a small hidden cave inside the falls and you need an expert to help guide you. There's a sign that says ""No jumping"" but he'll tell you the perfect place to stand and where you should jump to make it safer. All you have to do is to give him a tip.   The benches and huts are charged so we just placed our stuff by the side of the falls. Plenty of other stuff to do but we were already satisfied with the photo ops and the tiny cave. "
"jonsapon121"," ","June 8, 2017","Nice experience ","Fantastic falls. There are some people to help you climb the falls, just tip them. Good service would bring friend next time"
"Jose Victor M"," ","June 1, 2017","Another way of relaxing in Samal","It just takes a short walk and you will arrive at Hagimit falls. We have done a bit of exploring here too and as you go downstream you will see some resorts with rentable huts if you want to have a picnic here. The water is refreshing to swim in so don’t hesitate to take a dip with your companions and enjoy the sound of the falls. It's another way of relaxing in Samal even when you're not in a beach."
"ALventureBlogs","Quezon City, Philippines","May 28, 2017","exciting waterfall","Water is good, cool and clean!!! But man-made structures altered nature. Budget friendly trip. Good for family outing and bonding"
"Roxy604","Vancouver, Canada","April 27, 2017","Nice place to spend the day; popular with locals","It’s quite a ways in (from the highway) to even get to the entrance of where the waterfalls are. The road is very narrow – one lane going both ways; give and take for sure. Small, low-lying cars not a good idea on this path. It’s quite far from the main road, but if you don’t mind the walk (most people do), it should be fine.  It’s probably prettier when it’s brighter out, but when we went there it was a little gloomy so it didn’t look quite as great. It’s a busy place, lots of people having picnics and swimming in the pools by the falls. I believe you can rent little huts and tables for picnic purposes. The main waterfall area is quite busy, but there are other quieter areas around the property, you just have to explore and go against foot traffic.  There isn’t much to see here. So unless you are planning to stay and have a picnic and going swimming, might be best to skip it. It’s just not worth the hassle just for viewing purposes. Also you have to pay a fee to get in."
"niccaalyssa","Manila, Philippines","April 26, 2017","Beautiful View.","This was one of the most beautiful place of Davao that I had visited so far. The water was so refreshing because its cool ( i mean icy cool). The people there were that very accommodating that they took our picture from top till we drop. Plain is beautiful. "
"Luchie Kin A"," ","March 27, 2017","Summer Samal Island Tour","This place is quite nice.. Not as what I expected from the viewed photos on the internet. But surely a great place and wonderful falls 😂 cottages are expensive I find it unreasonable for the place."
"Leiann L"," ","March 2, 2017","Best place to cool down after a tiring day of island hopping","The place is very big and lots of falls to choose from. It can accommodate as much guests as possible. Cottages are spread around. Better to go bere after a very tiring day as the water is very relaxing and fewer people go there around 4pm. The entire falls will be all yours once families and friends go home late afternoon. But not advisable for elders or people with weak knees as there will be a lot of walking on stairs. Ample space for parking."
"Jennelyn T","San Jose del Monte, Philippines","February 20, 2017","Cool waterfalls with a cave inside","The waterfalls were like a therapeutic massage, plus the water is cold, at the side of the falls is a narrow cave (not for the claustrophobic). A very scenic place as well..."
"jan j","makati city","February 14, 2017","Nice place for picnic and little adventure...","Descending down to the falls has been made easy by the cemented stairway. The place is cool and relaxing. Many nice spots for picture taking. It is my first time here to jump off a cliff. And get into a small cave and swim my way out to the open... Worth visiting. There are also huts and grilling place for rent. You just need to bring your own food and buy coconut juice and sticky rice cake from the locals selling along the road to help the locals..."
"Milany A","Davao City, Philippines","February 4, 2017","Coooollllllddddd Water","The place is crowded on weekends but the water remains cold. It was awesome! And very affordable! It is also an adventure going there on a bumy ride or in a heart-wrenching hike. But still, it's a good place and I highlyrecommend it to anyone who would like to relax. It's worth a visit. "
"Victorianlad","Melbourne, Australia","February 3, 2017","Worth a quick visit but not a huge falls","There is a P5 environmental fee charged at the turnoff from the main road with a further P40 payable after a few hundred metres of tricycle travel.  One then walks 300 metres along an at times steep path that has a ramp or steps to reach the falls. Here someone tried but failed to charge me again, perhaps believing I wanted to use a table, although there were only two.  The falls had a good flow but they are only a metre high.  It is worth a visit but do not expect the falls to be anywhere near as good as Tinago Falls outside Iligan City, Mindanao."
"DonDan16","Hamburg, Germany","January 22, 2017","Used to be so nice","The falls are phantastic. Clear cold water. A very beautiful thing.  Not beautiful is the crowds of people making noisy music abd throwing their garbage everywhere, on the ground, in the water, unbelievable. There should be more waste baskets.  Ugly also the tons of concrete and the many buildings there. If you go there on a weekday off season you might have the chance for some silence. "
"Gabriel M","Taguig City, Philippines","January 11, 2017","Cool and very nature","We had a great time with my friends and stayed here overnight... Enjoyed the cool water and the very natural beauty it can offer.."
"krisna m"," ","January 3, 2017","Cold waters","Its my 2nd time in Hagimit already and what I like is at the top because the water is cold and fresh but there is an additional fee if you wanted to go there."
"macasaetchris","Makati, Philippines","December 14, 2016","Place time to visit is during summer","Entrance fee: 10 pesos Hagimit Main Entrance Fee: 50 pesos (Discounted because the water wasn't clear)  It was rainy when I went here. The water was muddy unlike the pictures but mainly because it rained hard the night because and during my stay here. But I bet this place is as good as advertised. I'll be back soon! "
"Dennis R"," ","December 14, 2016","Dont Go if Raining!!","We went here and the tricycle driver said that The Water in the Falls is not clear coz of the 2 day rain.the road going down the Hagimit Falls is very very slippery.Dont wear fitflops and just dont go there when its raining.you wont appreciate the beauty of the falls :( "
"April C"," ","December 1, 2016","Hagimit Falls in Samal","You just cant miss this when you're in Samal. Definitely a must see. There are about three different falls areas where you can swim and relax and there are really helpful guides in the area who are willing to help. These are locals and some ""tips"" or gratuities will be much appreciated. "
"virmen","Malaybalay City, Philippines","November 21, 2016","chasing waterfalls","chasing waterfalls, hmmmm even t he waterfalls is not soo nice but the water is very clear so it adds the beauty in this place."
"Wreckxki","Quezon City, Philippines","November 18, 2016","Small Falls","It was easy going to the falls because you need to walk down a flight of stairs, but it was tiring going back to the entrance.   It was a small falls, we went there on a Tuesday but there were quite a number of people. There are tables and cottages available for rent around 150php I think. It would be better to take food/drinks with you because there are not a lot of stores available.   Since there are other falls that are better and nicer in Samal Island. You may skip going to Hagimit especially if you are only on a day tour."
"Pio S"," ","November 15, 2016","It was so so","I didnt like the way it was maintained. It lacked a little bit of organization. The stores there had limited food being sold."
"Karakus77","Emirate of Dubai, United Arab Emirates","October 14, 2016","Cool down under the falls","Was nice going down under the falls with an old fashioned raft , u can swim and have shower under the falls , get ur fridge magnets, eat local food , have massage , little fishes come and tickle ur feet in a little pond , was Awesome , pple are soo friendly "
"MediciBoy"," ","October 4, 2016","Beware of this tourist trap","Fees will be asked from you naturally but the moment you step inside that's where the nightmare starts and where the con begins. Sitting on a table next to the falls would cost you somewhere around 150 to 250 pesos and that is depending on who owns the tables.  We didn't spend much time on this horrid place because it was way too crowded. We decided to take the shortcut going back up to where we are parked and to our surprise we were being asked to pay if we would like to use the short cut and the only way we will be allowed to pass there is if we use one of their picnic tables which is far from where the falls are. Unsurprisingly there's a sign on front that says passing through the short cut is free (I assume its the city government who placed it) but the business scam situated right next to the short cut stairs wouldn't allow you unless you pay or you use their tables which is around 150 pesos if I remember correctly. Again, this is a PUBLIC are and this is way too crowded with minimal facilities. So go at your own risk but personally this is rather a waste of time."
"jtwanders","New York","October 3, 2016","Popular Samal Attraction","We visited the falls as part of a day tour. It was pretty packed with people swimming and hanging around so we didn't stay too long. Should you visit, I'd recommend walking around to the other end of the falls which is secluded providing shade and falls without all the people."
"Stuart H"," ","September 23, 2016","Family visit","Nothing to get excited about, a family water park with small natural pools for bathing, there are drink and food amenities on site."
"Kazumi S"," ","September 21, 2016","I love fresh water","First , when i saw the photos on google i feel like i don't like it there but my friends wants to go to experience the hagimit falls, the fresh water ,the view and etc. and here comes the D-day. I enjoy a lot. i love the water , the view and the little cave inside the falls. It's awesome =!!!! "
"77Raine27","Cavite Province, Philippines","September 8, 2016","One of the main Attraction in Samal","Locals and tourist would visit this place to swim and enjoy the falls, You would need to walk at the topmost portion of a mountain. Has several clear water flowing from the mountain. There are huts where you can place your things and have picnic. There are also stores inside where you buy sodas, crackers, chips, among others"
"KISSoulRock","Manila, Philippines","July 23, 2016","Nature At It's Best","Wonderful Place... Within Samal Island... Great for a refreshing & cool swmming experience... my Family had A Great Time."
"thess-rhina","Muntinlupa, Philippines","July 20, 2016","Just quite fun","Its nice place but dont go over weekend bcoz its too crowded..and dont expect much..cottage need to rent and need to pay entrance fee 40 pesos.."
"Aphio1925","United Kingdom","July 18, 2016","Not much","Went there thru a single motorcycle . It wasn't a good experience as i am scared of single motorcycle , but that time i dont have a choice. Saw the waterfalls and there was only a little water that flows on it at the time of my visit. Very few tourist was there and it was so quiet and we didn't even stay for more than ten minutes."
"MJeR","Davao City, Philippines","July 13, 2016","Overcrowded","I was kinda expecting of an enchanting feeling but i just find the place overcrowded. I didnt find the long downward walk compensated by the place. I didnt find the place to be clean since there's a hell lot of people everywhere. Like everywhere. Swimming area are mostly man-made.  If you wan' serenity, relaxed and safe swimming time, this aint the place for you."
"JMHerald"," ","July 10, 2016","Include this on your bucketlist when you go to Samal Island","I enjoyed our visit here during our trip to Samal Island. The falls is just marvelous when you see it. You can jump on top of the falls (its not that high) but it's not recommended. The water's cold which is very good during summer.   I should highlight though that you can enjoy your stay here without renting any cottages. Our group just saved P300-500 by not renting a cottage because we just placed our items on the ground. Be mindful that locals will come and will charge you of cottage fees just by placing items, or staying for a while, in a cottage."
"Jona A"," ","July 10, 2016","Commercialized but still got a nature feel to it","Good for a daytrip. Entrance is 50 each. There is an area there that is more secluded and the water cleaner - you only need to pay P20 more. Bring your own food. Dont go on weekends."
"Andrew P","Swansea County, United Kingdom","June 26, 2016","Brilliant","Came here to see the falls and I had a brilliant time. The area is very interesting and a must see place for any tourist visiting. It's fun to get to and fun while your there"
"Michelle V"," ","June 13, 2016","Best part of Samal Island tour","Best value for your PhP40 entrance fee. We were able to explore and get to different levels of the falls with the guides there for a minimal tip, but we based it on how much we enjoyed the adventure they got us into and for ensuring our safety.  You may contact Kuya Jun (‪0930 981 0216‬) for your Samal Island tours (has tricycle w/c can accommodate at least 5 more passengers and a good photographer). He can include Isla Reta as your fifth destination to the standard 4 destinations(Monfort Bat Sanctuary, Hagimit Falls, Taclobo, Maxima Aqua)in the Samal Island tour. Entrance fees, environmental fees,fare to Taclobo and Isla Reta are excluded from the PhP1500 rate (as of 2016). If you wish to avail a boat for private tour of the beaches in Talikud Island, you may also ask Kuya Jun, rate as of the moment is PhP3500/boat."
"Atila E","Izmir, Turkey","June 10, 2016","Excellent for swimming","In Samal ,island you can spend one day here. Falls make some pools to swim. Water is quite chilly. Very good for hot days"
"Dan S","Spring Grove, Pennsylvania","May 22, 2016","Excellent area to cool off","The falls were a real highlight for me. I enjoyed the jumping, climbing and generally just playing in the water. It's a cool, natural spring and river and a great natural resource for the locals of nearby areas to visit."
"babykeaamiche21","Pescara, Italy","May 15, 2016","Must visit in Samal","When we went there on a weekday morning and we were the first ones to visit the falls. Actually we were just planning to take some pictures and not swim because me and my sister don't know how to swim well. Anyway, the kuyas there told us to swim and take pictures and assisted us.   I don't know if it tends to get crowded during weekends, but I do suggest going there on weekdays and early morning.   By the way there's an environmental fee you need to pay aside from the entrance fee."
"Pietro B"," ","May 8, 2016","Nice cool fun ","Great get away from the heat. Make sure you bring some food and drinks and relax by the river with many waterfalls. Good fun"
"Cecilia J","Geneva, Switzerland","May 6, 2016","Cooling waters in the heat","When visitors come over to Davao City and we have time for some pleasant waterfall fun, Hagimit Falls in Samal Island is something we look forward to. We usually go to ""Mahal Resort"", which has a short cut down direct to the falls from its parking area. Though called a ""resort"", it's really just a collection of huts where you can eat and put stuff on, with a collective bathroom and toilet, as well as four airconned bedrooms with their own bathroom, good for overnights or for the day, at reasonable rates. Of course, the main attraction is the series of falls and their basins where people and kids can go swimming or just plain dunking for fun. The water is usually very very fresh, but make sure it has not rained heavily the day before or there may be too much debris being swept away by the flowing waters. There is a little store that sells some drinks and snacks; other than that, you have to bring your own food, cutlery, etc. If you're nice enough, you could request the owner (if she is around) if her staff help could buy roasted chicken in town - of course in addition to the cost of the chicken, you'll have to pay for the transportation and give a tip. In our experience, having been here several times, the falls are always fun; however, it is true as in a previous review that more and more concrete is being built, which is definitely a pity. Also, sometimes the karaoke gets too loud - but then just go into the waters with the gushing flows and you'll hardly hear the horrible noise. Nevertheless, we always leave the place in a fantastic mood."
"Peter19502013","Davao","April 6, 2016","Paradise being destroyed by commercial interests ( concrete walls, fences , wire )","We have visited here many times during the past few years. In most countries a natural pearl like this would be protected from development by law. Not so here unfortunately. One developer has constructed bigger and bigger dams by concrete. This really destroys the feeling of natural beauty. Furthermore this developer seems not friend with the guy( s) next door so they have set up fences and even wire between the falls. A bridge has been closed with gate and padlock. It is really sad to see it going this way. But having said all above, kids seem to enjoy to swim there."
"she m"," ","March 18, 2016","Hagimit falls","Best of nature at no pay. I only pay for I thnk 40php entrance fee. The travel from park inn hotel would take up max 2hrs with traffic to these falls. Worth the time and money."
"Leydee D","Samal Island, Philippines","March 16, 2016","Nature","Affordable and cold running water. Visit on weekdays when there is no much people going. Good for big family and friends to enjoy."
"Mariel G","Baliuag, Philippines","March 15, 2016","Cold running water","We arrived at this place on a weekday! This is very convenient since we are the only tourist at that time. The water is clean and we only paid 20 pesos for the entrance."
"tainted_canvas","Philippines","March 7, 2016","Nice side trip","stayed here only for a few hours but my little girl enjoyed every bit of it. Since we are in Samal and we went on the island hopping trip, she really didn't have much time on the water because they were deep. She was wearing a vest though but still.. she enjoyed this so much. The water was good. Nice. It's still a natural body of water even though they turned it into a resort so there will still be forest-y stuff on the sides but it was still good. there are some vandalisms... but overall a nice experience. "
"BarryFisher","London, United Kingdom","March 2, 2016","Great inexpensive day out","Numerous small waterfalls and pools for all ages to play in. Lots of covered picnic areas for the family. A great and cheap day out.. great for families"
"Joy B","Iloilo Province, Philippines","February 29, 2016","One of God's best creation! ❤","We didn't swim because we had lack of time though we really want to.. people swimming there really had fun with the flows of the water.. it's really clean, clear, and cold water.. I would love going back here next time and will really swim. Wew! "
"KlausDORING","Davao City","February 25, 2016","Take a deep breath","Relax, unwind and feel the cool taste of nature. When on Samal Island, the Hagimit Falls are a must."
"Jay S","Davao City, Philippines","February 25, 2016","Most Underrated Place in Samal","I went here twice but dont let the tiring long stairs upon entry fool you. My first visit was awful because it was packed and a lot of people were smoking.   The second visit, however, was nothing short of revitalizing. We went in early around 6 in the morning and came in at the new entrance but to a lower level. They just opened and you could see how surprisingly safe to walk on rocks because they take out the moss cleanly.   I was even able to swin for 2 hours because of how refreshing the water was and how convenient some parts are due to the natural shade of trees.  I will be back. That is a promise. "
"Angela M","Pasig, Philippines","February 12, 2016","Nature + Lanscaped","accessibility -good via habal-habal view - good. nothing unusual. amenities - fair. with cottages etc. Compared to other falls, this fell short in meeting my expectation. Maybe because most part were already landscaped and there are areas where the water are already stagnant."
"GraceJ1"," ","February 10, 2016","Exploring ","Thiers no words to say it's a beautiful place love to come again it's very affordable and amazing place"
"SimonDabbs","Melksham, United Kingdom","February 9, 2016","Beautiful location spoiled","Hagimit falls is OK. But why did they have to spoil it with so much cement? It's a lovely place... so tranquil. Why spoilt it by cementing-in a wonderful, natural place? But it's still nice for a refreshing swim in cool water, I guess. Just...More"
"Kates A","Cavite City, Philippines","February 9, 2016","Close to nature","What i like about Hagimit is the size of the area. There are smaller cascade of falls and multi-layered natural pools. Some parts are dirty due to leaves, rotting branches and water seems stagnant and murky but to be fair, that's how nature goes. I...More"
"Jonamarie S","Davao City, Philippines","February 6, 2016","Beyond expectation","It's my friends first time in Mindanao, it's all our first time in Hagimit. What welcomed us was beyond what we were expecting. What a wonderful creation of God. We all kept FALL-ing in love with the place. Falls after falls.. wahhh. We cancelled out...More"
"Jake2014jake","Pasig, Philippines","February 4, 2016","Being one with nature is easy here!","Imagine the sound of flowing water, of cascading water, relaxing, soothing. Imagine lush trees and vegetation, where you can either lounge and rest and have a picnic, or walk around and feel closer to nature. This is what you will find when you visit Hagimit...More"
"Yna Clarissa F"," ","February 3, 2016","Amazing 1","We went there August last year,and I told you guys it was so amazing,cooling and relaxing place. My kids are very amazed too."
"Christine Joy M"," ","January 28, 2016","Not as beautiful as you see in pictures ","Or maybe we were there on the wrong season. Or maybe there could just be so much people on one place at the same time. Or maybe because I've been to better looking falls. Nevertheless it was still beautiful but did not meet my expectations."
"Edlyn A","Davao City, Philippines","January 13, 2016","Adventures!!!!","I really love this place ... My brother and my sister was so delightful because I took them to this place. This place is very perfect for family and friends... 😍😍"
"Marga A"," ","January 8, 2016","Hmmm","Chlorinated-man-made place. I was expecting more but it didn't really deliver. It's not what I expected and a bit dirty. I could smell chlorine in the water which was super weird."
"Mikas101","Singapore","January 5, 2016","Multiple Falls & Multiple Pools","It is a unique place and experience to behold, as one enters the waterfall park. There is a long trek; roughly 500m-1km from the car park to the main swimming areas, but the Government did a great job of cementing steps and there is a ramp which makes it easier. Get ready for some cardio so that your body gets warmed up for the cold plunge in the waterfalls. We took a stroll around the park before going to the main section where everybody was and had a great time enjoying the scenery. The place also has multiple pools for you to swim in and its scattered around so despite there being a lot of people, it does not feel packed. Its unique also that it is in a sense not just one single plunge waterfall but a bunch of them scattered around due to the nature of the river and streaming of the water. And as all Filipino public parks, one can cook or bbq there, but they did a great job in separating it from the main pool areas. There are acceptable changing facilities and toilets there.   Entrance fee:P40 Cottage/Table Rental: P150-P250"
"Ralph S","San Antonio, Texas","December 21, 2015","Wow, what a nice surprise!","The park is about a 10 minute trike ride from the Babak Port which you reach from the SaSa Port in Davao. You can catch the ""banka"" people boats from the Sasa Palenke (market), or the big car ferry from SaSa port. The fare is only 10 piso each way. Once you get to Babak take a trike to the park is about 250 piso (foreigner price ;) . After you enter the park it's about a 5 minute walk down the hill to the falls. The falls will leave you amazed. You can rent a table for 150 piso or a nipa hut for 250 piso. The locals sell beer and soft drinks, no need to bring your own. The toilets are in good shape. You can rent a hut for overnight for 600 or 1000 piso, but no electricity...No swimming after 5pm, so why bother staying there overnight? The walk back up the hill is good exercise...lol The place is crowded on holidays according to the very friendly local workers. We look forward to our next trip back in the new year."
"Rexoy","Davao","December 12, 2015","A good place to end the day","After going around samal in a hot and sunny day its a good idea to end it at hagimit falls by dipping in its cool water and have a relaxing or rather a hard hydromassage! Be prepared for a bit of long walk downhill and back uphill!"
"Adventurer996","Tampa, Florida","December 5, 2015","Beautiful falls","I only had a short time there, it started raining but it is well worth the entrance fee! You can eat, drink, and swim"
"calub m","Cavite Province, Philippines","December 2, 2015","A natures way to massage","We did not expect that hagimit falls are composed of several layers of torquise cold water. You can occupy any spot where you can enjoy more the falls. We did try 2 spots where it is not too deep. then the other one where you can swim and jump from the stones :D what i did not like is that there is this area ""Mahal kita Resort"" they have a gate which is open to public. But when your inside and used their ""Balsa"" you have to pay them. We did not notice the sign, but we were dis appointed how they treated visitors/tourist they locked the gate prohibiting us to transfer the other side of the falls. And what they advised was for us to just cross the gate ""over the bakod"" how come they were too lazy to open it for us. "
"Harvey T","Davao City, Philippines","November 24, 2015","Nice Surprise!","I heard about Hagimit for quite a while now but I visited the place just recently for the first time. My expectation was low and it was an unplanned visit. Time of visit was really early in the morning, around 7AM, and we are few of the first guests to arrived.  Our plan back then was just to see the place and take some pictures. No plan of taking a dip at all because we are heading to the beach. Our short trip to the falls ended up with staying for 3 hours of taking pictures and swimming on its small lagoons. The water was clear and the lagoons have the hues of torquise to blue. Water is cold and very refreshing.  The area is a bit small so I imagine it can get crowded during weekends. I hope the management will limit the number of heads who can visit to maintain its cleanliness and damage to nature will be controlled. Entrance fee is P40.00."
"Morris Adelon A"," ","November 23, 2015","Multi Flowing Falls","Exotic place were you can stay to enjoy a relaxing dip. Experience the cave behind the falls and jump off the deep part. Ask for assistance with the locals they are glad to assist. Tables with shade are available for your convenience. Remenber water is cold."
"MarieMarc2014","Mandaluyong, Philippines","November 23, 2015","Get in touch with Nature","I love the sound of the rushing water. The cleanliness of the place. The people are nice and accommodating. A true beauty."
"Nickate N"," ","November 19, 2015","Great view and clean falls","huge places to walking around clean water and very clear , nature friendly , quiet and very comfortable . Relaxing and nice view and lots of cottages u will be stay and accommodating also."
"Elmo B","Manila, Philippines","November 19, 2015","Miniature Falls Worth A Glimpse For Those Who Have Not Seen One","For those who haven't seen a tropical waterfalls or any waterfalls, Hagimit falls would interest you. Perhaps around 12 feet on the tallest one. The premises also offers cottages and picnic tables. A few people we saw taking a dip on the water. A few houses around the falls a bit an eyesore. There was also a resident dog loitering."
"alinebuizon"," ","November 19, 2015","Hagimit Falls","A must-see in Davao, Samal Island. Though far from the city but you will enjoy the boat ride and the habal habal ride from Sasa Wharf to Penaplata. You will wonder where the water is coming from. There are layered of mini falls aŕranged magnificently. Amazing work of nature. You can choose your own spot and get a self massage in the falls."
"jed1017","Metro Manila, Philippines","October 28, 2015","Nature Trip!","Nice falls.. There are many people when we went there but we still enjoyed the view. Just be prepared for a long walk."
"Jameson L","Antipolo City","October 3, 2015","Nature's plus","Hagimit falls is a very refreshing place to visit. With its multiple 'mini' falls to look at and experience. Although the place, just like other places, has its pros and cons. If you are a senior citizen you'll have difficulties navigating its long steep stairways. But if you're adventurous enough this place is worth trying."
"Mars_Hilario","Davao City, Philippines","September 30, 2015","Falls In Love","A good side trip there is the waterfalls hidden in the forest. We walked almost 1 hour and we walked 10 minutes to visit Hagimit Falls. It’s one of Samal Island’s great natural sights and worth the effort, just enjoy the trek as it is a really trek to nature.  For the nature lover, you can spend your day here with a grilled meat with an ice-cooled beer while enjoying the cool-breeze of nature. Chillax!  I love the place, small but terrible!"
"Vince M"," ","September 24, 2015","It speaks eloquence of Nature","It is a unique place to see, enjoy and take a plunge. It is in the heart of Samal Island which offers fresh water dips for the whole family."
