"User","Location","Date of Review","Review Title","Review"
"pastelprism","Manila, Philippines","October 19, 2017","Lovely Park","We arrived in Davao much earlier that the hotel's check-in time. So we left our stuff first at the hotel, then went straight to People's Park. We rode a jeep and went down Aldivinco area so we had to get a 'padyak' (bike) to bring...More"
"Nancy A","Davao City, Philippines","October 19, 2017","No Identity","We love to see people happy.....we love to reach out.....no rich no poor, meeting in one place called ""People's Park"".....this is the place...... Safety is important, fear is not accepted....calmness is welcome......"
"rosalina b","Houston, Texas","September 28, 2017","Early Morning Walk","The place us safe, clean and has lots of big trees that provide shade. Early morning walks are best, and perchance you will see the Zumba enthusiasts moving to the upbeat music. Location is great."
"Manila, Philippines","Manila, Philippines","September 17, 2017","An ordinary park..","Nothing much to do here really. Maybe if you want to jog, or hang out with friends. But if you are a tourist with a hectic schedule, no need to put this in your must-sees"
"Aleksander A"," ","September 1, 2017","Park life","If you want to step out of the busy streets down town, this is one of the places to go. People's Park is where locals go for their morning/evening jog, since it actually has nice running tracks circling the park. When I visited the park there where plenty of people in the park, everything from joggers to families. Go here for some relaxation, bring some food and drinks and just enjoy. "
"Kaye F"," ","August 29, 2017","Safe Park","This is safe for every one even at night or early morning for joggers. Good for families and large group of friends to have some picnics."
"EphraimRenz"," ","August 27, 2017","Place to hang out","Peoples park, park that you can hang out whit your friends. Last night was so amazing we have a change to meet more new friends. Safe to hang out nice people and good security."
"RheivenRei"," ","August 26, 2017","Healthy Jog","The park is clean and well maintained, perfect for jogging!!! You acn also bring you children to play."
"Althea-CZ","Iloilo City, Philippines","August 21, 2017","Beautiful place and so colorful","We visited it during the Kadayawan Festival. I haven't been back here for a long time and I was really amazed with its transformation. Nature, culture, and people mixed harmoniusly. Colorful Kadayawan decorations, landmarks and many trees at the heart of the city. Till my next trip, see you again Davao!"
"Larry C"," ","August 20, 2017","Great City Center Park","Park is great for outdoor exercise and jogging and walking with many trees and garden areas Wonderful environment for relaxing and enjoying the outdoors in the middle of Davao Thumbs up great place to visit and enjoy the atmosphere and people of Davao"
"calorie_dg"," ","August 19, 2017","My favorite park.","I would say that this is now my new favorite park. Located in the heart of the city, but once youre inside you wouldnt feel you are the city as it has lots of trees and the feel is much closer to nature."
"Vanessa D"," ","August 16, 2017","Strolling!!","It's incredible that this place is here in davao. So calm, so peaceful, with fresh air, lots of trees and strolling or walking around the place just makes me feel great."
"Tony_King_Jr","Davao City, Philippines","August 9, 2017","No entrance fee","If you are staying near the area and want a place to jog in the morning or just want to visit the park to unwind. The area is clean just be careful for pickpockets, yes the place is guarded but don't be so confident."
"Ronna V"," ","July 26, 2017","big park !","I went there late afternoon about 5.30 and people are coming there maybe from work and some are from school... It was a huge park ..i saw lots of people.doing thier exercise and and some students are making thier dance practice and drama practice.. Its...More"
"Eves Jefferson S"," ","July 21, 2017","Huge park","Its my first time visiting such a huge park. When you get there you can really see the Filipino culture. People with their families enjoying quality time together. And also theres lots of doves."
"Felix S"," ","July 19, 2017","Pigeons","I'm not used to these kinds of places, I feel out of place in a good kind of way. I love pigeons but also I'm afraid of their poo. Lol, it feels relaxed here kids running around. Come to think think of it, it's a...More"
"Zoe P"," ","July 19, 2017","Central park","I've always loved central park in new york, a place where I could jog, think and have picnics, somewhere in a city of stone and concrete a patch of green, hehe. And this is just like it. I'm not sure if they have it in...More"
"Sam R"," ","July 19, 2017","Clean","In the age of interest, kids often neglect these kinds of places, but man I love this place. Great place to just walk around and get your stuff back together. Also a good family place. Gotta love the local government for keeping this place tidy"
"Rebecca R"," ","July 19, 2017","Amazing!!","It's amazing how any busy city would have a place like this for its residents,, calm and serene. I remember when my dad would bring us to places like this every Sunday morning, just brings back a lot of fun childhood memories!"
"Nash I"," ","July 17, 2017","Nice park to visit","The park was really clean, people were so deciplined, good place to unwind, you can still visit the place even if its a hot season since there's a lot of trees."
"Anne P"," ","July 5, 2017","Nothing much happening","it's just a plain park with nothing much in it. But i think you can still try to visit if this is on the way or you are near the location since this is the main park of Davao City."
"The_Nomad_11","Melbourne, Australia","June 30, 2017","Old Park","As I walked around this park I had noticed it was a bit tired so many features of the past not working or just run down the heat of the day was eased by the old trees of which gave a lot of shade which...More"
"MG B","Houston, Texas","June 18, 2017","love this park!","some 20+ years ago, this used to be an empty, boring PTA oval. wow, i am impressed with the transformation. i love the colorful statues that depicts davao culture. i like the fact that they maintained the track field for anyone who would like to...More"
"Pia L"," ","June 17, 2017","Nice place","Lovely park with picturesque views, very instagrammable, secure, good place to jog..don't forget to bring your camera especially for first timers like me, i would definitely go back to this place.."
"Loislim","Davao City, Philippines","May 24, 2017","a breather in the city.","this park located right at the back of the Apo View Hotel and right across Casa Leticia, the People's Park is a breather from the concrete jungle. This park used to be an empty sports arena, in the 70's we used to jog around the...More"
"Luke T","Gingoog City, Philippines","May 19, 2017","Great place for the family","We enjoyed our visit but the kids had a wonderful time running and playing in the park. This is designed for kids and family. Very nice to see."
"Laurence John A"," ","May 17, 2017","Touring with visitors","The place is very dirty the garden they offer is a mess and the garden near the lagon smells so disgusting smells pee!!! My visitors was so disappointed and went directly to exit. Bad city park."
"Sweden","Sweden","May 16, 2017","Nice to walk around in","Brought my best friend here during our 2 day vacation in Davao. Security is high, and cleanliness is very well. Lots of trees and flower around. Also lots of interesting statues around this park. We enjoyed taking photos around here. It is also near the...More"
"sweeetmum","Davao City, Philippines","May 1, 2017","If you want to get fit","If you want to get fit, you may opt for a jog at this place. You can also leave your kids playing at the playground while you dont have to worry about them as the whole place is closely guarded."
"tailor1989","Surat, India","April 26, 2017","People's Park","I was here with few friends and we had great time taking pictures around the place. Its quite good and in between the city. Love those statues that they have inside the park and the fountain which was not working in the afternoon when i...More"
"Myra D","Manila, Philippines","April 25, 2017","A Must Visit Place","This is the place to be if you want to get a feel of local culture and meet some locals. I loved the cement sculptures by Kublai Millan, the trees, and the droves of pigeons flying from tree to tree."
"Loraine Ruth L","Davao City, Philippines","April 23, 2017","Relaxing place found at the heart of the city","If you want to get relaxed and you're in the city, this is the best place to go to. You can usually meet locals here and even tourists. The park is filled with statues designed by a famous artist, benches, and trees/plants. There are also...More"
"arielsanjose","Davao City, Philippines","April 21, 2017","A GOOD PLACE TO DO JOGGING","If you are a tourist in Davao City and you want a place to jog, then People's Park is the place. Before this place became a park, it was a track oval where most local athletes did their practice. When it was developed into a...More"
"reelrodcover","Montgomery, Texas","April 15, 2017","Must visit for sure.","Get to see and meet locals and enjoy all the different things to see. Very enjoyable and will visit again."
"BennieGS2016","Davao City, Philippines","April 11, 2017","Relaxing Site...","This site is really good for young and old ones. Taking breath easily away from dusty roads. solemn place for dating, walking exercise and play like no other fun."
"Davao City, Philippines","Davao City, Philippines","April 11, 2017","Clean Park","This park is good for jogging or just chillin with your love ones. The park is very clean and has a lot of greens."
"ofanoa","Bondville, Vermont","March 29, 2017","Ok, kind a small","Nice little park in the middle of downtown, could be bigger. Good to walk - stroll around. Nice plants could use grass"
"torkjell_11","Bergen, Norway","March 25, 2017","Nice park","People's Park in the heart of Davao is a nice park white grass or benches to sit down and just look at the life around you or have a picnic. There are a lot of nice flowers and trees in combination whit rounds and wather....More"
"paulapple","england","March 24, 2017","Busy but restful ","Visit in the cool of the afternoon. Have a stroll then get a seat and let the city come to you. Great people watching"
"ihateweatherspoons","Warrington, United Kingdom","March 19, 2017","Run down.","Nothing to see her except a few koi carp swimming around in a small pool.No fountain working. Just looks like an overgrown garden."
"Januspaggers"," ","March 14, 2017","Great place to unwind ","You'll find plenty of people exercising around the around, a lot of statues (durian, eagle, etc) so it's a fun photo taking opportunity. But most of all, it's relaxing. Just take a seat at a bench and just enjoy the trees and doves flying about....More"
"gvanesplana0126","Makati, Philippines","March 11, 2017","Relaxing!","The place is really relaxing and the flock of pigeons inside the park are amusing! At the exit of the park, you'd find a pasalubong center where we scored inexpensive items like bags, purses, and key chains."
"costelmihaila80","Vancouver, Canada","March 9, 2017","Nicely done","Is a nice place.However,there is a bamboo shack by the restroom as yiu enter straight forward and the bottom is rotten so kind of danger to fall. Sane the roof doesn't seam great."
"Davao City, Philippines","Davao City, Philippines","March 8, 2017","Unfriendly for Dog Lovers","We went to People's Park for a walk with our Little Jeya. She was as excited like us since it would be her first time in the People's Park, only to be disappointed. One of the vendors told us dogs were not allowed inside. We...More"
"Jennelyn T","San Jose del Monte, Philippines","February 20, 2017","Activity area for all ages","This place is great for biking, group dancing, or choreographing a dance for a class project, and for just chilling out."
"tom1941","Philippines","February 15, 2017","Good place to people watch","I have been many times in the late evening. It is always clean and I certainly feel safe there. Officers are always on duty. Visited by families and young couples. NIce place to relax. I say it reflects culture because you can see the Filipino...More"
"bhsceo","Davao City, Philippines","February 15, 2017","Entertainng Garden","Most suitable for jogging,playing and amusement place in Davao.Many groups visiting the Park in the mornng and evening time. Nice to go with family for a joy & more activities."
"Stuart K","Kent, United Kingdom","February 15, 2017","christmas","i went there during the christmas period most of the trees had lights on ,it looked very nice ,it was easy to find and many places to eat nearby"
"Olav Tore B"," ","February 8, 2017","Very nice to vissit","Near by the hotel Galleria, very nice to walk arround and relacse. I recommend a vissit to the park :-)"
"sinned04","Vancouver, Canada","February 4, 2017","Picnic at the park. ","We always come to have a picnic during the weekdays to avoid busy and crowded weekends. It is close to the hotel were I stayed. I love the park coz it's huge and clean. Well maintained. Lots of attractions to see and nice views for...More"
"Mercy888","Manila, Philippines","February 3, 2017","Very cool and clean park :)","This park is near the ampitheater with a durian roof, there was also a big eagle there and lots of policemen and soldiers as there will be a Chinese New Year program during our visit. It is a cool place to relax and have a...More"
"Davao City, Philippines","Davao City, Philippines","February 1, 2017","Nice and Clean!! =)","I do jog here once in a while and well it is indeed clean plus there are lots of trees that it makes the air fresh."
"Greeg G","Davao City, Philippines","December 20, 2016","Relaxation","Everytime I want to get relax and smell some fresh air, I go to here and I also do jog sometimes here"
"jaquinne","Davao City","December 20, 2016","Family Thing","A nice place to bring family and friends. the place is clean and strictly no smoking which is good for everyone. Secured, bags are checked before entering the premises."
"Nick T","Philippines","December 2, 2016","a park for wellness","I visited the park in the evening and surprisingly I saw many city folks enjoying jogging, dancing zumba, students practicing their dance presentation, and others strolling around with their friends or families. Some of the facilities needs repair including lighting."
"Dru S","Cairns, Australia","November 27, 2016","just a quick visit to break up the day and relax for a couple of hours","nice a peaceful very clean .....the tress around the grounds make a perfect sun shade was a nice place to relax"
"usairways1","Charlotte, North Carolina","November 26, 2016","Peaceful","Park is located near downtown very clean and well-kept beautiful landscaping and flowers it's free to the public the early morning or late in the evening to avoid the Heat"
"Leah N","Lapu-Lapu City, Lapu-Lapu, Philippines","November 17, 2016","Where are the fun things?","I was quite dismayed visiting the park this month because all the fun and entertaining big statues were removed from the area. The pirates, penguins, hollywood stars, dinosaurs, and others are all gone! But at least the pigeons are still around. The usual fitness buff...More"
"Jojie A","Davao City, Philippines","November 15, 2016","Davao People's Park","Formerly the once popular PTA Grounds in Davao City, this P72 M worth People’s Park opened on December 15, 2007 which features a mini-forest, interactive fountains, waterfalls and ponds, a kid’s toyland and large sculptures representing indigenous groups in Southern Mindanao and the Philippine eagle....More"
"Valenzuela, Philippines","Valenzuela, Philippines","November 15, 2016","Stop & Relax","This place is just another park so good to sit and relax amidst the busy city of Davao but there is no exciting part that you will find or any other exciting adventure that awaits here. The place is good for children who likes to...More"
"Piumal T","Vilnius, Lithuania","October 28, 2016","Go relax. Enjoy","I used to go to this place in the evenings just to relax and to chill. Nice place to kill the time. Some days there are water dance shows, which is beautiful. You can find some nice street food right next to the park in the streets. "
"GianJamesMags"," ","October 24, 2016","Tourist priority friendly ","The park guys were kind enough to let us in due to their Tourist-priority friendly. Their are a lot of pigeons and are very used to people around. It's very relaxing to chill around during noon-time with all their trees providing shade and cool winds."
"Jessica A","Philippines","October 22, 2016","Good view to gaze","nice place to visit. you will have plenty of time here to relax and gaze the beauty of the view. Clean and lovely."
"Janna Michelle B"," ","October 18, 2016","The City's Child Friendly Park","People's park is located in the center of the city. It is in walking distance with Apo View Hotel, Sampaguita Inn, Tsuru, TAPS and a whole lot more hotels, restaurants, inn and mall. How to go there: From the airport, take a cab ride and ask the driver to take you to people's park. What is in there? This is a park for kids, thus there are rides for the kids and sometimes it features different paintings in the dome. It is also famous for Mang Danny's ice cream."
"Inday23","New York City, New York","October 18, 2016","Excellent place to stroll along","If you are in Davao city, you need to stop by at People's Park, just to relax or to walk around. It's breath taking view inside the park will be relaxing."
"Querriel Arvy M"," ","October 11, 2016","Free and Relaxing","The best part: FREE!!! You can take pictures of giant statues inside the park. Ranging from Cartoons, to game superheroes to movie characters. You can also enjoy the nature since there's a lot of trees and birds on the park."
"filipin0traveller","manila","September 30, 2016","Park in the City","We went in the morning so I cannot comment on an evening visit. Peoples Park is within walking distance from our hotel but could be reached using a trike. Many photo opportunities within the park. Near Pasalubong Center"
"Davao City, Davao City, Philippines","Davao City, Davao City, Philippines","September 27, 2016","Peoples Park Davao","Nice place to relax, jog, walk, spend your free time, get some fresh air, etc.  Pros? Free, no entrance fee Cons? Not properly maintained, CR, fountain, etc.  It would be nice if we could bring our pets here (even if we would clean our pet's wastes)"
"travelology_ph","Davao City, Philippines","September 9, 2016","For the People, By the People","An enclosed free public park of Davao City. Medium sized park which showcases various statues made by a local artist. This is the fave hang out place of locals for family and friend bondings"
"77Raine27","Cavite Province, Philippines","September 8, 2016","Good Enough!","A cultural theme park where you can enter for free. When we went there it was under renovation. Nothing much you can see just the huge People's Park signage."
"Nette0830"," ","September 1, 2016","Free WIFI inside the park","You can stay in the park the whole day surfing the net or if you are a pokemon fanatic, there are pokemon everywhere."
"Yvonne M","Iloilo City, Philippines","September 1, 2016","top free park in davao city","i was looking forward to coming back to this park from our visit 4 years ago as we were really impressed with this public park. it was just a few minutes walk from our inn so we went there night time..i noted new structures being...More"
"musickaren","Mandaluyong, Philippines","August 25, 2016","one of the great parks in the city","located along palma gil. there's a nearby 7-11 convenience store and pasalubong center. went there aug19 6am and there was an ongoing zumba exercise. almost 100 davaoenos are participating. lots of locals and tourists are there as well. there are pigeons which you can feed...More"
"Pcpau"," ","August 25, 2016","Just passing by","I have known People's park for so long. I have done jogging session several times in the past. This was also the venue for a field trip with the sixth grader class of my daughter. The view and the sculpture are excellent. Last night I...More"
"Lina Gladys L","Manila, Philippines","August 23, 2016","free place to go","its a good place to have a morning walk. you may also join the people doing their exercises with music. the place is clean and safe"
"Baguio, Philippines","Baguio, Philippines","August 21, 2016","Not everyday to see a DURIAN roof, Trees and Shades, Arts and Nature..","Best place to unwind, meet new friends, lots of trees and shades, perfect for strolling and family bonding..."
"joww101"," ","August 5, 2016","Nice for jogging and walking .","Nice place for jogging and walking and meet up with friends and play games. 😄uhmm it's nice to go a dance practice in the big place there. Good for picnics also."
"Annb0226","Chaweng, Thailand","August 5, 2016","Strolling in the Park","Went there a little late after 8am with the fam. It's closing time which we don't know but thankfully the guards gave as a chance to stroll & take pictures since it's our last day in Davao. Great place to stroll with the kids. Proud...More"
"Earl Y","Ostrava, Czech Republic","August 2, 2016","Nice Park","The only thing the sets this park different from others is that there are statues which I don't know who they are and the story behind it. They're interesting to see though. The park is safe and well-maintained. There's also a place for jogging and...More"
"Kaysha Y","Davao City, Philippines","July 31, 2016","public park","Great place to go to when its your first time in Davao, for jogging and sight-seeing. People can eat here and every sunday there is a free aerobics class everybody can attend for free!"
"Alvin N"," ","July 30, 2016","A visit to a Park","My hotel is just in-front of the Park. So, i decided to check out. The park seems Safe, Clean and very refreshing. People are strolling and jogging."
"touristatravel2015","Tarlac, Philippines","July 29, 2016","Very nice place","The park is well-maintained and really beautiful at night. The place was very much secured because of the presence of the security guards. This is a good place to kill time."
"delight_2016","Davao City, Philippines","July 28, 2016","A family Dinner in the People's Park","Pres. Duterte, former City Mayor in this very beautiful and peaceful place of Davao , was right when he named this beautiful and relaxing place as People's Part, for after all they money used to build this park is from the People. The children and...More"
"Davao City, Philippines","Davao City, Philippines","July 27, 2016","Good place to stop and jog by!","It's really a good place to jog-walk around. I like seeing people being with their love ones in the park and feeling really happy! The arts and statues in there are truly worth seeing."
"Lawrence A","Quezon City, Philippines","July 24, 2016","Feels safe to be here","A simple park yet it's one of the few parks I've learned to appreciate. Wide, lively and the feel is just sooo Davao."
"virstud","Caloocan","July 13, 2016","Nice place to stroll around","We visited the park at night on our first night out. Security upon entry is very strict. Nice Durian inspired roofing. We just strolled around the park in circle."
"Erreth","Cebu City, Philippines","July 4, 2016","Amazingly clean","We went there as part of our day tour in the city and was very amazed as to the cleanliness of the park. You feel really secured even if you won't see any security guards roaming around. As what my Davaoena friend said, they have...More"
"ChesterClark","Surigao City, Philippines","July 4, 2016","Leisure","A short trip with friends suggest that this place is very friendly for family picnics. A little bit crowded at times but fair enough to roam around with kids."
"ryandgreat","Makati, Philippines","June 28, 2016","people","i've seen people from all walks of life, kids, adults, senior citizens, employees, students and tourists, there's nothing special about this park except for there are lotsa people who spend time at the park"
"Remelyn F"," ","June 26, 2016","Beautiful place for the kids","The different fiberglass life size action figures display are nice treat for kids and kids at heart. I hope it will be a permanent display"
"MarcoDimSum","Angeles City, Philippines","June 14, 2016","Nice place to chill and do some laps","Nice oasis in the city with lots of trees and shade. As a runner, I wish they didn't make the jogging oval made of bricks, it's harder on the body and uneven. That said, it's great to have a place to do laps in the...More"
"Sydney","Sydney","June 13, 2016","Don't waste your time","It was probably very nice at some point but seemed very run down and in disrepair as far as I could tell. The fountain doesn't work anyone, the waterfall wasn't working and many chairs were just rusted and broken accidents waiting to happen. Any history...More"
"Jemir T"," ","June 7, 2016","IT WAS NOT MAINTAINED WELL THAT TIME","Cause I have never been to what they say the Peoples Park of Davao where people hang around and have picnics, couples who dates there and people who wants to jog on a humble place. So we went there no fees were asked which before was present. Place was packed but very dark. People were running around the circle of the park. Fountain was not around at that time which was I wanna see."
"Andrew2016p","Swansea County, United Kingdom","June 5, 2016","Great Fun","I went to peoples park a number of times throughout the year and i have to say its great. There is just something about this place that makes me smile. i love visiting this place. it can be peacful and fun"
"lucseawalker","Dumaguete City, Philippines","June 5, 2016","A park within the concrete city building","There are some animation going on here from time to time ... good place to breathe between a few trees!"
"daveholden","Lake Forest, California","May 29, 2016","What an absolute BLAST! ","I went early, at 6 AM, to Peeples park. It was awesome! There were at least 1500 to 2000 people doing a lot of Zumba style dance routine. What a great time to be out in the middle of a beautiful park dancing for health! There were an additional 500 circling the park on the walking track… All the time this was interspersed with the craziest fiberglass sculptures of superheroes where you could stop and get your picture taken! Wow! "
"Maria Elena F"," ","May 29, 2016","Fun","Love the. Hope you will like it too. Clean. Friendly people. Theres so many activities. There is a free lugaw ."
"Nise76"," ","May 22, 2016","Free Park at the heart of the city","Great for walking with family or friends... There are also tables for picnic and no entrance free so that's an added plus because you can bond with your loved ones without spending much."
"Aphio1925","United Kingdom","May 21, 2016","Free park","Roam around for free, have exercise -zumba especially in the morning, see a lot of statues, all greens and very pleasant park to walk into."
"Davao City, Philippines","Davao City, Philippines","May 21, 2016","A haven in the heart of Davao City.","To the locals like me, it is the perfect place to do my morning jogs plus we get to eat free lugaw (porridge). You couldn't imagine it is in the heart of the city because the place is so peaceful. I recommend this as a must visit place for tourists. The perfect place to relax in the afternoon or early evening after exploring the different tourist spots in Davao."
"Gary J","Cooroy, Queensland, Australia","May 17, 2016","our visit","This is most amazing place and i want get married there in august if i can contact whover is in charge . I met my future wife not far from there and we hope to be married in the park if we have permission in august this year"
"PrincessMiaGirl","Davao City, Philippines","May 16, 2016","The Greenest You Find In The City","This is a perfect place to rest your tired feet from exploring the entire city. Enjoy people watching. Enjoy the fresh air. Walk fast, walk slow. Just go with flow."
"FAJATRAVEL"," ","May 14, 2016","Great place for family bonding","Relaxing and colorful park with childrens playground. You can stroll around but you can also sit back and relax on benches watching numerous doves. We saw some people feeding doves so they were able to literally touch them. Feels like you're in Italy. You can also take photos with the colorful and life size cartoon characters. There is designated entrance and exit gates located in different sides of the park. No entrance fees but the park is quite maintained."
"Fred1021","Los Angeles, California","May 10, 2016","Nice walking park","We went to this park on a six day vacation and tour in Davao City. This park is a good place to stroll any time during the day because of its shaded track. There are a lot of activities to engage with: picture taking with the statues, many shady trees, and a center for travel information."
"Jonathan Christ... B","Davao City, Philippines","May 9, 2016","inexpensive park visit","within the center of Davao City. Nice place to relax with your family. Near local food stalls. Safe fro kids with oval track open as early as 7:00am"
"Sol P","Davao City, Philippines","May 5, 2016","True to it's name ""People's Park""","This place is for everyone! A park in the middle of Davao City where you can relax, exercise, date etc... Every early morning Sunday, if you're lucky, you can have your free pongee/porridge(lugaw).... Have a great visit in your Park..."
"Brian Chester L","Davao City, Philippines","April 22, 2016","Busy Yet Relaxing Park","I usually go here either to relax or exercise. The park will usually be bustling with activity in the afternoon until the evening. Lots of weird statues to look at, and also don't for get to go to the center of the park to relax and enjoy the company of trees."
"New York City, New York","New York City, New York","April 21, 2016","relaxing","a relaxing spot in the middle of the urban jungle.takes you away from the hustle and bustle of the daily city grind..."
"Jha Ctrl A"," ","April 15, 2016","Best city in the world","High five guys! All the good vibes are here again & to tell you honestly. This city is close to my heart of how organized, relatively beautiful & amazing it is. From our tough mayor to the warmest smiles of the locals, who would definitely capture your heart and soul in a heartbeat. Seriously, Davao City is top 1, I mean in my heart i know this is far by the best cities I've ever been. This was like my 2nd hometown & all I can say are just purely positive things. I cannot say no more. You have to see to believe.  For smokers & vapers: Davao City is strictly implementeng ""No Smoking Policy in Public"" so please please be aware! Don't be scared by this, I'm just nagging a lil bit like your grandma, your mom, your wife or girlfriend or just a nagging lil concerned friend. ✌️ Peace-out! :))"
"dred69","Davao City, Philippines","April 14, 2016","Awesome","It was created by the City Government of Davao through the initiative of Mayor Duterte for the people of Davao. A place you can relax with family and friends. It was a PTA grounds before but now a beautiful man made forest at the heart of the City. It has no entrance so people come and go. Sculptures was made by Kublai Milan representing 10 tribes of Davao City."
"slazenger552","Davao City, Philippines","April 5, 2016","Good place for family outing","People's Park can be a good place for the family to relax and hang out, especially to kids because they have lots of play areas and kids love to play and run anywhere. It's safe too and very accessible because it is located at the city center."
"AntonetteSato","Davao City, Philippines","April 4, 2016","Green Scenery is Great","Peoples Park is very relaxing especially the green Pine trees and Acacia Trees.The acoustic music playing around the area also contributes to the tranquility of the park."
"ForexTaurus","Phuket, Thailand","April 4, 2016","For kids","Not much of a park but the kids love it. There are some pirate statues to take Selfies with. That's about it"
