"User","Location","Date of Review","Review Title","Review"
"Davao City, Philippines","Davao City, Philippines","August 17, 2017","Our biggest mall so far in Davao City","Conventions are held here. In fact my friend from Manila is having their CREBA conference at the SMX in October! They cancelled their first venue since the SMX is so much more spacious and convenient for parking! Various exhibits are also held in the Atrium. For Kadayawan, it is the Ikebana Exhibit! We just dropped by before going to the airport to pick up a few things not available in other Malls and to window shop. "
"Katrina08_23","Davao City","August 10, 2017","They've got everything you need!","From low budget to extravagant dinning, shopping or just strolling around the mall I believe they got what you need"
"streeteasy55","New York City, New York","August 7, 2017","roof top","nice mall to hang out. they have great fashion brands. nice coffee shops and food stops as well. I like best the roof top food stop especially at night. they have grocery within. Very clean mall. Oh, the starbucks... caffeine anyone? Great mall to chillax....More"
"tessamaete"," ","July 5, 2017","Sm","This sm mall was not that big but it was spacious. It has class and i love it. You can find almost anything in here. The location is also very accessible. I would definitely visit this place again"
"roymksh23","Makati, Philippines","June 6, 2017","Beautiful SM Lanang","Just like any other SM Malls but this is a bit beautiful and so spacious, nice ambiance, its like high end malls in the country. If youre looking for a relaxing mall, you might consider going here. Just take a taxi and say to the...More"
"bhsceo","Davao City, Philippines","May 23, 2017","Highly managed showrooms and entertainment spots plus Lunch & Dining","One could find all that of interest to everyone,Luxury watches ,various computers & accessories,hardwares & Stationary showrooms,Outfits of all range and brands of International fame,Eating spots like Jollibee,Chowking,KFC and more.Hangout places and Entertainment.Find to explore many varieties in Departmental Store,Luxury Cars,Outfits & Clothings showrooms,Games &...More"
"Franklin C","Honolulu, Hawaii","May 12, 2017","Very Modern Mall","If your into Trendy Malls this one will fit the bill. Wide Spacious with a Supermarket to boot. Their food court or where most of the main dining areas are located on the upper floors but the escalators help with the way up. Security is...More"
"falthaher","Cebu City, Philippines","May 8, 2017","Time well spent","SM North Lanang St. is best, largest and the most new shopping Mall. Pretty modern, lots of shopping, food, cafes.....near Davao airport. Behind the mall, Park inn hotel, a perfect location to those who are shopaholic."
"Khaleesi0815","Makati, Philippines","April 10, 2017","Top of the class","I have been hearing that SM Lanang Premier is one of SM's class A malls. I must say this is true. When I visited in March, I was astounded with how well-lighted and clean the mall is. Their shops and restaurants are updated. The last...More"
"Gordonchef","Vancouver, British Columbia, Canada","April 6, 2017","Alot of closed shops","Most shops in this mall dont last 1 yr. The ones that do ate very lucky or backed up with a huge company. Locals have seen alot of store closed down and new ones pop up. It seems like this mall only cares about rent...More"
"Lavert B"," "," "," "," "
"Kent, United Kingdom","Kent, United Kingdom","March 30, 2017","Awesome","Great variety of shops and a world of different cuisines to tempt you, and lots of style too. Very clean and friendly."
"Norm H","Las Vegas, Nevada","March 15, 2017","Four levels of shopping and dining.","Conveniently connected to the Park Inn Radisson Hotel by a covered walkway. Four levels of shopping and dining and cinemas. An open design, very clean, it's great for air conditioned strolling. There is also a beautiful fountain out front that has a dancing light and jet water show every hour after dark."
"Mortanah"," ","March 9, 2017","Decent mall. With IMAX","As far as malls goes this one is quite nice. The thing I like especially about this one is the 3D IMAX theatre. It's not quite as big as the ones back home but I really like watching movies in IMAX. Makes as the difference. And compared to CAnada the prices are much cheaper for tickets. ₽450 for IMAX and only ₽180 for regular film. "
"jaquinne","Davao City","March 1, 2017","Easy to Locate","I always prefer this place because the shops and restaurants are easy to locate. When meeting up a friend it is very easy to give direction."
"MsDumaring"," ","February 11, 2017","Many things in one place","I attended a meeting at the SMX Conference Centre, which really is inside the SM Lanang Premier mall. This mall has many of the high street brands from clothings, book store, restaurants and cafes, a supermarket as well as manicure and pedicure shops. There is also a souvenir shop inside the mall, called ""Kultura"". Items sold vary from t-shirts, hats, bags, pouches, magnets, dried mangoes, chocolates, beauty products, pearls and many more. Prices are affordable although if you go to the markets you can stretch your peso more. "
"Irene F"," ","February 5, 2017","convention center galore","davao has been a must-see city in southern philippines, particularly in the island of mindanao. it boasts of several natural premier spots as well as man-made tourist hubs. sm lanang is one of the latter.  when we held a convention here a year ago, we didn't encounter any problem during the whole duration of the event. with state-of-the-art facility and spacious function halls, SM managed it smoothly and efficiently. and the participants could freely roam around the mall right after the affair.   truly, SM got it all! "
"Kakay O"," ","January 28, 2017","Good central place","It's located well and complete. Nice stop before continuing on a journey. Good choices of shops and restaurants."
"Victorianlad","Melbourne, Australia","January 28, 2017","Quite good mall","This shopping centre has three levels and unlike some others quite a good level of natural light inside as there is a sort of atrium.  The SM Department store is not huge but is on two levels.  The SM supermarket is very big but at 1100 on a Saturday had many cashier booths unstaffed.  Much of the food seemed to be either outside - so that after hours dining was possible - or on the third floor (meaning a lift or escalator trip.)  Aircon worked fairly well.  Taxis and jeepnets were well arranged outside with no waiting."
"Cathy H"," ","January 26, 2017","Classy and big!","Well not really big in size but the interior makes it look like it's really wide and it's refreshing to see and shop by! The place is not too crowded and they have SMX Convention there. It is like the SM Aura in Manila because it is that grand. "
"DonDan16","Hamburg, Germany","January 18, 2017","For me THE mall in Davao","SM Lanang is at least for me the place where I find almost everything. The usual mall things of course like supermarket, department store, small electronics, clothes. Many things to eat inside and outside. My all time favorite is the Hukad restaurant of course.  One nice thing is the water illumination in the evening. Best viewed from second floor.  Of course everything including the Toilets is clean.  Very important also for me is the laundry service, you find it at the floor below the ground floor.  And even more important for me as a man, we love it non complicated. This mall is so easy to understand, no hidden things, great. "
"Ajie A"," ","January 16, 2017","Last stop before leaving davao","This mall is usually our last stop. We shop at their supermarket which is almost complete - from local to imported items. I can find here almost all i need for our coffee shop business. The mall is spacious, with high end shops. But sometimes, if i need to buy clothing and shoes, this is not the place. "
"Leo E","Cagayan de Oro, Cagayan de Oro, Philippines","January 14, 2017","Premiere Convention Center","We attended a church activity at Davao City, Mindanao Regional Conference, all the way from Cagayan de Oro City. It was a 2-day affair held at SMX Convention Center of SM Lanang Premier. I was mesmerized at the vastness of the complex. Imagine the SMX alone contained around 5,000 people more or less, what with the praising and singing worship songs plus the dancing... with the words of God that you received as they were delivered by different speakers/preachers, we sure did had a good time. And no other venue can compliment to the occasion than the huge convention center.  Dining is not a problem as an array of restaurants, fastfoods, delis, food stalls and all that you can imagine are readily there waiting for everyone. Comfort rooms are aplenty, with wider spaces and large cubicles and more in numbers, I've got no problem at all!   Parking area is so large you can get lost if you are not observant enough. They also have a place for souvenir picture taking at the back portion of the ground level.   Roaming around the large edifice makes you feel like a tourist in your own country as the ambiance is special, euphoric and satisfying. Great place, really! Congrats to the Sys!!!"
"backpackingfoodieph","Cainta, Philippines","December 9, 2016","One of the Prime","SM Lanang could be one of the prime malls of SM Supermalls. It has big open ground floor. When we went there in June 2016, there's a Food Fest activity happening. There's a cooking competition, Cake design competition, some food free taste. On the same weekend of the event, there's also Food Expo happening in the Hall at the 2nd flr. We were able to get in but before we do, we have to signup first. The shops available in SM Lanang are from low-end to high-end brands.   Since our flight is in the evening, we were still able find time to watch movie. We watched the Lights Out, people inside are majority of teenagers. The crown are very loud and it made me irritated and frustrated. The people teens inside are very noisy, it seems that they come inside the movie house just to chat with each other and not to watch the movie. I wasn't able to control my temper so I yelled too loud for them to keep quiet. However, they didn't stop and it just made me look stupid.Good thing the lights are off and no one seen me. hahaha!   Overall, my visit in SM Lanang Premier didn't ruin that moment from the cinema. I like the mall's environment, it feels like I'm still in manila inside."
"Dave H"," ","December 5, 2016","Good shopping Mall","A nice big shopping mall, clean and very tidy, with plenty of places to eat, always go shopping here when in Davao"
"Dan Michael F"," ","November 20, 2016","One of best","We came by here before ending our Samal Island trip to shop. The mall is big and beautiful. They have many shops to choose from. As one of highlighted malls in Davao, they also have a convention area where many big events are held. If you have enough money for shopping, you may find the thing you needed. It takes time to round the place but it will be worthed. Accesible because it is situated near the highway."
"MikeInWyoming","General Santos, Philippines","November 11, 2016","One of many, it depends on where in Davao you are at the moment.","Davao is a large city with significant traffic problems. And so where I shop is as much determined by where I am as by anything else. SM Lanang is on the ""outskirts,"" by one measure, but it is on one of the most congested roads in all of Davao by another. If I am going to be visiting the Bureau of Immigration, that's where I will go. Abreeza, (a Robinson's) Mall is not too far away and probably just as good in my opinion.   If I am visiting my daughter, who is at Ateneo de Davao University, her apartment is far closer to SM City Mall in Ecoland.   I find parking is better at SM Lanang. The parking an SM City is just weird. But crossing the traffic to either get to, or leave, SM Lanang, as there is no traffic light is for me beyond frustrating.   All SM Malls I have been in, are well maintained, and nice places. The stores in all of them are targeted to those with larger budgets, in comparison to the Gaisano Malls or the old Victoria Mall in Davao.   Many of the stores I find in one SM Mall, I find in most of the rest. And if I am on the other side of the city, I will go to the NCCC Mall rather than any SM which is next door the S&R, a store over much like Costco in the US and has much I can't get anywhere else. Lanang is far from that.   It can take an hour to get from S&R to SM Lanang. Like I said in the beginning. Choosing a mall is more a matter of where you are when you start."
"edikdak","SJDM City","November 2, 2016","Dumayo ng SM","Upon touchdown of Davao, eat brunch at Man Inasal Courteous Davaenous :D and always smiling, very helpful Since we don't know their dialect, they make you comfortable with their fluent English accent!!!"
"Benedict A"," ","October 27, 2016","Cool and High End","Really cool architecture for the mall. Fresh aura and vibe. Good stalls and shops. The Sky Garden is really cozy and classy. Wish there more food options and hang out spots."
"PeachyWanderer","Naga City, Philippines","October 9, 2016","My SM in Davao","In every place I travel, I always look for the nearest SM mall. This is because SM still is the most customer friendly mall for me.anywhere I go (except for SM MOA).  Davao has two SM Malls. I choose Lanang. It is not crowded and has all the stores that I need. For a frequent traveller, it is the most convenient and the lay-out is easy to understand. It is hard to get lost in an SM Mall. You can always find your way without asking anyone. And SM Lanang is no different.  I would always get lost in other malls. But Lanang is convenient and it is easy to get a taxi. "
"C W","Melbourne, Australia","September 19, 2016","Good local shopping centre","This mall has all of the basic shops and food outlets that you need. Not as big or luxurious as some of the other malls in the city but not far behind :)"
"Jeremy N"," "," "," "," "
"Dover, Delaware","Dover, Delaware","August 28, 2016","Better malls in Davao","Have been to this mall several times and while its a really nice new modern mall it lacks alot of things other malls have especially in food choices..i prefer Abreeza or SM City Ecoland over SM Lanang"
"Vanessa M"," ","August 20, 2016","Best Starbucks Experience!","When i went to Starbucks there, the barista / cashier is very friendly and warm. I purchased a Davao Tumbler. She asked me if I'm a turista and I said yes. The she started asking me how my experience in Davao was.. Rarely can you find a barista like her. I forgot to get her name, though. the date of visit is Aug 18 around 2-3pm."
"Paulo D"," ","July 30, 2016","Good mall right in an area where there's space to breathe ","If I were staying at this city, this would be my preferred mall. It's a more suburban part, Lanang, and the place is such a charm.   This SM mall boasts of space and the design is non obtrusive even if you have kiosks at the ground floor.   Don't come here looking for a food court serving local food. You have the usual local chains at the top floor or step out at the garden dining area and explore the casual dining offerings of Davao City.   Less crowded, too, if you frequent Metro Manila SM malls. I love it. "
"michael l"," ","July 26, 2016","Just your average mall","I'm not sure of the criteria for reviewing a mall, but by any standard this is an anodyne, clean, fairly sterile shopping plaza. It's architecturally undistinguished, and the store offerings are largely middle of the road; no high end designers, no fancy boutiques, and nothing to attract the eye or wallet of the rabid recreational shopper. Succinctly, it's big, it's bland, and it's entirely average in all respects. "
"Miler15","Davao City, Philippines","July 13, 2016","A bit far from me","This place is great when it comes to foodies and shopping. Its just that am so far away from this mall. The Imax is one of my favorite. Also love the sky garden and its very accesable to the nearest hotel."
"Andy H","London, United Kingdom","June 24, 2016","Best Mall in Davao","Friendly staff, plenty of dining options inside and outside (Fountain courts), there is a cinema, travel agent and if you are staying in Park Inn hotel, this is connected via a bridge to the mall"
"Nikolai S","Oslo, Norway","June 18, 2016","Perfect shopping mall","Perfect place to do all kind of shopping. It has a Starbucks Cafe and many hundreds of other stores. It has a upper end setting"
"AGMMAC","Pasig, Philippines","June 6, 2016","Nice mall with so many choices for dining","This is the closest mall to Hotel Tropika. They have Marina Tuna (for really good seafood), Foping's (for halo-halo), coffee shops and many well-known brands. You can also do your groceries there. The layout is pretty nice, not cramped."
"Lanylynne May A... R","Taytay, Philippines","June 6, 2016","Stayed at SM Prestige lounge","Not a usual SM interior design here at SM Lanang Davao. Friendly staff and spacious. Not crowded prestige lounge. We will be back here soon.. Thank you SM Prestige lounge.."
"CaliTo69","Philippines","June 5, 2016","a different SM","i was amazed by the design, as if it's not the common SM's you see. There is a big open space inside the mall and there are numerous seats for people to seat and relax. One thing struck me is when you ride on a taxi, there is a watcher who issues you a ticket indicating the date you rode & plate # & company name of the taxi. This is to enable you to call them in case you left something or for you to complain or complement about the taxi driver."
"flxmanuel"," "," "," "," "
"New York City, New York","New York City, New York","April 28, 2016","the best in davao","feels like you are in another country!spacious and very ideal for shopping.not very crowded with a lot of shops and restaurants.definitely the best in davao city!"
"Abi_girl07"," ","April 26, 2016","Went there for dinner and it was good.","My kids and I went to the mall for dinner and there's a fountain show and is live band playing. It was pretty nice. There's a hotel near it, radisson inn and probably will stay there next time we are in Davao."
"SherwinJoseph","Luzon, Philippines","April 16, 2016","Spacious, just like other SM Premier Malls","This is pretty much like other SM Premier Malls. Just had a different color in the interior. SM Premier Lanang provides more space and relatively larger stalls. You'll find signature brands here -- high end and classy. Restaurants are also available in the area. SM...More"
"Emil H","New York City, New York","April 15, 2016","Wow, super mall","I'm staying at the Park Inn, in a suite. The hotel is connected to the mall via a second-story ski way. this mall has everything it's clean it's comfortable and the price is right"
"jaycode23","Metro Manila, Philippines","March 26, 2016","Very Good Mall in Davao Ciry","If you don't know where to go and eat in Davao City, you might want to visit SM Lanang Premiere. Visit their Starbucks Coffee at the second floor if you have some time to spare."
"GraceJ1"," ","March 24, 2016","Holidays","It's was a gourgeous place very convenient, big space love the shop most of the things you need is already in this shopping mall easy access to all transport very clean and yoy can say it's a safe place to meet up some friends ...."
"Jemir T"," ","February 29, 2016","FANCY SHOPS AND RESTAURANTS","I already visited this mall for a couple of times already and tried some restaurants and some food stalls. Like in Mushi Manju their korean style waffle you gotta try this it's delicious when it is served hot. Bhajia Pizza place was also outstanding they...More"
"ArcticStorm","Edmonton, Canada","February 16, 2016","Nice mall","This is a rather nice mall. It's pretty spacious. All the shops are on the perimeter of the mall, while the middle is spacious. You can stand in the middle and look around for the shop that you are looking for."
"Angela M","Pasig, Philippines","February 12, 2016","Not your typical SM","as the name suggests, its a premier (SM) mall so expect it to be less crowded compared to the usual SM malls. Stalls are branded and the center area is quite spacious."
"Ed K"," ","February 8, 2016","Clean and new mall","Wide selection of shops. Big supermarket to stock up daily necessities. Clean toilets. It also has a wide selection of food choices, from fast food to local crusine restaurants."
"Maria Teresita E"," "," "," "," "
"San Francisco, Philippines","San Francisco, Philippines","January 26, 2016","Great Place to Shop","SM Lanang Premier is the best place to shop if you speak about International Stores, the mall is clean."
"Myrhael A"," ","January 21, 2016","Good place","Nice place, with lot of stuff and really too much people. Much restorans, shops etc. There is good coffee bar on second floor i think ."
"Mortanah"," ","January 17, 2016","Nicest theatre in Davao","If you are looking for the nicest theatre in the area, this is it. They have a huge IMAX 3D screen that is fantastic. It's also not very busy so you can get the great seats that you want. Defiantly the place to watch the...More"
"Ralph S","San Antonio, Texas","January 14, 2016","Another nice mall in Davao.","This has many nice upscale shops and good dining is also available. Very good Cyber Mall here for all your needs."
"J_Mon0","Manila, Philippines","November 26, 2015","Nice, relaxing, not crowded.","Nice for strolling, window-shopping, and exploring what's available this side of town. SM is SM, but this in particular was quite refreshing because of the absence of crowds. Some of the stores and boutiques sold their items cheaper compared to their Manila counterparts. Liked the...More"
"Elmo B","Manila, Philippines","November 19, 2015","SM City Lanang in Davao","Arrival and Pre-departure place in Davao SM City Davao in Lanang, gives you the same SM experience. At the basement services from laundry, haircut, and other body-prepping, traveling and ticketing, pet grooming are provided. A wide SM supermarket also servers you. SM City Lanang also...More"
"agar_floro","Quezon City, Philippines","October 25, 2015","Big Spacious SM Mall","This is SM Mall is quite different from the usual SM Malls I have ever been to. It is spacious, clean and better planned. It is a nice change from the usual crowded SM malls. Even the restrooms are far better maintained."
"jake162015","Metro Manila, Philippines","October 22, 2015","great atmosphere and ambiance","We went here because of a business convention and I am amazed that this SM Mall is so huge and spacious, you wont feel tired strolling around. Lots of stores you won't find in Manila. Outside, it is very accessible, jeepneys are well organized so...More"
"Loislim","Davao City, Philippines","September 24, 2015","Paying bills is a cinch!","Aside from being a premier mall, SM Lanang has an efficient Business center downstairs (where the underground parking is located). Since the Davao Light office has opened their customer services and payment centers at the SM Malls, paying our bills has become faster and easy....More"
"Anthony M","Alameda, California","September 23, 2015","SM Lanang","A mall is mall is a mall just an average mall same shops as another one good place to stroll and get out of the sun. Don't have very many stores to interest me. Clean, safe, tried some good food in the court."
"Arvin Jay L"," "," "," "," "
"Digos City, Philippines","Digos City, Philippines","September 10, 2015","Superb Dining at Vikings","Went to the place to eat at vikings. A Perfect place to celebrate your most memorable occasion in your life. Eat well and good."
"Jembalaya"," ","September 10, 2015","Great Variety of Shops","I liked the variety of shops in SM Lanang Premier. It is comparable to SM Aura in BGC here in Manila. Given the chance, I would drop by this mall again in my future trips to Davao City."
"charytraveller","Abu Dhabi, United Arab Emirates","September 3, 2015","A place for time pass","Nothing much to see, it is just for strolling, meet ups, and to waste time. Shops are limited. The main attractions would be the restaurants like Vikings (yes! they have a branch there) and the Marina Tuna. The rest are just ordinary Filipino (grill, kare-kare...More"
"Kring1947"," ","August 23, 2015","Long Weekend","Excellent location as it is just across the hotel where we were staying. Good mix of stores and restaurants. Very clean and spacious."
"Lita H","Manchester, United Kingdom","August 22, 2015","The fountain show is just a come-on...it's the shopping experience that is the real crowd-pleaser!","A very good shopping experience...The outlets offer good value for money. And if you're looking for souvenirs, go to KULTURA for the ultimate shopping experience where the staff are attentive and very friendly and helpful.."
"JOMARE O"," ","August 20, 2015","Excellent for families! ","SM Lanang Premier is a nice shopping mall with lots of entertainment for the whole family. The Bowling Alley is one of the best in the city. We sat at the balcony and watched the fountain dance and listened to a string quartet playing classical...More"
"Mits A","Taguig City, Philippines","August 10, 2015","A classy place in davao","It felt like I was back in Manila, most of may fave stores were present there. We didn't have much time to go around the mall much but I liked the fountain show."
"Barnes C"," ","August 6, 2015","Prestige Lounge and Cinema needs to be checked","nice little mall. we visit this mall 2-3x a week as it is near our house. Parking is easy, Grocery is stacked with lots of imported products. I thought the attendants in the Prestige Lounge need a bit more training in customer service, sometimes you...More"
"Fritzie P"," ","July 1, 2015","One of the 1st class malls","It was such a great experience to came here and witnessed their dancing fountain. And take note it was my first time here and looking forward for my second."
"saf7670","Peterborough, United Kingdom","June 20, 2015","Shopping great, cinema great discovery centre appalling!","Sm is great for shopping, restaurants and cinema when in davao. Do not waste yourtime, effortor money visiting the Discovery science centre on the 2nd floor it is a total waste of time and money. Paid 250php for all day entry, and entered,the firstthing that...More"
"WanderLustDavao"," "," "," "," "
"Davao City","Davao City","June 7, 2015","High end mall for everyone","SM Lanang Premier is obviously marketed to become a high end retail establishment yet its stores still cater for shoppers with varying budget and needs. Love the space that makes shopping more relaxed and fun, and the array of restaurants fronting the country's largest dancing...More"
"bunko007","Quezon City","May 30, 2015","Nice complement to the adjacent Park Inn by Radisson Davao","Stayed for two nights at Park Inn by Radisson Davao and welcomed with open arms the presence of SM Lanang. During my two days of work, SM Lanang was my place for unwinding - for dinner, drinks with companions, and a bit of shopping for some stuff.   The mall has tight security, clean, and has good selection of restaurants, food stalls and kiosks, drug store, banks, moviehouses and an IMAX theater.   It's not as huge as those malls in Manila but good enough for the less crowded J.P. Laurel Ave area."
"MejoBadBoy","Las Pinas, Philippines","May 14, 2015","Not your typical mall..","Since I live in Manila, I am used with the other SM malls in Metro Manila area. This is a huge mall with IMAX theater and SMX Convention Center as well which is all located inside the mall. No self-served touch screen map to help you look for the store or restaurant you are looking for and you have to run after the guards just to ask where is where. The sad part about it is that the guards only speak ""Bisaya"" only. I tried asking them in tagalog but they responded back in ""Bisaya"" making me feel like an idiot figuring out what they are saying and just rely on their gestures where's the store I was looking for in the Mall. Piece of advice, BRING A MAP of this MALL or better yet a GPS to help you navigate inside the mall. "
"kalboHastings","Hastings","May 4, 2015","Classy Midsized Mall","Relatively new Mall in Lanang, close to the Airport, hotels etc. This place has most of the type of shopping & food outlets you need. The water display in the evenings is a wonderful watch. A nice combo of indoor & outdoor shopping/eating. Recommended."
"Peter S","Tasmania, Australia","May 3, 2015","WOW","One of the newer malls in Davao it truly has the WOW factor. ^ floors lots of space and selling to a wider customer range. This ,mall is very popular and is close to most hotels and the airport. Staff are friendly and take pride in their what they do. and like most in this region is immaculately kept. a real pleasure to visit."
"Jeff Y","Makati, Philippines","April 22, 2015","SM Lanang is worth visiting","This modern and big (by provincial standards) mall of SM in Lanang, Davao City is like any typical SM mall- lots of stores and restaurants. But unlike other SM malls, it seems more spacious and not as crammed as their other SM malls. There is a nice Starbucks outlet which seems suspended in between 2 floors. A restaurant row facing the nearby Radisson Hotel (complete with a connecting walk-way) makes for good eating. Lots of parking and along the main road. Quite nice and a good way to spend a lazy afternoon."
"slazenger552","Davao City, Philippines","April 14, 2015","Nice place to stroll with friends and family","This mall is so big and it has good amenities. It's also good for friends and family to come and shop. The SMX convention center is also good for conventions, concerts and other big events. The place is refreshing and relaxing, especially at the garden with fountain at the back side, during night time."
"fcl2929","Kuala Lumpur, Malaysia","March 8, 2015","Huge Complex, Newly Open, Interesting, WiFi","I stay at Crown Regency Hotel which is about 10 mins taxi ride away from SM Lanang Shopping Mall, that cost me Php 70 per way.  Taxi driver recommended to me this is better, usually I always trust the local taxi. Once arrived at lobby, body search by guard as usual in Philippines, walk inside, one is greeted by the huge expansive and can see 4 to 5 floors link by escalator.   Varieties of outlet selling clothes, electronic, food and many more. There wasn't really crowd probably it is due to it is still new and many shop under renovation.   There are plenty of food outlet on the 3rd Floor, western, locals. There is SMX Exhibition Hall also.  The surprise is that, the WiFi is working and quite effective probably due to lesser crowd, hope this is not the case.  I surely will cone back to SM Lanang whenever I travel to Davao Phillipines."
"leftovertoo","Oslo, Norway","February 10, 2015","SM Bakery at SM Hypermarket Lacks HYGIENE, A MESS.","SM Bakery at SM grocery store is a disaster. They use nice baskets with disposable paper liners. The only thing they dont dispose of the liners. The whole day each and every customer shares the same basket liner that becomes rather disgusting as the day proceeds. People are eating their cakes as they wait in line to pay Kids dirty hands are on the pastries, etc. etc, and the droppings are not removed and are there for you when you put your cakes etc. on the same liner. HELLO, they are disposable cheap paper, throw them out after each use. Stop trying to save money over hygiene."
"saf7670","Peterborough, United Kingdom","February 6, 2015","Standard SM Mall in Davao","3 levels of shops restaurants including cinema and bowing in Lanang, Davao. The shops are generally the same as found in SM stores throughout the Philippines. SM Lanang has however an outdoor range of upmarket restaurants which provide excellent western style meals. The mall also has a musical light/ water fountain show in the evenings. If you are passing through Davao SM is a great place to spend a few hours."
"Samy N"," ","November 20, 2014","Huge Mall to spend full day.","all excellent brands many restaurants and adult entertainments and kiddie entertainment, huge mall, so when you visit Samal island resorts you must go for a refreshment visit to SM Lanang, will take you back to Urban life again."
"Xanerin","Alice Springs, Australia","November 7, 2014","Big lot of nothing","This mall is huge and reminds me of many malls in Australia. No character - shops around the outside with the open space in the middle with nothing. So much could be done to improve this space - suggest a huge carousel for the patrons and this would certainly add more appeal. There was a jumping castle on the lower ground floor which was squeezed in - not tied down - poor effort. The only thing this mall has going for it is the restaurants - Vikings, Hogs Breath, and the usual. Feel I had visited a hospital rather than a mall, however excellent toilets!"
"marie032013","West Kirby, United Kingdom","October 21, 2014","not worth the money","I have been in Bench Fix Salon in Sm Lanang during my holiday. I requested for hot oil treatment. The staff gave me a ""power dose"" which consisted of cream applied on my hair and covered it with a cellophane. I asked why they did not do the usual hair steaming and the staff replied that it is only available for hair spa. It was the first time that I had a hot oil treatment without the ""hair steam"". I would not recommend it and its not worth paying 850 pesos."
"MarJho16","General Santos City, General Santos, Philippines","October 6, 2014","Enough space","The place is quite ordinary, we just come here to stroll and buy goods. I liked the view the saleslady is accommodating."
"raymmiconmapper","Bacolod, Philippines","September 20, 2014","Trendy mall","large SM mall just like its cousins in NCR, Luzon & the Visayas..they access bridge to Park Inn Radisson Davao hotel,the SMX convention center favorite venue for exhibits & fairs..security guards are courteous & I saw one of the guards riding on a segway checking the vicinity! wow! hope to visit SM Lanang the next time."
"blessie","New Zealand","August 29, 2014","Love the fountain court","Another SM mall that cannot be missed. The attraction here is quite different from SM City in that this mall has a fountain reputed to be the largest in the Philippines. The water fountain puts on a great light show every night, every hour starting from 4 p.m. As for the mall, the shops are mostly the ""branded"" varieties, so prices can be a bit steep if you are paying in Philippine pesos. If you convert it to dollars, then it's still cheap. The mall does not have the same foot traffic as SM City so it doesn't really get that crowded. There is also always something going on in the Atrium - could be an exhibit or a nightly show. The basement houses hair salons and other places where you can have your nails or eyebrows done. It also has service centers where you can pay your utility bills. As for eating places, go to the top floor, and the choices are quite a few - all reasonable priced. For the record - cafes and restaurant inside the mall are cheaper than those outside the mall or those facing the Fountain Court."
"Liezel G","Davao del Sur Province, Philippines","August 8, 2014","Biggest mall in Davao","This is the biggest mall in the City! They have the first Vikings Restaurant in Davao. The place is huge, I love the idea that I can still get sunlight from the inside specially at the atrium. The have a fountain court that is very nice during the night!"
