"User","Location","Date of Review","Review Title","Review"
"musickaren","Mandaluyong, Philippines","August 25, 2016","great beach.","can be seen from isla reta beach. white sand and calm waters and long shoreline. there's no boat though from isla reta to kaputian beach(or maybe you have to rent a whole boat) affordable entrance fees."
"Munky08","Pasig, Philippines","June 1, 2016","Nice sand but too crowded","The sand is indeed nice but since this beach is open to the public, it gets a bit crowded during summer."
"Angela M","Pasig, Philippines","February 12, 2016","Well maintained","Clean. well-maintained. Cheap entrance fee. Very nice shore line. Its fine, powdery sand really represents its name ""Kaputian"" which means ""whiteness"" or ""white""."
"Alex39662","Davao City, Philippines","February 4, 2016","Beach better have my money.","The Kaputian shoreline has a great view of nature with white sand beaches and is home for several marine creatures such as the dugong (sea cow). This beach better have my money. The fine white sand beach will surely make you stay longer (or live there forever). Its a place you must not (ever) miss."
"Kates A","Cavite City, Philippines","February 1, 2016","Will come back","During low tide, it reveals a good stretch of powdery sand. I like it here. It can be dirty though after a storm."
"Angel B"," ","November 28, 2015","Great coastline.","This place is not too crowded and this place is good for relaxation. This also fits for people on a budget, it is budget friendly but the place is really great..."
"Vince M"," ","September 24, 2015","Cheapest White Sand Beach Experience","It may take an hour to get there from mainland Davao City but it's really worth it. Enjoy a beach side camp out and the fresh catch early in the morning."
"Jigz N"," ","September 1, 2015","Just a good beach","Not a spectacular anymore due to over crowding and people not being discipline plus poor governance. Known to be great before. I hope they restore the beauty of samal coastal are"
"Richthof R","Davao City, Philippines","August 8, 2015","kaputian waters","It a great pleasure for Skin Diving, Snorkeling and Scuba diving. where the crystal glass waters gave out its amazing underwater view from shore and vast oceans wonders underneath it, Very accessible to commuters and travelers by car, Bike or Boat. It's a nice gateaway"
"markbenjamin","Baguio, Philippines","July 23, 2015","Semi White Sand Beach","The beach has ""semi white sand"". Nothing really special aside from that. It has a lot of dead corals and trash. If the government and community will help hand in hand to make this place better it can really compete to the other beaches in...More"
"KingRegis","Marikina, Philippines","June 20, 2015","Cheap Entrance, Clear Waters","The Kaputian Beach is a government run beach. Entrance is just P10 a person. Huts can be rented for P100. Do not expect for a Super Clean beach. The water here is clear and clean even though it is beside a ferry terminal. The beach...More"
"JustJyv","Makati, Philippines","May 20, 2015","Affordable White Beach Destination","Samal Island is just an hour away from downtown Davao City and you have 2 options to go there. One is by boat which is via Sta. Ana Port (takes 50 mins) which will take you directly to Kaputian port. 2nd is via Sasa Wharf...More"
"ingmar b","Davao City, Philippines","April 27, 2015","its ok","the beach is pretty clean. the enterance fee is low. there is very little coral to see. a lot of sea urgins. it is better to rent a banka and go to talicud"
"islandtravelph","Taguig City, Philippines","April 9, 2015","relaxing, peaceful white beach in samal island","relaxing view, nice white beach but other parts are deep so you have to be very careful while swimming. nipa huts are for rent but this is part of our tour with the hotel so could not say how much. great stay in samal but...More"
"AsanSiDiwaAtShiela"," ","January 13, 2015","Favorite Hang-out Place","I just recently moved from Manila to Davao and so far, among the places that I've been to... This is my favorite hang-out place... Why? It's just 1 hour away from the city and you will be relaxed with the ambience and strong wind in...More"
"SimonDabbs","Melksham, United Kingdom","October 5, 2014","Beautiful white beach but be careful","Kaputian beach, Samal Island is accessed from the road running parallel to it via a turnstile where a small admission fee is payable. It is possible to rent beach huts, which are in fairly good condition, not far from the water's edge. The beach is...More"
