"User","Location","Date of Review","Review Title","Review"
"geekpacker ","Pasig, Philippines","May 11, 2017","A good learning experience","The place was simple, looks like am old house from the 60's. Entrance is free and very informative. Our guide was well knowleadgeable about the history of Davao. The place was clean and the items are well preserved.  I recommend everyone to visit this museum when you come to Davao."
"UsapangGala ","London","May 11, 2017","Showcases the story and beginnings of Davao","Picture taking is not allowed inside but generally, it highlights the ethnic groups present in the city, there are dioramas to illustrate the lifestyle of these ethnic groups.  As the tour guide said pictures were allowed before but because of one incident where an arrogant tourist posted a picture with a wrong caption (or maybe because of the comments too) that disrespected some indigenous group."
"travelbug47london ","Quezon City, Philippines","May 10, 2017","A modest attempt to explain the history of Davao","The free entrance comes at the price of having to be escorted by a work experience kid and not being able to go at your own pace. Moreover the only place to take a photo is in front of a vivid mural on the stair case. Left on my own or with a guide who could answer the most basic of questions, this little museum could have been interesting. They have a programme of temporary exhibitions in one room which gave a more interesting insight, in my case into the guerrilla campaign in 1945 in Mindanao. On a hot day it is a cool refuge but the museo is not well sign posted."
"MBDAce ","Pangasinan, Philippines","May 4, 2017","NO ENTRANCE YET EXTREME KNOWLEDGE","It is our last day in Davao City after the intensity 7 earthquake last Saturday morning. We are still going around to look for a few more travel agencies and we chance upon this place. It says NO ENTRANCE FEE, OPEN TO PUBLIC! It's almost lunch time so we tried it. Another best thing it came with a tour guide, we are thankful of Ebony. She not only features the beauty of Davao but also knows the culture. Salute to President Duterte and his mom for initiating that this museum to be free to the public and yet keeping it orderly."
"HanaCarrera ","Munich, Germany","April 17, 2017","A little warm, but very informative and well-kept!","I went here with my sister on March 2017. There is no entrance fee, and they even have guided tours in English for free! Our guide was an informative young woman wearing a hijab (this is the best way I could describe her since we did not catch her name). She covered everything there is to learn about Davao from pre-colonial times up to present. Picture-taking and camcording are restricted inside the exhibition rooms, but are allowed in the art gallery and with the big mosaic in the middle of the stairway. It was a nice way to spend a rainy afternoon, but it's not for little kids or those who have difficulty with using stairs."
"IchbinStego ","Manila, Philippines","February 28, 2017","a very interesting little Museum","I found the museum pretty interesting last year but the only problem I saw in the kind of rush that friendly lady wanted to push us through the rooms with its exhibits. Questions were not welcome at all. Also, the ""briefing"" and kind of menace, if I would take a photo inside, made me feel not really welcome. The guided tour was so fast that I had no time to look around. So I did ask for another round, but alone. I was allowed. Indeed a group that just started after us did overtake us with an even faster guide."
"bofordborres ","San Jose del Monte, Philippines","February 22, 2017","Good place for educational trip","It was a standard local museum. Educational. We would have appreciated it more if they broke the tour to two batch since we were a group of 50."
"Jennelyn T "," ","February 20, 2017"," "," "
" "," "," ","A glimpse of Davao's history","If you're on the city center, you can drop by at this museum, it's well-maintained, and that you would be able to know the summary of Davao's history, including its leaders. There's plenty of relics and artifacts from ancient Davao."
"Stuart K ","Kent, United Kingdom","February 15, 2017","day out","it was average but it was worth going there ,cost was good ,4 of us went ,it was raining that day so we went in"
"Mercy888 ","Manila, Philippines","February 3, 2017","One of the best I've seen!","We truly appreciated the guided tour of the museum. Our guide talks fast but we understand everything and she's open to answer all my silly questions. You need to visit this ""no-picture"" allowed museum to know everything about Davao's culture and history. Best of all:...More"
"Victorianlad ","Melbourne, Australia","January 28, 2017","Free guided tour with great exhibits","This free museum is open daily except Sundays. It is opposite Osmena Park. The male guide, 'Boboy', was excellent and explained the history of the five Davao tribes along with how today Davao is 85 per cent Christian (mostly catholic.) Displays were well curated and...More"
"evol68 ","Las Pinas, Philippines","January 20, 2017","No entrance fee; no picture taking inside","Staff or volunteers here are helpful! Nica was our guide. Small museum but entrance is free so I didn't mind even if they did not allow picture taking inside the museum. Only picture we have is the same as everybody's, the one by the stairs."
"NinoLeeZhongPing ","Makati, Philippines","December 31, 2016","Quick education on the region and the city of Davao","This place shows hoe the region was established, its people, ethnicity, its evolution, and what it accomplished today. This museum also show, to certain extent, the heritage of the present president. Located at the back of goverment hall and within the vicinity of San Pedro...More"
"DonDan16 ","Hamburg, Germany","December 21, 2016","Very intersting","This gives lots of information about the City of Davao and the surroundings. It is indeed much history and lots of the tribal people. I will go there next time again, no question. I hope that the city of Davao will still have the good...More"
"piteraq1 ","Melbourne, Australia","December 11, 2016","Great little Museum","A fantastic Museum with some well presented information. Not Huge Not extensive but just enough to give you an insight into Davao and its History."
"dred69 ","Davao City, Philippines","December 9, 2016","Davao's History","The Mother of President Rodrigo Duterte Nanay Soledad Roa Duterte is behind the creation of Museo Dabawenyo. She wants to preserved the history of Davao City and there you will see the photos of old davao del sur and how it transformed to be a...More"
"jblaza ","Marikina, Philippines","December 7, 2016","Learn about the history of Davao City and its people","The Museo Dabawenyo is located in the city center, very near the Davao Cathedral and Sangguniang Panlungsod ng Davao. Entrance to the two-storey museum is free. Despite being free, it is air-conditioned and there are guides who tour the guests along the displays and highlight...More"
"STCast25 ","Kawit, Philippines","December 2, 2016"," "," "
" "," "," ","A Glimpse of Davao Culture and History","The museum is housed in a converted old house. The collections were not that extensive. I appreciate, however, the attempt of the local government to present Davao's culture and history to its visitors. Best of all, entrance is free and there are guides per each...More"
"Maia_0515 ","Davao City","November 3, 2016","Educational Destination","I have been in this place twice but I do value the history of a Mindanaoan identity that this place has preserve for so many years..."
"Marie C ","Philippines","October 27, 2016","Love Philippine Arts","We visited here last month for school requirement. our visit was not just for a required trip but also for us to be more inspired. Yes, we did got many inspiring arts that will help us to work on our projects. More Philippine arts are...More"
"Jessica A ","Philippines","October 22, 2016","Art Lovers","If you love arts, you must visit here too. You can learn many things here and most of the time you can see the uniqueness of the arts."
"Chonna L ","Philippines","October 22, 2016","Excellent Place","This is one of the best museum I have visited and guess what, it's for free. You don't need to buy tickets or something just to see the Art gallery or the beauty of a museum in Davao. Thanks to the staffs who guided us."
"Kristela B ","Manila, Philippines","October 21, 2016","Applause for this museum","Thanks to the friendly and polite staffs here because they made our visit too good. They bring up the good vibes we needed because we were so tired from visiting different landmarks here at Davao. Thanks so much. Keep up the great work! :)"
"MediciBoy ","Cavite Province, Philippines","October 4, 2016","Friendly Staff","First of all, this museum is for FREE. They will also provide you with a tour guide on your visit and they wouldn't take a tip even if you voluntarily offer it. It is also amazing the way they will help you on your way...More"
"77Raine27 "," ","September 9, 2016","Interesting Museum","Upon entering the place, you would see 2 life size standees of President Duterte. Posed with the 2. Mimicked the one with a clenched fist. Before you go up to the 2nd floor, there was huge colorful painting. This museum showed rich and diverse heritage...More"
"Ellen Laspobres F "," ","September 5, 2016","getting to know the history of davao city","the museum is quit small, only few artifacts. because most of them are donation of different datu or maharlika ( king and queen of the tribe) but when u heared the cultured history of davao, its very interesting and will captured your mind to hear...More"
"Jaycee I ","Tagbilaran City, Philippines","August 27, 2016","Get To Know Davao In Less Than An Hour","Basic history of Davao from the days local tribes thrives up to the current admin. Visit is for free so only a lazy traveler would not care to drop by. Plus, it is just right at the city center. Tip: it is always good to...More"
"Iyes M "," ","August 25, 2016"," "," "
" "," "," ","Free Mini History Class","You get to get in for free and somebody could even tour you around the place if you're not from Davao. The last part of the tour is a gallery that they change everytime. After the tour, you'll even be given a map around of...More"
"musickaren ","Mandaluyong, Philippines","August 25, 2016","great location and free entrance","open from Mondays to Saturdays, 9am-6pm went there after watching kadayawan streetdance competition. photos are only allowed at the lobby. lots of artifacts and records about davao. security guard ans staff are friendly. Life-size Duterte boards are placed at the lobby."
"Lauro B ","Manila, Philippines","August 25, 2016","Davao Secret","Visitors must ensure to drop by the Museo Dabawenyo to have a glimpse of the culture and history of the City. We were amazed by the rich culture of the city and the number of tribes in the city which seemed to have been assimilated...More"
"Momof7darlings ","Paranaque, Philippines","August 23, 2016","They could do better","Davao city being a premier city could do more to improve in showcasing its history. I had expected a better curated museum, or at the very least a clean one. But what I saw were dusty and faded artifacts. there was a section devoted to...More"
"Eloiski S ","Baguio, Philippines","August 21, 2016","great location, very accommodating personnel, fully air-conditioned , must-visit in Davao","The place is a must- visit to understand Davao's humble beginnings ..very colorful rich history ..I envy the people of Davao for taking care of their past for the future generations. I do not mind coming back..."
"Alunsina L ","Quezon City, Philippines","August 15, 2016","Davao history and Duterte","The free museum tour is quite brisk - takes one from a room devoted to the peoples of Davao from various ethnolinguistic groups, to the foundation of Davao and Davao through colonial times, and through rooms dedicated to the modern Davao City. Particularly interesting are...More"
"Lawrence A ","Quezon City, Philippines","July 24, 2016","So-so","There are better museums in the country. Not much to see. Although I learned a lot about how Davao came about."
"virstud ","Caloocan","July 13, 2016","Davao history","This place is run by the local government so the tour is free. You get around 15 to 30 minutes quick tour about Davao City. The city and the people."
"rickyrose ","pasay, philippines","July 4, 2016","Must visit","Learn more about Davao City in this place. Admission is free and they have tour guides to assist all guests."
"Siobhan M ","Luzon, Philippines","June 9, 2016","You must visit this place","Free entrance! The staff here are super kind and well-educated on the history of Davao, and even Mindanao. The museum itself is small but filled with lots of great treasures that'll help you get to know the city better. Highlight is definitely the art exhibit...More"
"BES711 "," ","April 29, 2016"," "," "
" "," "," ","Great way to know Davao history","Entrance is free of charge and they even give you a receipt should you decide to donate to them. Guided tours are given when you arrive and again, they do not accept tips after the tour. Great way to know where Davao City was formed...More"
"slazenger552 ","Davao City, Philippines","April 5, 2016","Interesting place of city history","This museum is surprisingly interesting to visit. You will learn a lot of things about the city and its early inhabitants. There's a tour guide that would explain things inside. Only, picture-taking inside is not allowed."
"Christine M ","Cagayan de Oro","March 25, 2016","Museo Dabawenyo: A must see tourist attraction --- not your typical ""boring"" museum","My officemates and I had a great time exploring the museum and listening to the upbeat museum guide as she unravels the rich history and current events happening in Davao City. The guide was very accomodating, passionate and was very proud in sharing about Davao...More"
"Mariel G ","Baliuag, Philippines","March 15, 2016","Worth visiting","We can't take any pictures in this museum. But still we grabbed the chance to take a visit since we wanted to know more about Davao. The guide is very warm and explained very well the history of Davao City."
"larry0123 ","Overland Park, Kansas","February 19, 2016","can not take pictures","have to go and take tour. not worth it without tour. a plus for information about Davao and its mayor and the people of the whole island and there culture"
"Veness Ehrn G ","Davao City, Philippines","February 18, 2016","Peek to Davao's Oldest Culture andTribes","Entering this place is like being brought back to an aged Davao. Museo Dabawenyo is very educational. Everyone could learn something more than what schools we attend to teaches."
"Angela M ","Pasig, Philippines","February 12, 2016","Davao history told.","accessibility - very good entrance fee - zero. just go there and register a good place to visit if you want to know the history of Davao. Open to all. Note that taking of pictures inside the museum is not allowed."
"Jake2014jake ","Pasig, Philippines","February 2, 2016","A well maintained museum run by the local government.","The museum is located in the city center and not difficult to find. Do not mistake this attraction for the Davao Museum, which is a different place. The museum is air-conditioned, and is very well maintained making visiting the place a pleasant experience. Entrance is...More"
"LanzSister ","Ormoc","January 28, 2016","Davao Memoirs","Entering this place is like reading the whole book with 1000 pages but compressed into 10. People who entertained visitors were very eloquent on the history of Davao. I love the ambiance also for it reflects how people of Davao made a history with a...More"
"Ralph S ","San Antonio, Texas","January 14, 2016","Very interesting place!","Great place to learn about the history of Davao. Also the best place I've found to buy souvenirs at a reasonable price. We are planning a trip back there very soon. Free admission."
"Zen A "," ","January 6, 2016"," "," "
" "," "," ","Taking Pictures Are Not Allowed Inside The Museum!","Since we are new here in Davao, hubby and I decided to tour ourselves around the city. Friends recommended this place for us to know more about Davao's humble beginnings, pride and culture. Indeed, we learned a lot about Davao after the visit. If you...More"
"Cherie L ","Shanghai, China","December 28, 2015","A great synopsis of Davao history and people","A must and a good start of your visit and tour of Davao if you are interested the history and essence of Davao . It is free and comes with a guide."
"yolyg2015 ","Marikina, Philippines","December 25, 2015","Museum in downtown Davao City","Located right in the City, the museum offers a glimpse of Davao City and its history, its people and lots of info.. a place not only for tourists but for residents as well.."
"Laking D ","Davao City, Philippines","December 12, 2015","Free and Informative","After my visit in this place, I am surprise how deep my place history are.... the tour guide was very approachable and smart."
"ingmar b ","Manila, Philippines","December 2, 2015","great museum about the history of davao","great museum about the history of davao. they have lots of photo's . the museum is convenienatlly located. the guides are pretty good. there is lots to see and to read"
"Elmo B ","Singapore, Singapore","November 19, 2015","Davao Tribes Explained","In case you like to know, here are the known tribes in Davao Magindanao, Tausug, Maranao, Sama , Ata, Tagabawa, Matigsalug, Obo Manuvu, Clata and Kagan Davao during Spanish Occupation, American Occupation, Japanese Occupation. Artifacts, photos, paintings, dresses and gowns Weapons and memorabilia and more"
"Felicia C ","Pasig, Philippines","September 22, 2015","Interesting information provided on the 12 tribes!","This museum was opened in 2006 and it provided information on the 12 tribes from Mindanao. Unfortunately, it was a rather small museum and it would have been great if more information was provided. Definitely a must-visit for those interested in the history of Davao...More"
"Anna May V ","Valenzuela, Philippines","September 20, 2015","Start With This Quick Stop","Museo Dabawenyo opens at 9 AM, is free and makes for a good first stop because it provides context to many things yo will encounter as you tour Davao. It may also cause you to alter your itinerary a bit here and there. It has...More"
"robmaghinang ","Davao City, Philippines","September 15, 2015","Have a quick look at Davao City's ancient and political history.","The Museo Dabawenyo is situated a few steps away from the City Council and City Hall. There is no fee and they don't ask for donations (or, at least, they didn't ask me or donations boxes are not present). The guide is always smiling and...More"
"Glentoy ","Manila, Philippines","September 7, 2015","Historical and cultural tour","If you are into historical finds, you should pay a visit to Museo Dabawenyo. It is labelled as a ""people's museum"" and its programs are geared towards better historical and cultural awareness, understanding and integration. It is located at Cor. A. Pichon and C.M. Recto...More"
"julietteBacolod "," ","September 3, 2015"," "," "
" "," "," ","Cultural visit!","shows off the old Davao. Very attentive guide, picture taking not allowed inside. No entrance fee so if you have time, this place cannot be missed."
"GerlieUy ","Negros Occidental, Philippines","August 26, 2015","Nice side trip","just within the city center. This museum is a good place to drop by when doing a city tour. Friendly museum guides and well kept place."
"Tobin A ","Davao City, Philippines","August 23, 2015","At least go once to know more about Davao.","This museum has very limited exhibits. There are no major exhibits here that showcase local and regional artists. There are also no major collections of art here. Needs improvement. Though.. visit once to get the history of Davao."
"Loislim ","Manila, Philippines","August 22, 2015","learn about Davao culture and history","For Kadayawan festival, decided to visit the museo. I walked around back of the Davao City Hall, a few meters along Magallanes St around the Bonifacio rotunda is a well-preserved colonial building. The museo has presentations of the different ethnic tribes of Davao, their culture...More"
"Than T ","Iloilo City, Iloilo City, Philippines","August 13, 2015","Free to See and Learn Davao","Surprisingly, I had a great visit to the museum! I never thought it comes free of charge, with a dedicated tour guide who's eloquent and well-versed, with ample things to see and learn. This is one of the must-sees for Davao trippers!"
"Dioneli S ","Bulacan Province, Philippines","August 1, 2015","Check It Out, It's FREE!!!","This is a two-storey govt museum situated at the back of Osmeña Park. Inside, you will get to see the 11 recognized ethnic tribes of Davao. There is also a wall describing the history of Davao City, and shelves filled with plaques and trophies awarded...More"
"Mark L "," ","July 25, 2015","Rich in Culture and History","Worth the time. Best place to start your Davao trip as they can hand you a city map with all attractions. Picture taking is only allowed outside with the Three Faces Painting but not upstairs. They said that someone put a wrong information in the...More"
"Jayson L ","Davao City, Philippines","July 17, 2015","History Lover","Seeking the origin of Davao, knowing the people of Davao City. giving you all the information about the history of the city with some replicas and relics of Davao Ancestors. Open for weekdays. good for family bonding and children outings"
"Medy1950 "," ","July 15, 2015","A Visit to Museo Dabawnyo to Understand the Davao Psyche","To understand Davao better, you must take a quick trip to the Museo Davawenyo. It is a government run museum so no fees are charged. It is thankfully airconditioned to protect the displays which makes it comfortable to look around while the tour guide explains...More"
"Marklyn M ","philippines","June 16, 2015","Support this great museum","The museum admits free of charge and is well-maintained. You will be guided by qualified people. You will learn a lot about Davao and it's people. Don't miss this when you visit the city on foot."
"babyphilippines "," ","June 14, 2015"," "," "
" "," "," ","Educational tour","Loved the tour around the Museum. The tour guide mentioned Davao City was the 4th placer as the safest city in the world in the year 2004 & 9th place in the year 2009, i knew that the only Woman Mayor in Davao City was...More"
"aziannegirl ","San Francisco, California","May 8, 2015","Great museum","The museum is free and comes with a free 45-minute narrated tour. It is one of the best tours I've had. Randy my tour guide was very knowledgeable, friendly, and helpful not only with the museum but with other places to see in Davao City. The museum is small enough to tour in 60 to 90 minutes. I highly recommend it even to Dabawenos!"
"James G ","Manila, Philippines","April 16, 2015","Great Place to Learn About Davao!","My title says it all, a great place to look into the colorful and awesome history of Davao. It's free! Also, the staff there are really nice and accommodating. The tour-guide is equipped with a jam-packed of Davao-knowledge so any question you ask will definitely be entertained well. A great place to pensively examine the past of Davao and its bright potential ahead."
"Lim P ","Makati","April 12, 2015","Learn about Davao here!","This is a place where yiu will learn about Davao's history and culture. If you are not interested in the history and culture, skip this place. No entrance fee and a guide will provide information on the history and culture of Davao. No photo taking is permitted when inside the museum (Don't understand why). We did the tour in less than 30 minutes as the guide appears to rushing us through."
"superVeee09 ","Lucena City","March 10, 2015","historic","a must visit to understand davao and the provinces that surrounds it. very informative. overall, I love davao. I love the smell of davao, smokefree and I feel safe."
"TayNayNak ","Luzon, Philippines","March 1, 2015","The best way to learn about Davao's rich and colorful history!","A must see in Davao City, it's free and guided tours are available, and the best way to learn about Davao's rich and colorful history."
"Honeynjf ","Perth, Australia","February 17, 2015","Go if you enjoy history!","This museum was free and gave a brief introduction to the fascinating history of Davao. If this sort of thing doesn't interest you don't go. I particularly enjoyed learning about the hill tribes. The tour guide spoke very good English as well. If I am being a bit picky there were several spelling errors on the sign but aside from that it is a good museum."
"MijnlieverdFH ","Amsterdam","January 12, 2015","Davao Museums: free admission","The best showcase about Davao and its historical and cultural background. Many things to learn about Davao's various tribes."
"AsanSiDiwaAtShiela ","Lapu Lapu, Philippines","January 10, 2015","It's free admission","Since it's free, don't expect too much... :) But even though it's free, there's always a tour guide who will educate you about Davao. If you love history, culture and arts, this is a place for you. :)"
"agigil ","Quezon City, Quezon City, Philippines","December 10, 2014","History preserved","I really appreciate that they're able to find out the history of the Dabawenyos. From the houses, the culture, the attire, the tools they use. Their tour guide is also very friendly."
"AbiBermudaFernandez "," ","November 1, 2014"," "," "
" "," "," ","Rich Culture of Davao","Kudos for the City Government for coming up with this museum. You can learn so many things about the rich culture of Davao and their tribes. Two thumbs up."
"Capt Mark O ","Hong Kong","October 12, 2014","Go if you have spare time","The museum is neither good nor bad. It has most of the exhibits on the second floor. A lot of before and after pictures, and a lot of paintings by local artists. But it is not particularly interesting nor is it particularly informative about what Davao is now, or what its past was.  I think the building is newly built on top of what was the site of the Court of First Instance.  Go if you have extra time to spare, after the beach, wakeboarding, shopping in Aldevinco, or buying fruits in Bankerohan market.  Entrance is free.0900-1800H Mon-Fri. Call to make sure (082) 222-6011"
"Pam B ","Cebu City, Philippines","July 17, 2014","Great tour, plus it's free!","One of the best things about going to the Museo Dabawenyo is that it costs you nothing. Well, except for the fare to get you to and from the museum. We were greeted by a friendly staff who helped us with our heavy backpacks. We asked them if there was any entrance fee and they said there was none, you just had to log your name in the visitor's list. According to the museum guide, it was the only one in the Philippines that did not charge visitors.  The place is pretty packed with many cultural heritage and is a great learning place for those interested in Davao culture and history. It goes back through time, goes through its politics and there is also room for modern stuff like art.  It is probably the best museum visit I have ever had in my entire life. I hope to bring my daughter there again, when she is much older and could understand the guide."
"Liza A ","San Jose City","July 16, 2014","take pride of having a rich history and culture and traditions","We can glean the history and culture of the Davao's 10 recognized tribes and Muslims. Traditional attires and crafts are displayed, along with the snippets of culture and the way the royal clans and soldiers lived which have been immortalized through their artilleries and ornaments that dated back several decades ago."
"slyvargas ","Bacoor, Philippines","July 13, 2014","Dabaw","This museum is well-maintained. It seems to perceive good governance over the city. To travellers, get a glimpse of Dabawenyo history through the place."
"Melody T ","Davao City, Philippines","May 21, 2014","Worthy to go","It is free with air-conditioned rooms!!! It is worthy to go!! It is easy to go by a taxi because it is in the center of the city. If you go by driving, there are available parking spaces around that area."
"MelP160 ","makati","May 5, 2014","Accessible and Free of Charge","Its right in the center of the city proper and its free of charge. Drawback is that its only open Mondays to Fridays. The text in some areas are too long. But the section with the mannequins are cramped and do not have any text at all. So the presentation needs to be streamlined and made catchy."
"cristydti "," ","April 30, 2014","very impressive","I really love visiting museums everytime I travel and Davao has a very impressive museum...the house itself has wooden floors and according to the guide, it was a former courthouse.....every room has a story and every item is very interesting....."
"Ulysses R ","Davao City, Philippines","March 29, 2014","Wow!! DAVAO!!!","I never knew where Davao got its name from, but not now...when I visited this museum. Its very educational. Never knew that Bagobo have different tribes as well as the Muslim who populated the area long before. It exceeded my expectations. The art gallery is what I enjoyed a lot, especially the masterpieces who won the contests. "
"Dibyne ","Kuala Lumpur","March 20, 2014","rich with history","Features the beginnings of Davao, its ethnicity, and the people behind its progress. Also, it featured different legacy of its leaders and the destruction during wars"
"Murphy-Hagunos "," ","February 18, 2014"," "," "
" "," "," ","Very Small, But Interesting","A small, cultural museum. And the price is right: free.  Much of Davao's history is well displayed in this tiny museum.  A very good collection showing many aspects of Davao.  The free guide was knowledgeable and helpful.  Unfortunately she hustled us through very quickly, and we did not have enough time to view the interesting artifacts and read the (sometimes lengthy) accompanying stories.  Perhaps she feared that we would take photos that are allowed only in the lobby?  However, we will return to this tiny museum and spend more time on our next visit.  If you are into these kinds of anthropological displays, this little gem is worth a look-see."
"WanderLustDavao ","Davao City","October 7, 2013","A Must Visit for travellers","It may not be at par with other museums but Museo Dabawenyo has its own charm and ways of telling visitors the city's less known history. Philippine history is full of Luzon stories. Museo Dabawenyo will tell you the region and the city's evolution that can't be found in text books. Best of all, it's free/open to the public."
"Inanrehhernani ","Cebu, Philippines","October 3, 2013","It speaks of Dabaw","A must see for travellers who would want to know the history of the place. One would see the dreams and visions of the different tribal groups for Davao. There you would also know the accomplishments and feats of their leaders. Before going out to different places, drop by their and be grounded with their story"
"Wshkd ","Jackson Heights, New York","September 9, 2013","Excellent History of Davao","This small downtown museum is chock full of the history of Davao, its people, customs, heritage and government from inception to today. A small two story building with free admission. A museum guide will take you thru all the exhibits and give a detailed history and explanation of everything you see.  A must see if you want to know Davao and its heritage. Highly recommended. "
"Laikz ","Boracay, Philippines","August 21, 2013","Rich cultural history","Showcases Davao's history and cultural heritage. Must visit when you're in Davao. Tour guides are friendly and the tour itself is very infromative."
"igga200 ","dubai","August 3, 2013","well maintained","since we were curious about davao we managed to find this small but well maintained museum in the city. the displays were very relevant and allowed us to have a historical knowledge about davao. the guide was also very accommodating & courteous so we liked that. there were some areas under renovation so we had a limited experience. but all in all it was a pleasant place to visit."
"shankaronline ","Pasig, Philippines","June 20, 2013","Good but too small","This is a fairly good museum though very small. It has two levels and exhibits a varied collection of artefacts, photos and models showing the evolution of Davao to its present time. Lighting could be better, as the middle portions of the halls are dark-ish, but the more than friendly guide made up for that with his excellent explanations. Of particular interest is a painting at the entrance made from spiky durian skin. Only things I didn't quite like were the lighting as I said earlier, the tiny premises and the fact that photography was not allowed at all inside the museum, even with out strobe.(flash)"
"mayapis ","manila","May 8, 2013","Information on Davao and its history not available anywhere but here!","For a museum run by the city government and with no admission fee, I was very pleasantly surprised to see how well organized it was and how well-informed our free tour guide Winnie was. Admittedly, it is small but there is enough content for a tourist to end up appreciating the city's history. I appreciated knowing more about the indigenous tribes, their culture and seeing a model of their dwellings. The city government should be congratulated for this beginning of a museum which Davao residents should be proud of and continue to support."
"Jennifer M ","Vienna, Austria","November 16, 2012","the best place to know more of davao rich culture","a well kept museum at the heart of the city. The place was well maintained with staffs that were very warm and welcoming"
