"User","Location","Date of Review","Review Title","Review"
"Benbaominh","Brussels, Belgium","September 16, 2015","If you have time...","15 min walk from Crocodile park (no organized transport). Interesting because not many things to see in Davao City. One big place where you will see many different butterflies. Some will land on your shoulders. But we were tired after visiting Crocodile Park. After, difficult...More"
"ColinG1960","Melbourne, Australia","September 13, 2015","Amazingly informative and helpful","It is a small affair but the staff there are very dedicated to their work and love telling you about all the insects they have there - including the Scorpions. Worth a visit."
"Davao City","Davao City","July 15, 2015","Educational","At the Davao Butterfly House, we learned about how these insects metamorphoses from thorny caterpillars to beautiful creatures of nature. The staff helped us get to know each stage. Live colorful butterflies fly around the garden, making learning more experiential."
"bam086","Manila, Philippines","July 2, 2015","beautiful place","enjoyed my trip here with my daughter. I love butterfies - unfortunately, y daughter doesn't (she's scared of caterpillars). Very well kept and clean. Would go back"
"GBAINC","Kabul, Afghanistan","June 20, 2015","Disappointing","While we were going to Crocodile Park, the taxi driver told us about Butterfly House. The staff at Crocodile Park hyped about the Butterfly House. It was easy walking distance from Crocodile Park, so we checked it out. The ""house"" was a tiny botanical garden,...More"
"KlausDORING","Davao City","June 20, 2015","Disappointing","Entrance fee to much. Less butterflies .Right now, I have more butterflies in my own garden. It was really disappointing."
"Murphy-Hagunos","Kuala Lumpur","February 23, 2015","Small, But Worth a Look","My rating was a 3, but that does not mean do not go. Your P200 ticket is good for 3 attractions: 1 Davao Butterfly House; 2 Davao Crocodile Park; 3 Tribu K' Mindanawan Cultural Village. So, definitely go, and take in all three attractions. It...More"
"MijnlieverdFH","Amsterdam","January 18, 2015","Was not the best time when we visited","It was a butterfly house but less butterflies around. Maybe not the best time to make it into adult. Some other butterfly houses were so big and much flying around but not this one. Could be better next time if it is well attended to."
"AsanSiDiwaAtShiela"," ","January 10, 2015","Waste of money","There's scarcity of butterflies already in the garden. The entrance fee is not reasonable for a place they call butterfly garden with only about 10-15 butterflies flying around (or less)."
"Xanerin","Alice Springs, Australia","November 12, 2014","Not Worth Visiting","A small butterfly house with not much happening i'm afraid. Think I have been spoilt by the many butterfly houses in Australia, Malaysia and Singapore. There is an old playground outside for the children, but even that needs a lick of paint. Overall disappointing -...More"
"Christine C","Davao City, Philippines","November 3, 2014","LOTS OF FUN FOR THE FAMILY","This is a house of Butterflies-LOL! Lots of fun for the family seeing thousands of different kinds of butterflies. The younger kids will love it."
"John M","London","September 21, 2014","Nice little visit","This place is not very big, and is attached to the crocodile park, but it is set out beautifully and you get to see the stages of the butterflies and walk amongst thousands of butterflies as they fly around your head. Not for people who...More"
"Davao City, Philippines","Davao City, Philippines","August 12, 2014","Fair","There's an old playground outside that entertained my son, aside from that nothing spectacular amazed me, I was expecting more than just one single area where they had butterflies I was expecting a sanctuary of butterflies. Smh"
"Daniel M","Baguio, Philippines","June 20, 2014","wooow, its motivates people to exercise potential talents they have","people, its has got excellent customer care, it boosts youths to gain confidence via exploring new sites.. people you will tell more of the stories if you pay a visit to this incredible place, i do love butteflies thats why only its blog, attracted me thus why i paid a visit on this site, lets come and support their facilities.. thanks for your corporation.."
"lani g","Surigao","April 21, 2014","Just butterflies..","I expected a lot that's why I feel quite disappointed with the place. Though I love to see the butterflies flying around you, but the place isn't so attractive. I thought I will see butterflies around a beautiful garden, but the plants weren't taken care of properly. It's quite dry. It supposedly add to the view. "
"Quezon City, Philippines","Quezon City, Philippines","September 6, 2013","Butterfly and nature","This is just a side trip and normally come free when you go Crocodile park. This is definitely not that enjoyable experience but it should be fun when you are fanciful of butterflies, botany and stuff."
