"User","Location","Date of Review","Review Title","Review"
"Markus N","Oslo, Oslo, Norway","July 15, 2016","Great fun","I went here with my wife as we visit Davao and wanted some nightlife fun. We heard that MTS were a great place for such event and we took a taxi getting there. First of all, the accessability was great, you could grab a taxi,...More"
"Mark L"," ","July 13, 2016","Good","This place is so accessible it just located near the highway and there are a lot of restaurants, bars and cafe located inside."
"tolentinomaldex","Cagayan de Oro, Philippines","July 6, 2016","Bars here, there and everywhere","Very exciting venues for the nightout with family and friends. Diners and drinkers can choose the many food outlets and bars."
"rickyrose","pasay, philippines","July 4, 2016","Food and sound Trip","Went to MTS just to enjoy the food and music of live band. However, since the place is open, there are plenty of mosquitoes which is a let down. There are also stray cats."
"Leah E","Tacloban, Philippines","July 3, 2016","A little bit of everything","MTS is the nightlife center of Davao City. Presence of men in uniform from the PNP abound to ensure safety of patrons of the place. Yes, a little bit of everything. Live band performers, restos that cater to varied palates and the popular Aling Poping's...More"
"777Luis51777","Boston, Massachusetts","June 18, 2016","Happy hours!","A better place to spend at night passing the hour eating and drinking with friends, enjoying live bands. Coffee, beers, whiskey, tea, almost all drinks are served here so with pizzas to grilled dishes of your choice. Parking area is big. A must place to...More"
"RubenLicera","Cebu City, Cebu City, Philippines","June 15, 2016","Fondly Called Duterte Town Center Now!","It is accepted fact now that these town center of the Philippines president-elect Rody Duterte is now fondly called after his last name. A Good entertainment area packed with bars and gastronomic pub, a trip to this area is a food trip on its own."
"aprilsky2016","Davao City, Philippines","June 9, 2016","Listening to slow rock and roll music.","This is one of the safest destination in Davao City when you, your family or friends want to chill. The only smoke you can smell is that coming from the grilled meats. Very relaxing ambiance with plenty of resto bars to choose from."
"Aphio1925","United Kingdom","May 21, 2016","All in one","This place has a variety to see. Foods, drinks, music, dance if you like, and a perfect o,ace to meet up with friends"
"rasecollidab","las vegas","May 18, 2016","Nothing Special ","I came in a wrong time,there was a religious rally of some sort next door,lots of kids and loud noise blasting throughout the area,I stayed for about 45 minutes and left very disappointed."
"Leah N"," "," "," "," "
"Davao City, Philippines","Davao City, Philippines","May 17, 2016","Hangout Place","My family and I would visit this place, often once a month and sometimes twice a month. It has a number of restaurants, food kiosks and other non-food shops. Prices are affordable and live/loud music is also played."
"Talentscrib","Philippines","April 25, 2016","Nice square wit livebands","Great square of restaurants and cafes... Liveband performance adds to the energetic vibe where you will see good happy people"
"flxmanuel","New York City, New York","April 21, 2016","too busy","not for those who want peace and quiet...if you want a sensational night out, this place rocks! food is great and the place is very accessible."
"slazenger552","Davao City, Philippines","April 16, 2016","Good for gimmick and hangouts","This place is good and enjoyable to stay for gimmicks and to hangout with friends, for dining and drinking or just simply listen to music."
"nmc8693","Paranaque","February 19, 2016","Great Night Spot","This has always been a great hangout place for both locals and tourists ! Theres a wide range of restos, bars that caters across various preferences. The sounds of different bands welcome you as you enter the compound. Prices are very very reasonable ! Gotta...More"
"TheBambino03","Davao City, Philippines","January 28, 2016","Matina Town Square is Duterte Square","I last visited the place early last December 2015, and it was full of life. Various bands and singing quarters rendered their own covers of local and internationally known songs. In this visit, I found out that a building is being erected nearby, this will...More"
"Argdds","Davao City, Philippines","January 24, 2016","Chill","A Place to Have Fun. I often went here to release some Stress in Life :D Live Band Helps the Place more lively."
"U3681LTdavids","Baku, Azerbaijan","January 17, 2016","A few beers and snacks Filipino style","Matina Town Square is an older 'entertainment centre' in Davao - I prefer the other one near Torres St. - it's more modern and laid back, but it's a fun place with live bands and a nice bar in the back owned by an English...More"
"Zen A"," ","January 6, 2016","Great Place To Hangout With Friends","The place has open air restaurants. The best time for me to sit down, eat and enjoy the music is during night time. Stalls to buy stuffs and fast food restaurants and a coffee shop can also be found within the area. Enjoy!"
"AniMei1"," "," "," "," "
"Bacolod, Philippines","Bacolod, Philippines","December 23, 2015","great place!","My sis has read about the place and our cousin from Davao recommended it to us. We had dinner there on our last night but didn't get to hear or see any band play because of a power interruption which lasted for more or less...More"
"HurricaneRob","Houston, Texas","December 3, 2015","Close to Domeicilo","Had a couple of nice restaurants, midnight convenience store, location to get your Eden Natue park tickets"
"AlbertodelaPaz","Chiang Rai, Thailand","December 2, 2015","Very relaxing venue for night owls","I lived near this place but dreaded going there because I thought it would be crawling with yuppies. How mistaken I have been! A friend of mine whom I had not seen for many many years suggested we go there - lo and behold, it...More"
"applebelt","Davao City, Philippines","November 30, 2015","Music's so loud","The Taboan is really great, has lots of choices for restaurants and the service is great. The only thing is that the music is so loud, I can't even hear my seatmate talking. Overall it's okay."
"JOY_LITTLE_ALIEN","Singapore, Singapore","November 13, 2015","My favorite","This is my favorite place to hangout when I was still studying. The place turns to a flea market on fridays and saturdays. But coffee shops and an open bar is what adds up to a great stay at MTS."
"Chrïstïnę B","Sweden","November 5, 2015","Chill and Listen to Music","This is the place where you want to chill. Small Beer and Listen to Music :) Smoke Free Place DAVAO CITY 4th SAFEST PLACE IN THE WORLD POLICE ARE ALWAYS DOING THEIR ROUNDS! ARMY ARE ALWAYS ATTENTIVE Entrance, they have a check point/ walk ins...More"
"Tolits09","Davao City, Philippines","October 20, 2015","Nice place for gimmick with friends","We kept coming back to this place. Lots of people come here specially Friday and Saturday. Parking is a real problem here, Nice festive atmosphere. Local bands play here. Recommended sa mga magbarkada"
"RodgerOndat","Chiang Rai, Thailand","October 16, 2015","Really Wonderful Night Spot and not only for Yuppies","For sooo long, I had been avoiding this place because my impression was that it was a yuppie haven. I could not have been more wrong. A long-time friend suggested we go there for a few beers and half way through my first San Miguel...More"
"Iceman272","Grafton, NY","October 16, 2015","Best halo-halo in town","There's a little place in the back that has the best halo-halo in the city in my opinion. It's pick your own toppings, too."
"ingmar b"," "," "," "," "
"Davao City, Philippines","Davao City, Philippines","October 15, 2015","for a beer and a laugh the best place","davao his mayor is very strict. so the nightlife is not so excisting in davao. This is one of the few places where you have lots of bars and restaurnts together. the restaurants are simple.the bars are good.lots of live music. lots of pretty women"
"Anthony M","Alameda, California","September 23, 2015","Multi-Venues","Nice safe, cheap place to spend the night out no matter what day it is. Visited 3 different nights, bands, music, Zumba, a must see flame twirler, coffee shop, sweets shop, restaurants, complete place."
"Vince M"," ","September 20, 2015","Sort of a party venue","If you are looking for a place to chiill, relax and enjoy and you want music and drinks, this is the place for you."
"Benbaominh","Brussels, Belgium","September 16, 2015","You find everything here !","Very practical public space with restaurants, pubs, massage centers, hairdressers, nightshops, 24/7 Mc Donald, Jellybee, toilets, a lot of atmosphere during weekends, with some live music."
"JEmmanuelLasPinas","Las Pinas","August 31, 2015","music and food","This is a fun place has a good vibe that a lot of younger folks like. Go for the music and cheap eats. The place gets crowded in the evenings."
"Sarah A","China","August 25, 2015","perfect for fish food lovers and BBQ","super food, great atmosphere, a must during a davao visit , perfect for fish food lovers, best to go in big group"
"Richthof R","Davao City, Philippines","July 26, 2015","artisitc freedom","This is where most of the local band, visual artist, tattoo artist, indigenous culture and arts happen, Where you can Experience Joey Ayala, Jack in the box Davao band Jams with Popong Landero and Kaliwat Music mixed with indigenous culture and arts. Where everything is...More"
"Dave F","Melbourne","July 22, 2015","Fun place for music and food","Quite a fun plae to go to listen to some live music and have some food. The food could be better but the atmosphere is pretty cool there"
"Mary Cris N"," ","July 21, 2015","Saturday getaways","Love the foods --- if you want pizza, burgers, ice cream, liquors, etc. you can have them all in MTS. Good place to go with on Saturday Nights. Good place to meet new friends and good place to bond with your friends and families."
"Ma S"," ","July 14, 2015","some great music","went there during Kadayawan. had some great bands there. My husband even knew the musicians. reasonably priced drinks also"
"Miler15","Davao City, Philippines","July 13, 2015","MTS","MTS has undergone a total makeover lately and still one of the destinations of Davao locals for a drink and party and of course food choices. Just opposite Ateneo de Davao gradeschoold and highschool, this place offers party, band, drinks and foods and cafe. But of course, dont forget the Davao city ordinance on curfew and smoking. Definitely MTS offers choices whether whatever time of the day and what you and your friends want."
"Jeff Z","Davao City, Philippines","July 10, 2015","Music, Booze, Great spot","When night comes and friends want to grab something to drink, this is the first choice that comes to mind. Expect that there will be lots of people but you will always find a place to sit... if you're lucky that is. Or just simply ask someone (a friend?) to reserve a spot. Either way, this is one of the many places you can go and hangout with the group... at night of course."
"Sheena F","Cebu Island, Philippines","July 8, 2015","Lively Davao!","I had to double check the time when I went here cause for someone who came from a city where party starts at 12mn, this place surely suprises a lot. We arrived at around 8pm on a saturday night. there were already people drinking and bands playing. The place has an array of restaurants to choose from. It also has coffee shops and drinking places.   I love that people can only smoke at designated areas (which was actually the parking lot). The place is also safe. You can see police officers roaming around the place. Plus Davao observes a very strict curfew and strict rules on drinking.   Come here if you just wanna hang out,eat good food, hear music and laugh around with your friends! :)"
"dorabelladc"," ","July 3, 2015","davao city vibe at night","different bands perform each night. there are restaurants, bars, even coffeeshops available in the area. I love aling Foping's! i dont know about other davaoenos but I love their halohalo. you are given the freedom to choose what ingredients you'd like to be added."
"Xammeloic I"," ","July 2, 2015","Recreational and entertaining place...fun","Liked the place especially because my husband love it so much.food and drinks are worthy of price.I'm not just fun of very loud music except if there's dance floor...overall was a great late night out."
"Iamissa","Cebu City, Philippines","June 25, 2015","Disciplined Night Life","That title sounds like a kill joy but the first thing my companions told me about this place was we ought to leave at 12 midnight. They have rules in Davao about curfew and the authorities impose it strictly.   It's a bustling place at night. I was able to do a lot of things like shopping, eating, and more eating. It's a good place to hang out to kill time but not to catch up with friends as it can get really noisy - as expected in party zones.   Word of advice: don't shop here if you're a tourist, unless you have nothing else to wear the next day."
"Jan B","Davao City, Philippines","June 12, 2015","dense!","densely populated zone in Davao... too many people out there that you have to be on extra precaution upon walking the sidewalk.. although people are well disciplined in this city but still not recommended to walk alone and not alert all the time."
"WanderLustDavao","Davao City","June 7, 2015","Nightlife every night","Whether u want to dine, drink or be entertained, every night is a good night to visit MTS. We usually go there to have coffee at BluGre, enjoy dinakdakan and beer at Taboan, sample Black Burger at The Stairwell or savor Aling Foping's Halo Halo."
"Albert A"," "," "," "," "
"Quezon City, Philippines","Quezon City, Philippines","May 12, 2015","Durian Delight","The place is a pot of flavors and eats, depending on the caterer that serves you, you'll get a variety of specialty dishes. Don't forget to eat as much durian as you can. There are places next to the chinese arch where you can sample the different varieties of Durian. Wear the plastic disposable gloves so you won't mess your fingers, and drink cold Coke. The combination of durian and Coke is WILD!!!"
"trippingpt","Makati, Philippines","April 21, 2015","what a night!","a place to party hard. a lot of choice on which poison you'd go for. parking lot is ample. i will definitely go to this place again ;)"
"BertieinDavao"," ","April 19, 2015","Great place..worth a visit","Really nice place and a must see when you visit Davao, had a great time listening to the live music, cool and cheap beers..and a great pizza with good, friendly service at Bar and Belly. Lovely halo-halo at Aling F too. Enjoy."
"Lim P","Makati","April 9, 2015","Hot but bearable","Martina Town Square in south Davao City is a good alternative place for drinks and food but the place is rather hot during summer. We selected Barbeque Boss for food to go with our drinks. This pork barbeque is just like the satay from Malayisia...More"
"KIKO597","Manila, Philippines","April 4, 2015","A Good Alternative to the Tribu K Mindanawan Show","Since the Mindanawan cultural show is only available on friday and weekends, we decided to go to this attraction because of a scheduled performance of folk dance and music. The performers are students from the schools of Davao and nearby. We loved the music and...More"
"tbose","Kolkata (Calcutta), India","March 31, 2015","Just loved the feel of this place..","Live bands, the people, food and booze.The best combination in the middle of Davao City.Very lively place and a fun place to be with friends or as a couple.Parking is a really messy affair though."
"chocomintcookie"," ","March 24, 2015","A foodie paradise","You drive to this place in search for a food fix and you get surprised with the choices, that's MTS. If you want beer and barbeque with live band playing, there are plentiful of choices in Taboan, and Jickong's is the locals' favorite. If you...More"
"Dee D","Digos City, Philippines","March 19, 2015","There bands!!!","We dine here one time. They have an open field on where you can walk around, like you're in a park. You will forget that you're actually at the heart of a city. There bands add to the calming feeling.. Great! You must try the...More"
"gkfg139","Davao City, Philippines","March 15, 2015","A place not only for people who enjoy nightlife","This is a place boasting with shops, music, and more. Some of the shops here are open even during the day."
"andionneceleste"," "," "," "," "
"Quezon City, Philippines","Quezon City, Philippines","March 6, 2015","If you're looking for a place to go at night","Most attractions close early, luckily MTS will be open pretty much all night. It's a good place for a chill, laid-back foodie experience, with live music and maybe a couple of drinks. Lots of food options, mostly affordable."
"Alex B"," ","February 10, 2015","Absolutely the place to go to for nightlife","Absolutely the place to go to for great food, atmosphere and brilliant live music! Food is very cheap and there's a variety of places to choose from. Live music is just an add on bonus to being in the place. Definitely worth a visit when you are in Davao. "
"KlausDORING","Davao City","January 31, 2015","Something for everybody","MTS is the best place in Davao for fun, relaxing, good food, outdoor, a few drinks, life bands and much more - NOT ONLY for young people. Also for those people who want to feel young. When in Davao - MTS is a must!"
"Cookie O","Davao City, Philippines","December 30, 2014","Weekend hangout","Matina Town Square aka MTS, is a laid back place with a bunch of BBQ stalls around an open stage area where you can relax and listen to live music with a beer in one hand an a BBQ in the other. The crowd is mostly composed of teenagers and young adults who just want to bask in the open air and eat decently priced food while listening to live music. Besides the BBQ stalls, there are nearby fastfood joints like Jollibee and McDonald's. There are also some decent cafes, sweetshops, restaurants, arts and crafts stores, and travel shops around. On particular days they have mini bazaars where you can find bargain items and clothing.  The venue itself is well maintained. The toilets are properly working, the doors and roads are clean and functional. Security is also decent.  Try this place out during the weekend for more interesting sights or weekdays for a more relaxed vibe."
"sammer057","Seattle","December 8, 2014","Outdoor Music","Fun relaxing place to hang out, drink a few beers and take in the show!! The bands are electic and the crowd is friendly."
"Kaye214","Davao","December 7, 2014","Okay","Simply referred to as ""MTS"", this is a collection of mostly bars and simple diners. A lot of locals hang out here especially at night where it can be packed and parking will be hard to find. If going by taxi, no problem. The halo-halo place is popular and you choose what toppings you want on your halo-halo. It is yummy but it seems you pay more for what you get. Still worth to try. There is also an area that usually holds zumba classes which adds to the lively atmosphere. You can also find tour offices, salons and spas on the second floor. Overall an okay place where we go for an errand or particular food. Tourists may find nothing to really do here unless they want to just sit and hang out."
"Enrique_3333","Toronto, Canada","November 25, 2014","It was Okay","As a tourist, I did not find anything exciting about the Matina Square. I went at night on a weekday. There were lots of live bands playing. It was cool to see some kids break dancing off on their own.   Most people were just seated which made it seem like an average patio location."
"ChenaVi14","Davao City, Philippines","November 4, 2014","Many things to do here","Aside from the restaurants present in the area, there is also a zumba class during Monday to Thursday that starts at 6:30 pm and only costs 25 pesos per head. Not bad! There is also a massage parlor and a salon on the second floor."
"Fourth S"," ","October 28, 2014","A hang-out and so much more!","I like going here in the afternoons, sitting (and/or reading) in one of the benches in the back. Lots of food choices too!"
"Angelito P"," "," "," "," "
"Muntinlupa, Philippines","Muntinlupa, Philippines","August 20, 2014","The GIMIK place","I like Matina Town Square, known to locals merely as ""MTS"" because it shows the soul of Davao. It is a complex of bars and restaurants, one of which has a live bands. Beer and Fingerfood ""Pulutan"" are the standard fare in this busy, fun place. This is also the place where smokers are assigned a smoking area, far away from the generally non-smoking Davawenos. "
"AyetSalang","Davao City","June 24, 2014","Still festive any day of the week","new restaurants have flocked the square...more modern setup, with more services, shops and entertainment spots. guarded with security personnel."
"JuliaJav","Bacolod, Philippines","May 11, 2014","Night Life","Great place to be and be seen at night. Lots of food selections and nightly entertainment. If you're in Davao try to drop by this place."
"MelP160","Davao City, Philippines","May 5, 2014","Has Seen Better Days","I liked it better when it was grassy and open. Now its all covered by tents and it looks old and not well-maintained. Go there for Aling Foping's Halo-halo or the Tuesday night cultural performance."
"Mishgreeka","Heraklion, Iraklion, Greece","April 13, 2014","""crowded""","When we were in Davao last Feb-Apr 2014 they were having a midnight curfew,everything can be open until 12 midnight only.We went to MTS several times at around 10pm & it was packed,nowhere to seat! Band is not good,you can only hear the drums &...More"
"Dibyne","Davao City, Philippines","March 20, 2014","Live band","Now considered as a family oriented destination in Davao City. their main attraction is Tabuan which features different bands, and the place is surrounded by different bars and grills. Also two of the most popular fastfoods are here: Jollibee and McDonalds"
"ZhenniJayon","Manchester, United Kingdom","February 5, 2014","A bit boring","It was used to be a live wire of the city. When we were there we actually disappointed because the real beauty of the place has covered by giant food chain and grocery store. Can't even flush the toilets. It was used to be to...More"
"Trittle L","Quezon City","January 18, 2014","Perfect Chill-out Place","great place to hang out with your friends after a hard day at work or simply touring around..food establishments are numerous and varies w/ reasonable prices. outdoor entertainment by live bands is also an added attraction"
"lagarista","Makati, Philippines","September 24, 2013","Try Barbeque Boss and Blugre Cafe","Sinuglaw is tasty delicious and cheap. They also have unlimited rice at P15. I like the Durian coffee experience."
"GlobalGoodTimes"," "," "," "," "
"Las Vegas","Las Vegas","September 15, 2013","Enjoyed a nice meal and local cultural performance!","Enjoyed a wonderful evening with family eating local BBQ dishes and watching the performance of a local dance troupe performing cultural dances native to the area. Very nice smoke-free environment with plenty of dining and drinking choices. Primarily oriented towards the young adults but fun...More"
"Angelito P","Muntinlupa, Philippines","August 26, 2013","Smokers' Haven","Had a drink at Taboan. A designated smokers' area is accessible. Nice, in this smoke-free city. A band plays to entertain guests over beer or other alcoholic drinks. And lots of fingerfood choices."
"Haftelmacher","Davao City, Philippines","August 21, 2013","Basket ball court","It is very hot, noisy their basket ball court and poor gastronomie, to drink ok, but I really did not enjoy"
"Dysanregidor","Davao City, Philippines","April 2, 2013","Margarita at Jickong's, the best!","I'm not really a drinker. My alcohol tolerance is very low, I easily get drunk and I dont like the smell and taste of alcohol so I alcoholic drinks is a big no no to me. But whenever I and my friends decides to have...More"
"JenAspacio","Manila, Philippines","March 29, 2013","A good place to hang out but a little old for my taste","I love that I can find Blugre Coffee there. Too bad they don't have washroom inside the coffee. Because it's the only place I go to Matina for (and the convenience store). But Matina Town Square looks old for my taste."
"Glentoy","Davao City, Philippines","March 22, 2013","A place where most people go for a night out","MTS is like the only place in the city where people flock to drink and listen to the band while playing the music. Do not expect too much as there is nothing much to do here. During weekdays, the band plays boring music. Good venue...More"
"PrincessMiaGirl","Davao City, Philippines","December 10, 2012","night escape","musical bands are playing nightly.. night bazaars almost every weekend.. a line of resto grills and bars to choose from.. and a child-friendly tiny park for familes with children.. place is secured too"
"ukjeprox","Davao","November 6, 2012","Under construction","Matina Town Square is being renovated at the moment so difficult to say much about it. From what I saw it looks a lively night spot with bars and eating places. Will be good when it's finnished."
"yazhel","Davao City, Philippines","October 3, 2012","noisy","just for the people who love partying and being drunk all night, its not really a classy place, most are trouble makers"
"sleep00walker"," "," "," "," "
"Vienna, Austria","Vienna, Austria","September 22, 2012","Music and Food","A cool place to dine out with friends, lots of different food styles and a nice band playing. Go early cause they stop sooner than on other islands (around 1:30am). If you want conversation find a table in the back. If you're a smoker be...More"
"Lei P","Taguig City, Philippines","July 22, 2012","2AM Curfew - Not For Party Animals","We went here at around 11PM to relax after our strenuous itinerary. I just want to drink a couple of beers and eat some local food. There's a live band playing. It's ambiance is similar to Central of Manila. After we ate our dinner at around 15 past midnight, we ordered 2 buckets of beers. At 1AM, the band stopped playing and some restos closing. At 1:45AM, you can only imagine how my friends reacted when they started to turn off all the lamp posts. I'm indifferent but my friends were so pissed off. The following day, we decided to hit the place at around 7PM. By the way, they only have one smoking area so be prepared for a little inconvenience. "
"aki0618","Manila, Philippines","July 11, 2012","noisy","good food but quite noisy for me , maybe i just dont like the bands playing when we visit"
"MrsLeeQuezonCity","Quezon City","June 8, 2012","Foping's Halo Halo!!!","MTS is a very small and compact commercial area. Head for the back where a Foping's (not sure about the spelling) cart sells halo halo and bibingka. Generous and delicious ingredients. Yummy!"
"maia_cyllene","Cebu City, Philippines","May 24, 2012","NIGHT OUT!","I always hang out in MTS. Barbeque Boss serves cheap but delicious barbeque. Beers are served ice-cold always.  Whistletop is also nice. Although service crew is a little slow at times.  Bazaars are seen on Fridays. Pre-loved stuff and other products.  A good place to chill with friends!"
"inabear","Laguna Province, Philippines","May 11, 2012","Nice hang out","As a tourist destination, it's not much. Just a playground for the kids (although mine really loved it), a few shops and several restaurants. However, as a place to hang out, eat bbq, have a couple of beers and watch some local bands, it is ideal. I think MTS is better appreciated if you are a local, or if you've been to Davao many times and just want to hang out someplace to unwind. Or, if there is a special event like during Kadayawan."
"joeydvm"," "," "," "," "
"Ha'il, Ha'il, Saudi Arabia","Ha'il, Ha'il, Saudi Arabia","April 20, 2012","music indeed","from jazz, to acoustic, reggae, pop, ballads, rock, new wave etc. you name it they do have it, just be aware of the days where each genre is being played"
