"User","Location","Date of Review","Review Title","Review"
"Ronna V"," ","August 9, 2017","Side trip in davao ","Went here as im curious about this crocodile farm...from my hotel till here is about 20 mins trip and about 120 pesos fare in taxi. Entrance is 250 adult 150 kids  It was such a great day when i came about 10 am..no much people as its just a weekend...diff animals to see..  From birds, snakes, crocodiles, bat, turtles, ostrich , tiger, monkey, etc.  It was a fun filled morning for me..not only kids will enjoy visiting here but even adults.  They also hve some show in the afternoon but since i will go to eden nature park i skipped that. Nice place to relax esp if ull bring ur kids :) "
"tianneXtianne"," ","July 30, 2017","Fun and educational","This place has lots of animals but i think this park has seen better days. We visited the park on a friday and paid the weekend rate but the tour, although educational, seemed to be rushed. Some advertised animal shows did not happen (like the crocodile wrangler one) so i was kinda disappointed. But i liked the koi feeding and taking pictures with the statue of a giant crocodile. Overall i think it's fun to have kids enjoy this educational trip and for all visitors to learn a thing or two about animal and nature conservation."
"Ideas_6622"," "," "," "," "
"Singapore, Singapore","Singapore, Singapore","July 21, 2017","Crocodile Park - Simple Experience","Reptiles are caged at many places. There are many sizes of them and it is a real experience that you can get so near to them. A little foul smell but you can ignore it if you concentrate on the reptiles rather than the area"
"Zoe P"," ","July 19, 2017","Caged!","I've never liked the idea of caged animals. Well according to their manager they are a croc farm above all. And indeed they had hundreds if not thousands of crocs. All kinds, baby crocs, sea crocs, giant crocs, medium sized crocs, croc skin wallet, a few birds and there that were saved from poachers. It didn't have that zoo vibe to it, if you like feeding tigersand crocs this is the place for you, just not for me. "
"Rebecca R"," ","July 19, 2017","Cool","I was amazing!!! I fed the fish, tigers and crocodiles!!!! It was my first time to see a cobra too. Poor lonely lion, hope they put more in. There were lots of birds and some monkeys,, the show was funny and entertaining as well."
"NikolasGarcia","Manila, Philippines","July 17, 2017","It will bring back the child you","Learn and enjoy at the same time, the place is full or wonderful creatures that we don't usually see up close. This is definitely a place to go for family outing and even with friends. I live the tigers it is truly a majestic creature"
"Nash I"," ","July 17, 2017","HUGE CROC!","Even though im old enough, going to a park never fails to satisfy me. It will make you go back to being young, you would appreciate every animals or reptile you see that you wont see everyday. A crocodile named ""PANGIL"" he was really huge! It was the most biggest crocs i have ever seen in my life, i was also able to experience to feed the tigers ang fish. It was really an amazing experience and an unforgettable one!"
"Eves Jefferson S"," ","July 17, 2017","Very amazing","I swear ive been to crocolandia in Cebu and this place is more than that. There were so many animals. I was able to witness animals got talent as well. Its so amazing that they were able to train birds to fly, made crocodiles dance and tiger climb up the pole. "
"Paul G","Manila, Philippines","July 17, 2017","Cool","We stopped in on Sunday before catching a flight home. This place was well worth it. Lots of fun walking around and seeing wild animals and reptiles. You can even feed them. For me the highlight was standing on top of tiger cages, feeding them raw food. This place is a must visit if in davao... "
"Jojo S","Davao City, Philippines","July 16, 2017","by its name","well you can watch the crocodile in various sizes, they are bred inside the park there are birds snakes etc as other attraction, you can also taste the croc ice cream"
"Januspaggers"," ","July 14, 2017","Great mini adventure within Davao! ","I suggest going to Croc Park during the weekends and attending the talent show. We spent 1-2 hours there and the highlight would be feeding the animals. We also went during the weekdays and there were barely anyone there so it was easy for us to take photos of the animals without the crowds.  250 pesos entrance fee for adults. "
"jonsapon121"," ","July 12, 2017","Ok ","We did see many crocodiles. Really I would call it a mini zoo. We did enjoy seeing all the animals. Having lunch there was the typical food not available on the menu with it being a crocodile zoo and it being on the menu, I thought I'd try it. Then let down not available. The shops in the park should put prices on all products, I felt like we where getting tourist prices. "
"Anne P"," ","July 5, 2017","Great place but fee is pricey","Lesson learned - You have to allot at least half or more of your day to maximize the use of the Php 300 entrance fee. The place also lack of signs on how you will go around the park. We missed the butterfly garden because there is no direction how to go there or information that it is only open until 5PM. The program in the afternoon is entertaining though."
"twistedfoodlover","Makati, Philippines","July 2, 2017","Fantastic Day at the Crocodile Park","Gotta admit this was way cooler than I thought it was going to be. We had a blast here with young kids and I highly recommend seeing the Crocs and the Animals. You won't regret it. Xx"
"Princess Salvia G","Malaybalay City, Philippines","June 26, 2017","Family had a blast","My in laws and I went here after our trip to Samal Island. If you want to see a lot of animals and interact with some then this place will not disappoint. You can feed tigers, ostriches, and koi here. Lots of opportunities for picture taking. Staff are friendly and accommodating. Premises are cleaned routinely. A must-visit if you are a party with kids. "
"Don R"," ","June 22, 2017","Just right","I guess for security purposes there's Too much net on the cages to prevent visitors from feeding them but you can barely see the details of the animals. A barricade would have been better. Apart from that the place is ideal for group tours. They have tigers, birds, ostrich, turtles, reptiles, snakes, etc... I also like the feeding hours wherein visitors get the chance to experience how is it like to feed crocodiles and see them jump out of the water to grab the food."
"Pia L"," ","June 17, 2017","Good for field trips","Its a bit smelly, but i enjoyed taking lots of pictures.. They also have a mini museum for extinct species.. This is a good place for kids and kids at heart, very educational tour."
"Ryan T"," ","June 15, 2017","PANGIL...","at 250 pesos you can enjoy three tours in one package, first you can enjoy the floral gardens in their Butterfly Garden which is about a-2 blocks away, then enjoy the main attraction in their Crocodile farm where you can see a lot of animals AND Crocodiles of variant sizes including their main attraction ""PANGIL"" the 18-foot croc. you can also see lots of other animals in here, like ostrich, tigers, snakes monkeys and other animals found only in the Philippines, after the tour you can enjoy native dishes from the Kamindanawan restaurant and enjoy some of the tribal music starting at 5:00 pm but only on weekends."
"Mattro T","Davao City, Philippines","June 15, 2017","It's All worth it","I really enjoyed to be here and I observed that they always make the area clean & friendly! This is good for everyone destination, :)"
"Gael G"," ","June 5, 2017","Great for kids! ","So much for the kids to see and do! If you have tone sign up for the white water rafting, its definitely an amazing adventure!"
"Dundee M"," ","May 19, 2017","Not just Crocs...","Family enjoyed very much, place is a Zoo with various animals, local and imported, huge area, animals are well taken cared of and not malnourished, seen a lot of caretaker in many cages working, feeding and cleaning, plenty of shades also even on a noontime visit. Can take pictures freely, some animals are in the open and not caged, mostly with companions and not a lone caged animal. Foods available inside the zoo, average comform rooms, clean and well maintained. Affordable since price covers 3-areas (zoo, butterfly farm, kamindanawan show) just make sure to check schedule of activities. Recommended place when in Davao!"
"Luke T","Gingoog City, Philippines","May 19, 2017","Crocs and more","Great place for kids to see nature, crocodiles and more, birds, monkeys, snakes and more. We had a wonderful time and stay for the live show it is worth it. We had so much fun and getting a chance to see and hold some just toped it off.."
"Gine P"," ","May 16, 2017","It was Ok. Good for those who have not been to big Zoos ;)","Went there w my family...you wont expect that you will see other animals too. I thought only crocodiles:/ My mom n daughter enjoyed feeding the fish, it was just pity that the weather was not that nice to us. At the end of the day, they have this show which kids would love it."
"sadal99","Minokamo, Japan","May 14, 2017","Wasting time...","There are more than just crocodiles here. The show they have here is a lot of fun. The grounds of the tigers are very small, yet because they have several of them, there are snakes, birds, monkeys and even bats ...."
"Christianne G","Cebu City, Philippines","May 12, 2017","It was OKAY 👌🏻 ","The entrance fee was quite expensive. Aside from seeing the crocodiles, there where feeding activities and it's additional fee for every feeding. It was an expensive sight seeing activity"
"Norm H","Las Vegas, Nevada","May 10, 2017","Crocodiles! and more!","We recently arrived in Davao and are finding our way around, so this morning we decided to check out the Crocodile Park. We were pleasantly surprised to find that this is actually a mini zoo. Of course there are crocs, lots of crocs, pens of different size groupings. But there are also some large pythons, ostriches, sheep, goats, ducks, geese, turkeys, deer, a few hawks and eagles, some monkeys and even a few tigers.  We even had the opportunity to feed a couple lambs and throw some fish food into a pond full of colorful koi."
"travelbug47london","London","May 10, 2017","A children's outing only","Unless you need to entertain very young children the trip out to the Crocodile Park is a complete waste of time. There is an array of regional animals in poor conditions with a number of pools full of crocodiles of various sizes. It is designed for the selfie crowd."
"Eve14_T","Makati, Philippines","May 4, 2017","Great Animal Show","We went to crocodile park late in the afternoon just in time for the Animal Show to which my daughter was very amazed. She really enjoyed watching the different birds and animals on the show. The family also enjoyed the petting zoo where you get to feed the baby sheep with milk, the rabbits with carrots and the ostrich with feeds. My daughter was scared during the tight rope show though. Overall the experience was great except that we went so late in the afternoon. "
"Franklin C"," "," "," "," "
"Honolulu, Hawaii","Honolulu, Hawaii","May 3, 2017","More than just Crocodiles","The name itself is deceiving. More than just crocodiles here. The show that they have here is pretty entertaining. The only negative thing i would have to say is that the enclosure for the animals are too small. Especially for the tigers and they do have several of them."
"Jessie G"," ","April 22, 2017","Huge Crocodiles","You need to be here before 4pm for the crocodile feeding and animal show. It's a place to visit if you will be touring around Davao. You can take photos with albino snake and crocodile."
"Sum M"," ","April 16, 2017","Poor animals!","I'm not an animal rights person but I have reservations about the well-being of the animals in this place. It seems they are all just there for show with no regard for their health and well-being. I hope they employ well-trained professional staff who love...More"
"dpalisoc","Cainta, Philippines","April 14, 2017","Amazing Crocodile Park!","This is a Zoo Park in Davao City where a variety of animals can be found. It has tiger, crocodile, snake, monkeys, bearcays, birds, and the likes. It also has an animal show which starts late in the afternoon. Souvenirs are also available inside same...More"
"reelrodcover","Montgomery, Texas","April 12, 2017","Great fun and enjoyed.","Great place to visit and my second time here . Watch the shows and feel the warmth of the beautiful people of the Philippines"
"acmevintage","Digos City, Philippines","April 3, 2017","Many exotic animals","The zoo there is nice with a good variety. The feeding of the crocodiles is exciting. It is child friendly."
"jesseinholland","Amsterdam, The Netherlands","April 1, 2017","Amazing day trip","I was with my husband last March2017 in Crocodile Park.Very clean and friendly staff.Of course,hundreds of crodiles and other animals.It really improves alot since I visited 5yrs ago.Well done and keep it up for good service for every visitors👏😀❤️ Oh,must try for crocodile burger 😜👌"
"John Alexis Q","Caloocan, Philippines","March 31, 2017","Recreational Park for Animal Lovers","When you go Davao City, this place is one of your lists to visit in the city. The place is like a usual zoo in Metro Manila. But this part has an advocacy to save and rehabilitate the animals in Davao particularly the Philippine crocodiles....More"
"Sheilzy1972","Melbourne","March 27, 2017","a crocodile peak","fantastic crocodile show too much people though would be good if the show is spaced apart to give you time to watch each one they have crocodile ice cream lots of mosquitoes though so bring insect repellant"
"torkjell_11"," "," "," "," "
"Bergen, Norway","Bergen, Norway","March 25, 2017","Nice place","If you want to get away from all traffic and noise for a while then this is a great place to visit. They have of course a lots of different crocodiles but also some other animals to see. There is a ok souvenir shop and...More"
"Andrea C","Manila, Philippines","March 21, 2017","not a good crowd","this place has a lot of attractions. you can feed ostriches, see a really huge croc. wasnt too bad.   but the crowd was not ideal. we attended one of the shows; the host would have been funny but his punch lines were marked with canned laughter and sound effects you hear on the radio stations for jeepney drivers.   would not go back."
"LuxuryTravelCamel","Abu Dhabi, United Arab Emirates","March 21, 2017","Interesting for a brief visit","We visited the Crocodile Park on a morning outing in Davao. The park is interesting with many species to be seen. The highlight was the chance to feed the crocodiles in one of the enclosures. There are many great photo opportunities around the park, nicely laid out with specific suggestions of the best angles. All in all we enjoyed our brief visit to the crocodile park. Kids will find the park interesting and informative."
"MoriMike","Riyadh, Saudi Arabia","March 19, 2017","Educational Trip even for the Young Once!","Visited the place with friends. Also good for students on educational trips.  The park is mostly packed out with people in the afternoon. If you don’t want, go there in the morning which we did. But we stayed until later in the afternoon because I was waiting for an animal show inside the park and cultural show located beside the park. But I got tired from walking and wasn’t able to wait for the shows. So we left.  There are some crocodile quarters which are really crowded and some are not. But it’s not only crocodile you can see there. Lots of animals too! You have to buy food for the animals in order for them to move. We bought fish food for the koi’s. We feed them. Really weird the koi’s eating in your hand and exciting too! I really pity the tiger which is housed in a fitted cage. The tiger cannot move comfortably even.   There are souvenir shops and restaurants on the other side which serves crocodile sisig and crocodile lechon (which both aren’t available at that time) so we settled for crocodile ice cream instead. Taste like pistaschio ice cream and you can eat bits of nuts (but it’s not nuts) which I think is the crunchy crocodile. My friend was figuring out his ice cream when he suddenly spit crocodile skin and there are some scales included. Must try… Yummy!"
"fellaz b","Cebu","March 8, 2017","a must visit place in davao","this is a good place to visit while in davao; you will see variety of animals not just crocodiles. we really had a fantastic experience here"
"rej26qmd","Metro Manila, Philippines","March 8, 2017","A Zoo","It bears a name where you would have an idea only crocodile would be seen but you'll be sruprised they have other animals there. It's basically a zoo. Ticket price was 250 each and that would include entry to the croc park, tribuhan, and butterfly garden. The place is very nice, there are a lot of trees so even if you are there in the middle of the day, it is shady. They have animal shows in the afternoon featuring their best trained animals. There is only one place you can buy food. It was situated at the exit."
"Mulan H","Wollongong, Australia","March 7, 2017","A lot better than what i expected","The show was quite interesting with monkeys, crocodiles and other animals doing tricks. The dinner at the restaurant was delicious, serving crocodile meat. The fire show during dinner and the local Visayan entertainment was enjoyable too."
"YMCML","Manila, Philippines","March 1, 2017","Crocs galore","As the name implies, the place has lots of crocodiles of all sizes from baby crocs to adults. There's even a life sized replica of Lolong and some tigers in small cages. There's a monkey show on the day of our visit."
"costelmihaila80","Vancouver, Canada","February 28, 2017","Kind of wild that show with crocodiles","That show too hang a piece of meat and the crocodile ""dances"" is so wild. Every creature if hungry would act as in instinct to eat. Just as a cat tries to catch something that hopes to get in their mouths at the end of the day.Look back at the history and see how other nations took advantage of hungry people in prisoners camp and then think if is fair to laugh when a creature that is captive fighting for its food! Second, that fire show is very nice.Good job!  But the restaurant above just take advantage of the tourist attractions and adds fees and the price is just like talking advanced of your hunger so ad the crocodiles does an effort and ""dances "" then you too must ""dance "" in your wallet.If service would be good and nice smiling faces that asks you if anything is OK, time to time, then...I'll dance , otherwise, no way to get back there."
"Stuart H"," ","February 28, 2017","Nice park","Traveled the park in a day and I had alot of fun. Got to see many things up close and i would recommend this to everyone."
"doreentheexplorer","Cebu City, Philippines","February 24, 2017","Crocs in the House!","I got goosebumps upon seeing those green eyed monsters! Seeing them that many was overwhelming. You have to see their bird show as they feature animals with amazing talents!"
"027meps","Manila, Philippines","February 22, 2017","Entertaining","Going to the crocodile park was about 30 minutes from the city central. the entrance fee was 300 pesos which we did not expect when we came because it's not exactly cheap. But when we went in, it definitely was worth it and I think...More"
"David H"," ","February 21, 2017","Very fun place for family or friends ","Gotta visit if you visit! Go on feeding Sunday! They also have a great show before they go for feeding time. I have never seen the size of the gator they have ever!"
"Jennelyn T","San Jose del Monte, Philippines","February 20, 2017","For the animal lovers","When you visit the Crocodile park you should know in advance the schedule of their shows, as they have enjoyable shows in this park. And you also get to see those gators at their feeding time, as well as there are other species that you...More"
"kammmo","Launceston, Australia","February 20, 2017","Loved it ","I went with my brother and sisters. We enjoyed a lot there were a lot of crocodiles and other animals like ostrichs and owls which were kept their and we also had snake on our neck it was so scary to see but it was...More"
"cbgabronino","Cagayan de Oro, Philippines","February 19, 2017"," Tour with kids","Kids loved the big cat feeding with the New Tigers in the park. The largest crocodile Pangil had finally shown half his head and we marveled at his hugeness. Our best experience had to be being around free range sheep, ostrich, chickens and ducks and...More"
"Tinne S"," ","February 15, 2017","Be there in the morning","We arrived late so most of the activities there were unavailable. But the place was good. However, we had a hard time going home from there cause if there are no available taxi, you have to walk a long way or ride a habal-habal(?). Sana...More"
"Stuart K","Kent, United Kingdom","February 15, 2017","day out","crocodile park is very far away from most things but its worth the time going there ,but try to leave before it gets dark there are not many taxis around ,but they will call a taxi if needed"
"Ausdamo77"," "," "," "," "
"Singapore, Singapore","Singapore, Singapore","February 14, 2017","Great day out ","Went with my partner, wasn't busy and only $8 taxi from the city, plenty of crocodiles from all sizes and plenty other animals which was pretty interesting"
"Pilnas","Vienna, Austria","February 7, 2017","Was fun","Their show with parots and monkeys was fun. They have lot of crocodiles of different sizes. The place is definitely good for families with children."
"tolentinomaldex","Cagayan de Oro, Philippines","February 6, 2017","The Park with a Croco","Visiting this place makes me more excited to eat a croco icecream. With my kids and my mother, they find it more adventurous and exciting. Aside from ciewing the live croco the landscape worth a souvenir shots."
"AZ A","Fayetteville, North Carolina","February 6, 2017","A must see in Davao","This is a must see park in Davao for all ages including disabled people though park needs to add restrooms accessible to wheelchair bound folks. Must try crocodile meat menu in one of their restaurants"
"chaosuey","Luzon, Philippines","February 5, 2017","Thumbs Up!!!","first....its a little bit far from the center of the city you should come early so that you can enjoy the place better since some are coming by groups the bird show is really enjoyable theres a souvenir shop.....and an ice cream parlor beside the...More"
"Milany A","Davao City, Philippines","February 4, 2017","Still one of top tourist spots in Davao!","It was fun seeing crocodiles of many forms and sizes. It felt great watching them dance. It was a spectacular feeling witnessing their battle over food - scary but awesome. The place is great for people of all ages, especially the kids. The bird show...More"
"Mercy888","Manila, Philippines","February 3, 2017","Great for children!","Clean, organized, friendly staff. There was a bird show when we visit and delighted us esp the kids. The Crocodile Ice Cream is a must-try!!!"
"Jude B","Dublin, Ireland","January 29, 2017","Don't go in the evening.","The reason I gave this review a lower rating is because when we arrived about 5:30 PM, it's aleady getting dark and of course reptiles are more active during the day.It's not the fault of the park, but they should change their closing time to...More"
"Enigmausly","Houston, Texas","January 29, 2017","River Rafting","They'll tell you up to class 4, but even with the water up a little I didn't see anything above class 3 (from my prospective), would make a good family adventure ... good over all experience and would definitely recommend the trip if already in...More"
"564marketing"," "," "," "," "
"Laguna Province, Philippines","Laguna Province, Philippines","January 27, 2017","Worth the visit","One of the beautiful place in Davao, visitors can interact with the animals like photo shoot with snakes, and crocodiles, also feeding the fish and ostrich. Best experience with the kids."
"TingCO","Manila, Philippines","January 21, 2017","It's like a little zoo with mostly crocodiles","The crocodile park has several pens with crocodiles but I've seen bigger commercial types with many more. You can try the crocodile sisig here. It's strangely tasty. There are also many aviaries with many species represented.  The park is famous for their white water adventure, which is something like a theme park ride in actual nature (fun), and their famous fire dancer shows on Friday and Saturday nights (reputedly excellent though I didn't get to see it)."
"Gavin R","Timaru, New Zealand","January 14, 2017","davo croc park","DAVAO croc park is better than singapore zoo, heaps more interactive with guides etc.. great place to walk round , hawkers near by , nice place ... sept 2014"
"Mark w"," ","January 12, 2017","One of the best parks in the Philippines!","One of the best parks in the Philippines. Worthy of your time. They have their own version of animal show during Friday, Saturday and Sunday. Very educational! They also offer animal feeding-- fish, crocodiles and tiger!"
"Valdimar2013","Reykjavik, Iceland","January 3, 2017","Not worth the money","Omg there were a lot of crocodiles all over the place but they didn't move them selfs. Just like a lot of dead animals. Yes there are few other species but nothing that catches your eyes or made you feel like there was a life there. A big disappointment for us."
"Sam T","Philadelphia, Pennsylvania","January 3, 2017","Thrilling","The crocodile Park is not only a kids paradise of wonders, but for all ages. It will amaze you. You see various local birds, animals like the tiger. And off course you get to see the crocodiles being feed. Want to check out your nerves? Try holding a snake while someone tries to take a picture. Word of caution stay calm while the snake moves around your body. Ok now you have graduated from this, now the final check. Holding a baby crocodile. Now that you have done screaming & kicking cool your throat with crocodile ice cream. They have free WiFi. You are so tried & hungry try the crocodile fried rice and sauted crocodile.  Beware the fried rice is not a small potion it's huge. Have fun!"
"KimberlyGM","Makati Philippines","December 31, 2016","Concrete jungle","Felt sorry for the animals caged in concrete but it may be a personal preference. Lots of variety of animals not just crocodiles."
"DonDan16","Hamburg, Germany","December 28, 2016","Beautiful ","But of course the animals have too few space.  I had ice cream made of crocodile eggs and could hold a lemon colored snake.  They have shows for the trained animals. They advise the customers to keep the country tidy and not to throw things in the landscape. Good idea, but people that can afford the entrance fee should already have some basic socialization. "
