"User","Location","Date of Review","Review Title","Review"
"musickaren","Mandaluyong, Philippines","Reviewed August 25, 2016 ","awesome fire dance show!","watched the show after our visit at the crocodile park(which is located a few meters away).  emcee/host was funny. acknowledged the audiences from all over ph and all over the world.   they had a game before the show and the audience loved it.  saw a 6 (or was that 10-minute) fire dance show. awesome tricks and skills!"
"Oliver T"," ","Reviewed August 23, 2016 ","Educational Visit","This place makes you appreciate the culture of Mindanao even more as it showcases the lifestyle and habitat of some of the Mindanao tribes."
"Lawrence A","Quezon City, Philippines","Reviewed July 24, 2016 ","Fire dance!","You wouldn't wanna miss the amazing fire dance performed at about 6pm. It's a fascinating experience for the senses! One of the best."
"nprila"," ","Reviewed June 19, 2016 ","Lunch before visiting crocodile farm","Food was good. Place is colorful - I can see Mindanao. They have the sungka meal but since we are only 2 adults and a kid, we didn't order it. I think the main attraction is their band which plays during the night, so I suggest go there during dinner."
"Constantin106","Constanta, Romania","Reviewed June 14, 2016 ","Interesting!","Interesting, but not fabulous. It probably become more interesting late in the evening, when the shows begin."
"Medy1950","Davao City, Philippines","Reviewed May 23, 2016 ","An attraction within the city","If you are in the city and want to just enjoy the day, a trip to the Crocodile park is what you can do, And for lunch, you can try the various Tribu K dishes offered at the Tribu K Mindanawan"
"wildlfower777","Al Ain, United Arab Emirates","Reviewed February 25, 2016 ","Mindanao Cultural Heirtage Within Your Reach","The place is housed inside the famous Crocodile Park which is very accessible by Taxi Ride within the city of Davao. The place showcases a typical native house and its environment which serves native foods cooked the native way during evenings. There is also a regular show in the evening featuring ethnic dances and dramas performed by trained artists complete with authentic costumes and props. One can sit, dine and discover a the rich culture of Mindanao in this place."
"Ralph S","San Antonio, Texas","Reviewed January 14, 2016 ","Nice to visit while at the Crocodile Park.","This place is right next to the Crocodile Park and is a good place to buy souvenirs at a good price."
"ingmar b","Davao City, Philippines","Reviewed November 8, 2015 ","Crocodile is the best over here","the place is simple and so is the food. there was a lot out of stock. the crocodile was good but i never like it when there is a service charge."
"Rina S"," ","Reviewed October 13, 2015 ","Dance in the fire","I honestly underrated the fire dancers, until I witnessed them with my two eyes. Im used to this kind of performers in Boracay but Tribu K Mindanawan nailed it. Great performance."
"John Elbert H"," ","Reviewed October 10, 2015 ","Great Experience!","It was after the crocodile farm shows when we visited this place. Their performance was awesome!! the Fire Dance amazed everyone!! and the cultural show as well.. A Davao tour won't be complete without experiencing this."
"robmaghinang","Valenzuela, Philippines","Reviewed September 14, 2015 ","One of Davao's Highlights!","I went here after my river rafting tour that gave me a complimentary entrance ticket to the Davao Crocodile Park and Tribu K'Mindanawan. The fire dance is long enough and is well-organized. The team by the way has been featured on national TV during Kadayawan...More"
"Mits A","Taguig City, Philippines","Reviewed August 10, 2015 ","Very memorable experience!","A few minutes of waiting is worth it because the performers gave a good show. They even let us take their picture while inside their ring of fire. I love it!"
"mayi p"," ","Reviewed July 26, 2015 ","A must experience in Davao","I had second thought whether i should bring my guests from iloilo here to witness their firedance as they already have it in boracay. Good thing we went there and was just in time for their 6pm show. They are so great that we kept...More"
"Sheena F","Cebu Island, Philippines","Reviewed July 6, 2015 ","Amazing! Highlight of the visit!","Youll never see a fire dance as good as theirs. Dont miss their show at 5.45pm after your Crocodile Farm visit. So awesome!"
"Jan B","Davao City, Philippines","Reviewed June 12, 2015 ","a nice place to visit on Ma-a","we traveled there with my 5 month old son, (that time was a little bit raining) we eat there and bought a couple of souvenirs . place so good and so clean that you won't even want to leave the place."
"WanderLustDavao","Davao City","Reviewed June 7, 2015 ","Fun and entertaining ","Your visit to the Davao Crocodile Park won't be complete without getting a cultural fix at Tribu K. Here, u can find replicas of abodes of the different tribes in Davao Region. Cultural performances are also done during weekends. They also have a restaurant where...More"
"Zendel1234","Manila, Philippines","Reviewed June 7, 2015 ","Nice show","The tribu k mindanauan is consisting of young people who are fire dance performers. They offer fire dance show at night, this is after the people tour around at crocodile park at 7:30 pm. This is also an additional experience when you are in Davao."
"Hilary B","Cagayan de Oro, Cagayan de Oro, Philippines","Reviewed May 29, 2015 ","Fire dance show beside Crocodile Park","After visiting the Crocodile Park, we went to watch the fire dance show at the Tribu K'Mindanawan starts around 6PM. You can eat while watching the fire dance and also can take pictures with them after the show. On the way, you will pass by...More"
"Manila","Manila","Reviewed May 27, 2015 ","Talent and culture! Great mix!","The cultural presentations are excellent and unique. Audiences are very much entertained by the way the host handled the program. No dull moment. Great showcase of Filipino talents."
"wenlong3788","Bacolod, Philippines","Reviewed May 10, 2015 ","Excellent fire dancers","Didn't have the time to go around, just waited for the fire dance. It was spectacular! Not your ordinary poi fire dance. A must go."
"sweethomes","Cebu Island, Philippines","Reviewed April 29, 2015 ","amazing","We had a very timely arrival for we were able to witness the amazing fire show !!should have come earlier to tour the whole area.."
"adangoyjr","Dubai, United Arab Emirates","Reviewed February 12, 2015 ","Cultural Place","A simple cultural place in Davao City. Actually located just adjacent to Davao Crocodile Park. A good side trip if your visiting Davao Crocodile Park. Suggest to go there late afternoon as there are cultural shows sometimes."
"MijnlieverdFH","Amsterdam","Reviewed January 18, 2015 ","Awesome experience!","The best fire dance show so far compared to what i witnessed in some other beach parks. though this is in an inland park (beside the crocodile park) the show was awesome. Stay more for some eating experience too. You come and see it for...More"
"AsanSiDiwaAtShiela"," ","Reviewed January 10, 2015 ","Cultural Dining Experience","Best time to go here is Friday or Saturday between 5-7PM. Why? Because they have a 15 or 30-min fire show with about 30-40 crews. They also have games with prizes before the show starts. After the show, you can listen to ethnic singers dressed...More"
"Meinard V","Singapore, Singapore","Reviewed January 7, 2015 ","Great Show, A bit short though","The fire dance show was amazing. This is more than your average fire dance shows. The stunts and performance are one of a kind. Each act is a delight to the eyes that at the end of it, you'll feel it's a bit short and...More"
"Chrnzke","Makati","Reviewed December 2, 2014 ","Performance","Not your typical fire dance in Boracay or Puerto Galera. They take their performance to a higher level than those of their counterparts in other location. Their performance will leave you at awe if you have time to watch. Beside Crocodile Park."
"AppleVManila","Manila","Reviewed November 14, 2014 ","This is not about the show. This is about the food served on the restaurant.","Food is good but service took more than 30 minutes when they promised it to be served for 15 minutes. Wish they have a manager to oversee."
"AbiBermudaFernandez","Quezon City, Quezon City, Philippines","Reviewed November 1, 2014 ","Best Fire Dances!","I love the performance of fire dancers! Very spectacular. The tribu k'mindanawan needs to have a renovation, some statues and miniatures are destroyed."
"Oobeth P"," ","Reviewed August 28, 2014 ","Eating Place","Good to go here at lunch and enjoy the culture of Mindanauans. Eat and dine with Mindanao specialty food. It shows the vast art of Mindanao"
"shellyespinelli","Manila, Philippines","Reviewed August 12, 2014 ","Awesome Fire Dance","Loved the fire show!! Very intense, I think i was the one who felt nervous for the fire dancers! Food was great, decent prices too. Efficient service."
"Cherrymay D","Pasay, Philippines","Reviewed June 30, 2014 ","Intense fire dance!","Fire dance is the show you shouldn’t dare missing after visiting the Crocodile Park. World-class Filipino talents! Better seat in front (unless you are bringing a kid with you) for a closer view and to experience warmth of a real fire."
"nav795","Manila, Philippines","Reviewed May 14, 2014 ","High energy show","The fire show in the afternoons should not be missed. Dancers go about their dance routine while manipulating and rotating around their bodies paraphernalia with flames. The heat from the flames is enough to drive people seated in the front row of the small amphitheater...More"
"BGonzalez1973","Jewett City, Connecticut","Reviewed December 17, 2013 ","Nice","I didn't get to tour the village but ate at the restaurant after going to Crocodile Park. The setting is nice. The food is very affordable and taste good. They had 2 types of entertainment. One was a reenactment of traditional tribal dancing and singing...More"
"Davao City","Davao City","Reviewed December 5, 2013 ","Cultural Village in the City","For a city rich in cultural diversity, Tribu providea guests a quick tour of tribal life by presenting replicas of abodes of indigenous groups based in Mindanao. They also serve tribal-influenced dishea in their restaurant. Watch out for fore dance and cultural shows on late...More"
