"User","Location","Date of Review","Review Title","Review"
"Mimmy_Nicolas","Davao City, Philippines","August 9, 2016","So where did my P375.00 took me?Exploring Samal Islands at a low cost....","Just last sunday, I went on an Island hopping tour exploring the beautiful Islands of Samal. We started with Babusanta, then Angel Cove, then passed by Pearl Farm, then went to the Vanishing Island, stop over at Samal's Sand bar, then to Diaz Island then to Wishing Island.. A lot right.. So this is where my P375.00 took me.. A short but a remarkable trip away from Davao City.. It's a must when you're going to drop by at Davao City,never miss to visit the island.."
"Drew W"," ","July 20, 2016","Good but nothing especial","Average. Generally, i was expecting that the bankero would ask me to pay more but i'm glad i only paid 300 for the boat. We're 2"
"jeckli","Cebu City, Philippines","July 17, 2016","Communing with Nature ","The island is still in its simplest form. Though habited for the purpose of spending a night with friends & family yet still the simplest with all its basic necessities.   The sand if low tide will appear & if high tide, it would submerge. It still is the best way to spend it without any pompous elegance besotted to an exclusive island resort."
"HelenaGuerra","Washington DC, District of Columbia","July 9, 2016","Nothing much","Just an island that is submerged with the tide... We came here and snorkelled when the island was gone. You see some fisha fb there is some coral too, but nothing special."
"Andrew P","Swansea County, United Kingdom","June 26, 2016","Brilliant to see. ","The vanishing island literally is what it says. It's an island that vanishes below the sea when the tide comes in. It's truly a brilliant place to see and a must for anyone travelling"
"Charlie J"," ","June 22, 2016","Island hopping with my wife highschool batch","The water is crystal clear the sand are very fine and white, so if you want to go on swimming in a good weather condition, with your family and friends i highly and gladlly reccomend this island for you, just bring your own food on the boat you are rented.  Charlie J."
"Christine Gay B"," ","May 7, 2016","old, squeaky house","The place itself is captivating because we've seen a lot of starfish however the house that we stayed in is sooo old and squeaky"
"AnNe Y","Davao City, Philippines","April 19, 2016","Amazing Place!","Beautiful and very nice place! Relaxing and peaceful..Far away! beautiful island..white sand, you can see fishes swimming anywhere."
"tainted_canvas","Philippines","March 7, 2016","Go there just to see what's up","If you will be going on an island hopping trip, might be okay to skip this. It's just a small island. The best part was the star fish. LOTS of tiny star fishies which i love. It's also a great spot for a romantic photoshoot."
"Myrhael A"," ","February 8, 2016","Nice","It is nice place to visit with your family, friends and loveones If you have timeyou should visit this place and enjoy while you are there."
"Kates A","Davao City, Philippines","January 30, 2016","An ideal adventure site when visiting the Babak part of Samal Island","This sand bar will surely entice you when you are on the plane. So I really took effort to research about this place and how can I possibly go here. This is like the famous sand bar of White Island in Camiguin, but just within your reach. You can contact a boat operator in barangay Tambo in Babak district to bring you here. Php500 for a round-trip boat transfer. Then you can bring food, just dont leave your trash here. There are government employees that mandates in the area, so an environmental fee is collected from tourists. A ideal time to visit is early morning. More sand bars appears at the middle of the day. There are also a lot of resorts along the shoreline of Babak that faces the Vanishing island. Our favorite is the island french, its a good stop to have lunch, swim, and to play with their pets."
"Denver P","Cavite City, Philippines","January 26, 2016","Must visit Samal wonder","We're super lucky we visited there during low tide. Check the tide calendar or ask your boatman to leave early in the morning. Its close to Babak town and only one boat/banca ride away.  The sand is white. You need to experience the very breathtaking sandbar. There are lots of shells, sea urchins and starfishes around. There are area with trees and theres an old building where you can rent to eat and stay. Honestly, i wanna try that next time.  The boatman can bring you to the area where you can snorkel and see more starfishes. Its there where i saw a black starfish.  See it for youself: REALLY WORTH IT. It will complete your Samal tour."
"Harvey T"," ","December 20, 2015","Love that place!","I've been there! Wow! So amazing, it can vanish itself! Yey! Must try! I can't wait to go back there!"
"SimonDabbs","Davao City, Philippines","December 18, 2015","Don't forget your sunblock","Vanishing Island is few minutes away from Samal reachable though a banca. The area is good for swimming and snorkeling and it has a good stretch of white-ish sand bar. There is no facilities or food available onsite. Do not forget your sunblock because it could get very hot late in the morning until afternoon. Also, leave the mangrove alone! And bring your garbage as you go!   Keep the island clean and beautiful."
"Mark B","Melksham, United Kingdom","August 20, 2015","Interesting view of mangrove coast","We visited on a voluntary mangrove-planting day. It was fun. The facilities are a bit primitive, but it gives a good insight into the coastal mangrove habitat, with some good snorkelling experiences."
"WanderLustDavao","Lake Arrowhead, California","August 1, 2015","Jump into the ocean from your room.","This island is Part of Pearl Farm...Take the boat out to the island for a delicious lunch. They have the best salads in the Philippines."
"Doug H","Davao City","June 28, 2015","Sliver of white sand","This sandbar is great place for swimming, snorkeling and dipping. Just 3 minutes away from mainland Samal. No facilities here, this bring whatever is necessary. Mangroves are planted in the area for a good reason, so don't pluck the young ones out or cut the branches of the older ones. Bancas are available to get you here. "
"Nece Jean T","Seattle, WA","May 1, 2015","Nice visit on our Island Hopping Trip","Decent beach and nice stop for snorkeling. I preferred the Coral Garden near Talikud Island. But, for any island hopping trip, Vanishing Island is a must stop."
"MijnlieverdFH"," ","April 22, 2015","Worth-while visit","A nice place to visit...though swimming is not that great near the island..there were a lot of sea urchins and the water is not that totally clear."
"grace175","Davao City","December 31, 2014","Being ""Robinson""","Ocean - tropical atmosphere - you alone - far away from civilization - fishes - sunrise - sunset - Robinson Crusoe - an amazing and awesome adventure."
"abudhabiTravELogUe","Davao del Norte Province, Philippines","October 22, 2014","Like A Paradise","woah!!. im lost for more to say..but its so wonderful like a paradise :))) i wanna go back there with friends....."
"wyn0nna","Al Ain, United Arab Emirates","September 4, 2014","high tide or low tide? ... make a difference! help preserve the sanipaan or vanishing island!","I live in Samal Island and it has been a normal routine to enjoy the serenity of the place everytime I go home for holidays. My recent visit (august), was different this time. WE coordinated our trip to the brgy. officer of Tambo to help...More"
"Reyosabajr","Cebu City, Philippines","May 8, 2014","an island very near to the city","The beach is nice but i was expecting more of the place. I thought the infinity pool is very wide but it is not in person. the service is very slow. however, the bathroom is clean."
"summer q","Paranaque, Philippines","April 7, 2014","Wow!...","We had a lot of swimming from different beaches and this one I should say is one of the best....white sand beach...in the middle of the sea/river.....we went there in the morning so the water was up to knee to belly-deep....water was so clean!..Even just...More"
"nyle_river","Manila, Philippines","March 15, 2014","Great view!","I just saw this place from a distance but it was breathtaking.great view and i heard a good place for snorkeling."
"My26"," ","February 24, 2014","nice cream colored sands","I've been to many islands but only the vanishing island has the biggest star fish I've seen so far. I bought a snorkeling gear just for this trip and I'm just okay with what I've seen. Nothing much to see but seaweeds, grass and starfish."
"Unica Hija V"," ","September 14, 2013","nice white beach","you need to know if its low tide otherwise there's nothing to do there besides swimming. No nice corals for snorkeling also. No cottages or tables where you can sit & eat. No entrance fee."
"466Neo","Makilala, North Cotabato, Philippines","May 27, 2013","side trip","my friends and i stayed at the japanese cave house at camudmud. the caretaker there told us about the vanishing island. he took us there via a fishing boat.hahaha! we enjoyed it so much there that i didn't let the chance of capturing moments pass...More"
"Pieter-Jan V","Luzon, Philippines","August 18, 2012","The Lost Paradise","I shall return! > be right back to write my first review about my solo backpacker's visit to what I wanna call the lost island of Samal....;) >I just need to have an account here"
"CheParacuelles","Samal, Davao, Philippines","August 10, 2012","White sand","In high tide this island vanishes. You rent a boat going there in precious garden of samal. This hotel is in front of vanishing island. Nice white sand good for picture taking."
"ccduckie","Davao City, Philippines","April 26, 2012","A weekend activity in Vanishing Island","April 21, 2012 is the day that I planted five (5) Mangrove tree seedlings in Sanipaan Marine Park in Vanishing Island after which we enjoyed swimming. The place is so nice and amazing because the Vanising Island in the middle of the sea. If it...More"
