"User","Location","Date of Review","Review Title","Review"
"Ailene E"," ","January 3, 2018","not properly maintained","some areas need to be renovated. comfort rooms are unsanitary. there is no available guide, there are some description on cages but some are hard to read. just pay the entrance fee go inside and tour yourself."
"PHExplorer"," "," "," "," "
"Manila, Philippines","Manila, Philippines","December 31, 2017","Absolutely a must","Do not expect a zoo. The center is simple, but with the small resources available to them (entrance fee is low) they did an excellent job. The birds are impressive to see, and there are many of them. The forest setting is wonderfully fresh and shady, and there are a few other animals that can be enjoyed. There is not too much explanation though, one aspect that could be improved. For young children it may easily get boring - you are watching birds after all. But for those who have never seen one of these elegant and endangered birds before, I recommend a visit. Plus the center definitely serves a good cause."
"Agnes Grace T"," ","December 21, 2017","Indeed, A Tourist Attraction","If you haven't seen any eagle ever since, you must visit this place and see the wonders of eagles and nature in this place."
"efrenr916","Taguig City, Philippines","December 14, 2017","A Filipino Treasure All must see","The Phil Eagle, the eternal symbol of Mindanao & Philippine Strength & Tenacity is conserved in this Centre. Witness the majesty of this apex predator, the true king of the skies. See eagles bred in captivity, the last and final chance to conserve a National...More"
"redgotsohigh","Manila, Philippines","November 26, 2017","A Must See!","This place has an entrance fee of P250 but its definitely worth it. We get to see eagles for the first time and man they're all huge. There are other animals as well as as owls,boar,monkeys and all but really the highlight are the fierce...More"
"Jim P"," ","November 26, 2017","No Longer Called the Monkey-eating Eagle","When I was at this place in 2001 they wouldn't let you within 100 feet of the eagles' cage for fear of scaring the pair away from breeding. By November, 2017, there were Philippine eagles in cages all over the place and you walk right...More"
"ymalih","Davao City, Philippines","November 16, 2017","Educational","Visiting the Philippine Eagle Center is getting back to the basics and be one with nature. One gets to learn more about the eagle and be amazed by its physical features as well as becoming fascinated of its key role in the environment."
"RaffySun61","Makati, Philippines","November 12, 2017","Must See If You Find Yourself In Davao","It was a nice but sad visit. Nice cause we got to see Pagasa the eagle and his other companions but sad cause the facility could use a lot of improvements. Everyone should donate. They need better and larger enclosures for the eagles and other...More"
"MrSnatch","Worcester, United Kingdom","November 11, 2017","Philippine Eagle Centre","I visited the centre based on reviews I read on trip advisor. Personally they were quite misleading. We travelled from Lanang having to use a bus which took approx 45 minutes then had.to grab a tricycle to the centre upon arrival there were locals selling...More"
"lionlamica"," "," "," "," "
"Florida","Florida","November 8, 2017","COOL PLACE, BIG RAPTORS","Went here today with my family and we had a great time looking at all the stuff from the very large croc to the phil eagles, owls, and other raptors, and the monkeys which were putting on quite a show for my family. If your...More"
"Raf O","Philippines","October 20, 2017","Amazing Eagle","The most beautiful eagle I've seen in my life..it's huge and looks different compare to other eagles. Tropical forest place is well maintained and preserved."
"Laney C"," ","October 17, 2017","Love it!","Visiting the Philippine Eagle Center was my reason of going to Davao. It was raining, but I can’t cancel going to the center cause I’m only staying in Davao for 3 days. I haven’t been to a sanctuary so I can’t compare. Going there alone...More"
"Valdis A","Kremenchuk, Ukraine","October 16, 2017","Huge Eagles! ","Nice Park for any age guests. Huge Eagles are living in a good condition and well-maintained place. Ask to take you a photo with eagle. Only in Davao!"
"mangomagnate","Davao City, Philippines","October 3, 2017","worth a look","Been there many times always enjoyable trip. Can get a tour guide if you want but not always needed."
"smartsmartin","Manila, Philippines","September 27, 2017","Hello Pagasa & other PH Eagles!","First time here despite visiting Davao countless of times. Great to have kids with you since they will be wide eyed upon seeing creatures they only see in books. For Filipino adults, just seeing Pagasa (the first PH eagle bred in captivity) perched atop a...More"
"Mon-Mon M"," ","September 24, 2017","Mighty Birds","Very informative tour. Sad that the birds are still not a lot in numbers. But happy that there is something being done about it."
"hallslim","Abu Dhabi, United Arab Emirates","September 13, 2017","Happy Weekend","It is a nature trip and a wonderful appreciation of this royal and marvelously amazing bird. I have been here many times and still in awe of this place and esp proud that we are blessed with this Majestic bird,the one and only Philippine Eagle....More"
"I_Am_Gretchen"," "," "," "," "
"Manila","Manila","September 6, 2017","The Philippine eagles are majestic","The Philippine eagles are majestic. We were in awe. Entrance is at 150 pesos. Wait for the eagles to open their wings or fly from 1 branch to another."
"Xplorer368"," ","August 16, 2017","Beautiful animals, please donate and make it better","I am amazed at the size of the birds... absolutely beautiful animals. The trainers were really educational and accommodating. The facility needs more help... you can help by donating the facility."
"rainbowwarrior126","General Santos, Philippines","August 14, 2017","One of a Kind!","I've been there twice. I went there for the third time with my family because i wanted to show to the kids how beautiful the place is and at the same time to allow them to learn more about our national pride. We are lucky...More"
"SimonDabbs","Melksham, United Kingdom","July 16, 2017","A really good insight into many types of eagle, and more.","Arriving at the centre, we were greeted warmly. To our amazement, we found we had our own personal guide, a young internee who told us she was a student of biology. She was excellent, and we had an entertaining and very well-informed tour of the...More"
"so g","davao city","July 13, 2017","Must visit!!","Educational and a wonderful way for children to appreciate Mother Nature and the web of life!! You can arrange for a tree planting and/or a donation for your party to leave imprints on foot paths!! allow an hour to see the short video presentation and...More"
"Jeremiah Anthon... R"," ","July 11, 2017","Very nice place to appreciate nature ","It's a cross between a nature park and a reserve... You'll really appreciate the work of the centre in keeping the eagles alive and well... You can see not only eagles but also other birds and animals so it's also like a zoo... A definite...More"
"LG C"," ","July 7, 2017","Beautiful Bird Sanctuary","From start to finish the Philippine Eagle Center was a journey worth taking. We planned the day around this activity because it seemed to have been about an hour drive from the hotel we were staying at in the city. We received a guided tour...More"
"Anne P"," ","July 5, 2017","Impressive Place","This place is really interesting and very inspiring knowing that there is a group/team who works really hard to take care of our eagle and other species. I hope that they will have more advertisement, tarpaulin, billboard in the city to encourage people to visit...More"
"radeo25"," "," "," "," "
"Davao City, Philippines","Davao City, Philippines","July 3, 2017","the national bird of Philippines","that time a visit i'm alone, i enjoyed watching the different eagles in cages, a i feel i'm in the jungle walking alone hearing some noise of birds, and you must visit if you are in davao city , it accessible to go this place...More"
"aoc827","Cebu City","June 26, 2017","Every Filipino should visit this place","It was definitely amazing to see how big the Philippine Eagle was and how wide is its wing span. There is even a small museum there that could be entertaining for history buffs.  Location of the conservatory is a bit far from the city but definitely a place to go to while in Davao."
"Don R"," ","June 22, 2017","Must see","Feels proud to see the largest eagle is found in the Philippines. They also have other types of large birds, a crocodile, philippine dear and a pond. I wish other large companies will support the center and further promote public awareness of the monkey eating eagle."
"Jerrilyn B"," ","June 10, 2017","A must Country Side Tour!","Philippine Eagle Nature Center (also known as Philippine Eagle Camp) is more or less an hour drive from the city proper. It's a bit far, so its hard to commute thru jeepneys, so we decided to ride on a taxi but because its a bit far.   It has different species of our national bird as well as other species of birds, mammals and reptiles. This center aims to educate visitors to conserve and save the endangered species like the our very on Philippine eagle.   This place was very peaceful you will just hear the chirping of birds, the rustling of leaves and the sound of wind blowing .   If you're in Davao you must visit this place, especially if you are a nature lover <3"
"Sol P","Davao City, Philippines","May 26, 2017","""Davao Vacation NOT complete- If Haven't seen How High Philippine Eagle Fly""","Philippine Eagle is now endangered specie and other than Durian Fruits, Philippine Eagle symbolizes Davao City. The venue is an hour ride from the City, best to travel with groups and with vehicle. There are many animals, souvenirs, fruits in the area. Bring your camera or cellphone, the ambiance is nature and you can take pictures with flying Philippine Eagle as your background, wear rubber shoes or sandals. Along Malagos street, you can also visit Malagos Garden Resort, Dairy Best etc.... fruits in Calinan are cheaper than buying in the city.  Enjoy your vacation with the Philippine Eagle."
"Floreces","Davao del Sur Province, Philippines","May 24, 2017","Educational Trip","Updated Fees: Php150/adult Php100/child  Free picture taking and viewing with the monkeys and eagles. There are also souvenirs and foods available outside at the Philippine Eagle Center.  Location: More than 1 hour away from Davao City center and more or less 5 minutes from Malagos Garden Resort."
"John L","Surigao del Norte Province, Philippines","May 23, 2017","Flying High With Philippines Eagle","This place is becoming well known but it's a bit of a distance outside of the city area of Davao. If you are with a couple of others you can share a taxi, the only really sensible way to get there. From a nature point of view, I always thought the Australian wedged tail eagle and the American bald eagle were the biggest. So, it was a pleasant surprise to know that these magnificent birds are at the top of the tree.  It's reasonably nicely set out without being too commercial, opting for natural surroundings. There is food available, resting places and a few other animal species there. Crocodiles, monkeys, darn big pythons, a goat or two and an animal of which I took a photo but have no idea what it is. There were a couple of sea eagles and koi fish pond. All adding to the ambience. Here's a tip - don't eat lunch there. There is a restaurant not too far away called Mountain Top Restaurant. Magnificent views while eating your meal and the scenery makes for great photos."
"Luke T","Gingoog City, Philippines","May 19, 2017","Wonderful place to visit beautiful Birds","These birds are so beautiful and so grand, I love watching them. And it is wonderful that the people are doing their best to insure that they will be around forever"
"Loreenstadie s"," ","May 14, 2017","beautiful place","This is must see as the Eagle is the largest eagle in the world this is located far from the town proper, it is about 40 mins to 1 hr travel by bus from the bus terminal to Calinan located beside Unionbank in San Pedro Extension. We were so happy to be so closed up with some eagles and had beautiful photos of them."
"John Q"," ","May 11, 2017","Visit to the Philippine Eagle","A visit to the sanctuary of the endangered Philippine Eagle should be encouraged for Filipinos and bird lovers. The Philippine Eagle, the country's national bird, is one of the biggest birds of prey in the world with a wingspan of over 7 feet. It is also endangered with an estimate of less than a thousand in the wild. It is endemic to the Philippines only. The Sanctuary provides care for eaglets and wounded eagles in order to allow them to survive in the wild eventually. There are also other specie of birds in the sanctuary including hawks and owls as well a fauna such as deer, monkeys and wild boar. A visit to the sanctuary involves a walk-through along jungle paths. The walk-through is quite primitive but provides a more natural ambience to the visit. Best to bring raingear because it often rains in the vicinity being at the foothills of the Mt Apo mountain range although the sanctuary provides umbrellas to visitors."
"Ram_B1969","Cebu City, Philippines","May 6, 2017","Go There For The Eagles","The place was quite far if you're based in the city proper so try to save ample time for the road travel, and consider possible traffic. If you go there with the primary intention of seeing the eagles, then it's worth the trip. You'll see them close. Although it's still a pitiful sight to see some of them without a cage but then tied up. Made me think which one's better for the bird, to be in a cage but not tied up or out of cage yet tied. The plants and trees are so healthy and naturally beautiful. Bring your camera, wear comfortable shoes and prepare to walk on unpaved or partially paved path. Wear comfortable cool clothes and bring your hanky or small towel for your sweat. Apply a mosquito repellent so you'll have a comfortable time. The park's not that big and you'll be done in an hour or less, but for me it was a short yet full and enjoyable experience."
"elviep2014"," ","May 5, 2017","Nice but quite far","We had to rent the hotel van to reach this area as it was far from the city centre. One cab driver was willing to take us there for a flat fee of Php 800 one way. The centre charges admission fee of Php 200 per person which discouraged some of the Filipino tourists who arrived at the same time as us. Quite an educational trip for us but somehow not worth the close to one hour trip to get there."
"Eve14_T","Makati, Philippines","May 4, 2017","Sad state of the Philippine Eagle","2nd time to visit but the first time was better than our last trip. Last time we saw Pag-Asa in his cage very clearly but this time we barely saw him. The cage was all covered up by trees not trimmed and crawling plants. The place was not maintained properly and there were lesser eagles. We were not able to visit the hatchery. But still the eagles are majestic "
"JanaK123","Penang Island, Malaysia","April 30, 2017","Amazing to see these eagles","We went at the same time that a group of youth (scouts?) were there so it was loud and perhaps we didn't get as much attention as we would have. The signs posted were informative. It was sad, though, to see eagles tethered. I hope that they were put in aviaries or something at some point so they didn't have to just stand on poles. There were some large aviaries so that was good to see. The Philippine Eagles are amazing creatures."
"reelrodcover","Montgomery, Texas","April 15, 2017","Great Fun plac","This is must see as the Eagle is the largest eagle in the world. Can take great pictures and have a grand time."
"Amil J"," ","April 14, 2017","unique experience","visited here on 2004 with family, it was a great experience. what's unique about it was the main attraction those monkey eating eagles they are amazingly huge. beautiful nature."
"TruthCalifornia"," "," "," "," "
"Boston, Massachusetts","Boston, Massachusetts","April 11, 2017","An excellent place to see this eagle up close","We were fortunate to see this eagle species in the wild. However, a scope view is not the same as an up close view. I don't like zoos but at this research centers, the eagles have a chance to breed and perhaps will be safe until the mountains will again support them."
"paulapple","england","March 24, 2017","Good spot","Nice place in cool gardens. Plenty of eagles and other birds in large cages. Research and education undertaken. Very interesting"
"HMix","Taguig City, Philippines","March 23, 2017","Eagle Center at Calinan Davao","A bit far but worth seeing these gorgeous animals. I noticed that they have fewer animals now compared to my previous visit in 2011/2012. You can get a cab (contrata or agreement style). They can wait for you for 1-2 hours. There are eateries on...More"
"Princess M"," ","March 22, 2017","Family Bonding","Philippine Eagle Center houses several eagle who have been injured, captured as a pet and was rescued (its illegal to have them as pet etc because they are endangered and endemic in our country) there's also a big cage separated in the middle where male...More"
"Majewel1987","Makati, Philippines","March 16, 2017","Philippine's eagle","The place is not well maintained. A lot of mosquitoes. I still want to return to this place since the fees will help feed the birds."
"Olga P","Vancouver, Canada","March 15, 2017","Not to miss this visit!","Excellent and surprising find in our travel to Davao- the centre had amazing collection of plants and eagles. We were so happy to be so closed up with some eagles and had beautiful photos of them. We are impressed with the cleanliness and lush garden...More"
"rej26qmd","Metro Manila, Philippines","March 8, 2017","Must-Visit in Davao","It is located in Malagos. Entrance fee is 5 pesos at the park, where the Philippine Eagle Center is located, and 150 pesos at the center itself. It is a bird sanctuary where you can also find other birds. The place encourages disinfection before you...More"
"Märijoice Angel... G"," ","March 4, 2017","Eco-friendly, Refreshing Tour with a Romantic Twist","The trip here is enjoyable when you commute like locals do - jeepney then motorcycle ride ;) Boyfie and I enjoyed watching and taking photos of the august eagles and the other animals taken care of in here. They are the living mementos that this...More"
"YMCML"," "," "," "," "
"Manila, Philippines","Manila, Philippines","March 1, 2017","Majestic Philippine Eagles","Metered taxi from the airport costed me almost 600 pesos one way on a light to moderate traffic. It's quite far from the city proper. Other options is to commute but it will take you a little more time to get there. Seeing the Philippine...More"
"masoraidar","Cebu City, Philippines","February 25, 2017","Nice","Awesome place to visit! The uncertain future of the Philippine Eagle should remind of how many species disappear from the surface of the Earth, not only through evolution."
"tom1941","Philippines","February 15, 2017","Nice drive if you have extra time","I enjoyed the drive from Davao to the park. Their were not really a lot of birds like at the park in Singapore. A cage of monkeys. It was clean and I did enjoy the day. There are a lot of vendor stands and I...More"
"bhsceo","Davao City, Philippines","February 15, 2017","Best Eagle Park","Very much attractive & worth visiting Eagles viewing amazing.Beautiful garden & huts around. Like shopping era and cheap products."
"mike j","Eureka, California","January 29, 2017","A bit of a long drive but worth it","If you want to get close up views of Phillipine Eagles, Philippine Fish Eagles and other native birds of prey this is the place to go. There is also a rather large crocodile there amoung other attractions. The downside to this attraction is it was...More"
"evol68","Las Pinas, Philippines","January 20, 2017","Put anti-mosquito on your face","There was a P5.00 fee to get to the entrance of the Philippine Eagle Centre where you have to pay P150.00/person. I don't know what the P5.00 was for. Anyway, as soon as we started walking into the Centre the bugs came to our face,...More"
"Mark w"," ","January 12, 2017","So Refreshing.....","One of the highlights of our Davao Tour. Should be visited especially for those who haven't seen an Eagle Park. People from Davao are very friendly. Even without using Google Map, I am pretty sure that anyone can help you out in getting here:)"
"Jemima M","Sydney, Australia","January 12, 2017","Beautiful specimen","I commuted to the Eagle centre via jeepney/van. I took the Calinan route from Quimpo Boulevard. It costs 40p only then I took a tricycle to the centre itself. There's an environment government fee of 5p for adults and 3p for children. Then there's the...More"
"Michael m"," "," "," "," "
"London, United Kingdom","London, United Kingdom","January 10, 2017","Much bigger than I expected","It’s a bit out of the way, but its really worth it, large variation of animals and nature for a very cheap value. Beautiful nature but be careful of the insects and mosquitos. No food can be bought so bring a picnic, there are 2...More"
"JP N"," ","December 22, 2016","Highlight of My Davao City Tour","I chose to commute to the Philippine Eagle Center, which was about 40kms from the city center. For someone like me who is from Manila, this is like travelling from the CBD to the nearby province of Laguna. Thanks to the warmth of the Dabawenyos, it was an easy commute.   The park is a sanctuary of rescued eagles, and other endangered wildlife. The entrance fee is PhP150 (USD3.00) and is worth every penny. "
"DonDan16","Hamburg, Germany","December 21, 2016","Wow","Much nature, many animals. I really liked the lots of different plants the most. So great new kinds of palm trees. But of course the eagles are impressive, too. They are so big and they like to look really serious. Plenty of other animals and things also."
"RenatoPinoyExplorer","Dubai, United Arab Emirates","December 21, 2016","Captivating experience","If you love nature and support the conservation of Philippine Eagle well this is the place to be. You will have a glimpse of the national bird and be proud of what the center had achieved so far. Aside from the mighty and majestic Philippine eagle there are other birds and other animals around which will fascinate every animal lover. The whole place is also reserved so the enormous trees can still be found. It was really a treat for me and my family."
"Greeg G","Davao City, Philippines","December 20, 2016","Amazing","it is good to know them better when you meet them personally. aside from birds, they also have monkeys, dear, fish and some other creatures"
"TheGrandTourista"," ","December 18, 2016","I love the captive birds ","So much lovely birds in captivity. They are doing g a great job running this zoo. All animals are in tiny cages the size of tiny trucks. Will go back again."
"onlyndz"," ","December 5, 2016","Majestic Eagle of the Philippines","If you want to get a glimpse of the Philippine's national bird, this is the place you want to go to. This endangered bird is now making a comeback through the conservation efforts of the Philippine Eagle Centre. The center is an aviary with several species of raptors with the Philippine Eagle on the spotlight."
"Gali_Valiente","Manila, Philippines","December 1, 2016","Haribon - one of the largest eagles in the world.","The protected home of one of the largest eagles in the world - the Philippine Eagle. It's the only place where humans attempt to reverse the trend of the endangered eagle by making this a safe haven for the birds to propagate. You will see here the magnificent eagles in their protected habitat.   'Haribon' is short for the tagalog phrase haring ibon (""King of birds""). They are endangered and it may be a rare chance to see them before they disappear for good (hopefully not)."
"sjg0279"," "," "," "," "
"Sydney, Australia","Sydney, Australia","December 1, 2016","If you care about the Phil Eagle one must go here","Good experience. Worth the long drive to the location. Be ready with your own water as the trip going to the place is quite long. Highly educational!"
"Marissa A","Manila, Philippines","November 22, 2016","The Mighty Birds","It was my second tour of the park but this time it was truly an engaging one. A bird handler named Buroy, brought out 2 eagles for a video and trick photo shoot. Amazingly, the birds appeared to be perched on my left arm and on Buroy's cue would extend and flap their wings. It was indeed a surprise interaction, educational and fun, worth sharing and promoting. The park could make this an official attraction and earn more funds for these endangered birds."
"tonitanch","Manila","November 20, 2016","Must see place when in Davao","The Philippine eagle is one of our country's treasures so it is really good that the public can see it in the confines of a park. It is a good learning experience to see all our other indigenous species like the civet, the deer, wild pig, owls, hawks. It was good to spend some time within a forest. Visit this place and help protect the Philippine eagle. "
"La D","Davao City, Philippines","November 16, 2016","Educational","It's the best spot to see real eagles, especially the Philippine Eagle. The Centre is good for an educational trip as well"
"Enitsirk C","Winnipeg, Manitoba, Canada","November 15, 2016","Bird's eye","I had fun exploring and taking pictures of the Philippine eagles but they could improve it more by ensuring the cleanliness of the place. Expect insects like mosquitoes to bite you, or bring your own insect repellant."
"tito u"," ","November 11, 2016","Eagles unhappy even in huge cages","Like my review on crocodiles, this is completely subjective as I advocate humane treatment to all animals as an essential part of our environmental preservation.  For a start, the compound is not well-maintained -- the grass unkempt and trash abound. While the center is supposedly being ran by scientists and experts on the field of eagle species conservation, the whole exhibit area never fascinated me. I'm not sure how we can make the eagles enjoy their stay while in captivity, while being experimented on for propagation? It's best to visit the Malagos Bird Sanctuary and Resort nearby and be enchanted with the welcoming committee of colorful talking parrots and other birds perched on each handler's shoulders. "
"AmorSabella","Davao City Philippines","November 11, 2016","Nature and Educational","It is always nice to visit the Philippine Eagle Centre in Davao... It is about 20kms. Away from the City so it is good to visit the place early... You will pay around 80Php per person and you can go around the center and view the Philippine Eagle. The Centre has Description of their animals there so it is educational for Children.. Make you you bring mosquitio repellent and expect lots of other insects. Make sure you wear comfortable shoes and bring extra shirt and water."
"Amy S"," ","November 6, 2016","TO GO OR NOT TO GO...PHILIPPINE EAGLE CENTRE A REAL WONDER!","My best friend thought of inviting my family and I to visit the Philippine Eagle Centre. And since the place is so far away from the city, I thought of not going; however, my best friend insisted so we went. It was a big surprise to see the huge cages where the eagles were kept. Never miss visiting the area if you are in Davao City."
"Maia_0515"," "," "," "," "
"Davao City","Davao City","November 3, 2016","Life at its best...","This has been my favorite tourist spot in the city. Philippine Eagle center is one of the Davao's educational tour destinations..."
"Buffy M"," ","October 20, 2016","A must!","Visit to the PH Eagle Center is a must! You can feel the majesty of the Ph eagle when you see it in person. Be sure to help In the preservation of this majestic beauty."
"JamesKoh","Singapore, Singapore","October 12, 2016","Philippine Eagle Centre","Nice place but quite far from Davao city centre. Need to book a taxi to get there and do ask the driver to wait and bring you back to your hotel."
"GreenOnePointFive","Quezon City, Philippines","October 11, 2016","Eagles teach us how to Love.","Eagles teach us how to Love. Visit this place and it will teach you how to love. Naturally, eagles are monogamous. They are loyal to their partners. They are strong and protective. Visit and enjoy the beauty of eagle collection and learn how to protect...More"
"MrAngry50","Oman","October 7, 2016","What could have been soaring heights !!!!","You must admire all those involved with this centre. It is not aimed at tourism but due to financial restrictions they need the visitors to fulfil their dream of keeping the Philippine Eagle from extinction. The Centre has probably seen better days as must looks...More"
"lambourne717","Brisbane, Australia","October 6, 2016","Amazing eagle","So glad I didn't skip,this. It's a well organised centre with safe paths and plenty of information. 5 pesos to get into the park and then 150 entry fee. About an hour out of town."
"oindu_des_Alpes","Iloilo City","October 6, 2016","Mixed feelings watching these magnificent creatures","The reputation of a must see in Davao. Yes, the eagles are magnificent and there is quite a variety of them. But you can't prevent feeling sadness in seeing these wonderful birds in cages that, while allowing a good sight of them, mostly seem too...More"
"MediciBoy"," ","October 4, 2016","Educational","Very educational and quite entertaining too. By visiting the park, you also help in the Philippine Eagle conservation efforts. Highly recommended if you're going here with kids."
"Jamal M"," "," "," "," "
"Bandar Seri Begawan, Brunei Darussalam","Bandar Seri Begawan, Brunei Darussalam","October 3, 2016","Eagle Sanctuary","The Eagle Centre is a long distance away from Marco Polo Hotel and located in the jungle as this species need a natural breeding ground. The huge size of the eagle amazes me and the beautiful bird is very rare that it has been designated...More"
"Rino S"," ","September 24, 2016","Good","It was better than I expected. Animals were well taken cared for. Entrance fee was reasonable and you can get your money's worth if you stay longer and watch or take pictures.  Just make sure that you have bug spray as the area is 'wild' and there are insects flying to your face. Also, watch out for little snakes."
"Stuart H"," ","September 23, 2016","Family visit","some parts needed upgrading but overall is an excellent and educational visit for both young and old."
"Benson C","Hong Kong","September 21, 2016","Witness Philippine Eagles in action","This is one of the new zoos to feature the Philippine eagles as it is also used as a conservation base to rehabilitate the species from the deforestation in the Philippines. Donors are brought to finance baby eagles and sponsors are named in the cages of those eagles in the zoo.  There are numerous feeding times where the eagle is fed a live monkey for it to hunt in its cage.  Aside from the eagles, also get a chance to see other wildlife like the Philippine crocodile and the mouse deers in action."
"nccuaresma","Quezon City, Philippines","September 11, 2016","Nice place to visit with the kids","A good place to learn about the eagles. I hope they would preserve the place well since some areas are no longer maintained well."
"travelology_ph","Davao City, Philippines","September 9, 2016","Conservation Area","This place is not just for sight seeing purposes but a conservation facility for endangered animals such Philippine Eagle. I highly recommend tourist to go this place though quite far from city center because what you pay for will actually go a long way."
"TeyHM888","QUEZON CITY","September 9, 2016","Eye to eye with an Eagle","First, I would like to commend the people behind this center. It's not an easy task taking care of these endangered specie that's why we have to support it even with the expensive entrance fee. It's very refreshing visiting this center with the lush green ambiance. It's like communing with nature at its best.  It's not just the eagle that you will be educated but on different kinds of birds, plants and trees as well. It could be a great field trip for students, too. Meeting these eagles face to face is a surreal experience. You will just wish that they will be able to breed a lot and for the next generation to see them. Don't forget to buy pomelos also here. They are cheaper and taste great, too."
"Ra O","Pasay, Philippines","September 3, 2016","Wow! ","One reason why we went to Davao was to check the different species of eagles in the Philippines. The PEC was a conservation park and it served its purpose there. Big downside though was the security personnel who asked us to pay entrance fee which was higher than what was in the receipt. Also, staff in the main park entrance was unfriendly and rude."
"Yvonne M"," "," "," "," "
"Iloilo City, Philippines","Iloilo City, Philippines","September 1, 2016","see our national birds here.....","take a taxi for a day tour when there are 3 or 4 members in the group and include this in your itinerary..i was in awe looking the names of the eagles and seeing them first hand, you can see how grandiose and strong they look...and really huge!...it is a different experience from just reading them in the books or watching them in video or tvs...there's a good deal within the area, pasalubong kiosks..they are cheap when you know how to haggle...cheaper i think than other places downtown...i strongly recommend this place to all visitors in davao city..it is worth the pesos you'll pay..."
"Borgyliscious","Davao City, Davao City, Philippines","August 23, 2016","Philippine National Bird can be found here","Different birds and eagles can be found here, not only birds but other animals too. Good for those who loves nature. A bit far from the city though."
"Oliver T"," ","August 23, 2016","Worth the Visit","It's a must visit site in Davao! You will learn a lot about Davao's ecosystem and will actually make you think about contributing to the welfare of the environment."
