"User","Location","Date of Review","Review Title","Review"
"GOFAR71","Philippines","August 11, 2016","Quick Fun !","This is for quick fun when in Davao. There's nothing much to it but it is part of history. Just take all the selfies you want. We had fun fooling around with the statues."
"Birmingham, United Kingdom","Birmingham, United Kingdom","July 18, 2016","good","good history , enjoyed very much as i am intrested in history , tunnels are long and wet , and also if you are 6ft then its no good as the tunnels are very low , , but worth the visit"
"JMHerald"," ","July 10, 2016","Just a tunnel","There's nothing to look forward on this place but a 15-minute walk inside a dark, muddy, wet, earthy-smelling cave which historical information discussed by guide can be googled and replicas inside the cave are unappealing."
"gabbyxiu","Surabaya, Jawa Timur, Indonesia","June 29, 2016","japan historical in davao","Dark, wet, short walk, has prison inside outdoor pool looks dirty, cheap price ^^ This location in busy area, near jeepney & 3cycle"
"David B","Davao City, Philippines","June 29, 2016","Tunnels.......","To be honest it was somewhat disappointing. The history of the place is undeniable and the authorities have tried to keep that history alive but could do so much more. The major parts of the tunnels collapsed long time ago leaving just a short section...More"
"Gromzzzz","Cebu Island, Philippines","June 20, 2016","Great example of history that was not preservve","The tunnel is but a short walk now only 150 meters. So sad that the government did do its part in preserving this."
"Kurt D","Davao City, Philippines","June 11, 2016","Pool needs repair ","The place is actually historical. And their hotel price is really affordable. They also have a restaurant which offers breakfast lunch & dinner. They also have an outdoor pool designed for kids but it needs repair since it has broken tiles. During our stay one...More"
"Mhoogie","Caloocan, Philippines","June 9, 2016","Zzzzzzzzzz","If you want to post pictures on the net just for the sake of people knowing you've been here there go on. Nothing seems so interesting and the fee you'll pay is a lot better to spend on other activities."
"Aphio1925","United Kingdom","May 21, 2016","A piece of history","See the tunnel from the history. Dine at the nearby restaurant and enjoy the beautiful sorroundings of the place"
"flxmanuel","New York City, New York","April 21, 2016","just a tunnel...","nothing interesting here but the resort within the compound.just a plain tunnel with several life size figures inside.visit will last ten minutes...they can definitely make it more interesting"
"Aniht","Dubai, United Arab Emirates","April 16, 2016","Scary but Historical","Worth to stop to this very interesting place in Davao, its scary though, thats why we didnt take photos"
"Meridian, Mississippi","Meridian, Mississippi","April 13, 2016","A Tunnel","It is a portion of a tunnel used by the Japanese during WWII, what more can you say. It is a nice stop, short tour, but worth it I guess"
"joycesheenlim","Iligan, Philippines","April 12, 2016","so historical! :)","we've been here with our workmates as part of our city tour. japanese tunnel will give you an experience of mixed past and present history of the place. its good to know some facts of our history. the receiving of the place is great with some decent and clean place. if your into historical tour then don't miss the japanese tunnel. its surely educational and offers an incredible experience."
"Alexis Ian Lom... F"," ","April 4, 2016","''The Japanese Tunnel !''","We visited this place just last march we went around touring the tunnel it was underground Japanese base during World war 2 which was found in 1965 accidentally and was interesting at least. The staff and the tour guided were friendly and willing to answer the questions when ask, the resort look simple like any other resorts even with the Japanese theme but overall it as great at least due"
"Heri s","blitar","March 23, 2016","Historical","Not so long tunnel, but quite okay to explore, they provide some guide to inform you the history and other, just nice place to visited in davaocity"
"Lea R","Mandaluyong, Philippines","March 4, 2016","My 50 pesos didn't went to far when I went to this place","50 pesos is expensive for an entrance fee for this place and our assigned tour guide, talked very fast and seems to want our tour here to be finished as soon as possible. The place is interesting and seems to be teeming with history but I felt somewhat robbed because of the guide and the tunnel was shorter than I expected"
"mnjensen","Odense, Denmark","February 27, 2016","Somewhat interesting","It is a piece of the old tunnels. In it self it is not that impressive - but when the history is considered it is worth a short visit."
"larry0123","Overland Park, Kansas","February 19, 2016","tunnel not much more","tour only into tunnel had a great guide to tell me about it but not really much to it. got attack by the birds that live in it at least that was exciting. water creating stalagtites cool"
"Andyfarquar","Trowbridge, United Kingdom","February 19, 2016","Unimpressive short tunnel with little to see","We were not very impressed with the whole thing, it was very limited and felt like a waste of time really. There's not much to see and value for money is hard to justify... If you're in the area already, ok take a look but don't make a detour from your tourist route for it...."
"Loise P"," ","February 17, 2016","The tour guides need training!","The tunnel is located along the city's diversion road there is no jeepney or bus route going to the place. We took a taxi to get to the place which costed around 250 pesos. With the entrance fee of 50 pesos you can get inside the tunnel for 15 mins. with a tour guide. Unfortunately, our tour guide was not informative and accommodating as we expected.We asked her if the statue inside is replica of the Yamashita Treasure and she answered "" of course po! if totoo yan matagal nayang na nakaw. ""."
"danmbuen"," ","February 10, 2016","Nothing much to do here","The location is within the city thus accessible by public transportation.  Nothing much to do and see aside from the tunnel. But it is a different experience knowing this tunnel was made by Filipinos decades ago and serves the Japanese army.  I recommend this place for history lovers."
"Wellington, New Zealand","Wellington, New Zealand","February 7, 2016","Been there, done that","Went there when we were passing through Davao, the guide was really helpful in explaining the history of the tunnel. It is of slight interest for 5-10 minutes but really shouldn't bother coming here unless you're driving past it anyway (like us). Bit underwhelmed since I had just recently gone to Corregidor but Davao made an effort so I applaud them for that. Beware of the darkness and BATS when inside the tunnel."
"Ellen Laspobres F"," ","February 5, 2016","historical, looks hunted","as we visited this japanese tunnel its looks like 500 to 600 meters only. the history is so interesting. can you imagine how many filipino die in their small jail inside?? its totally alot. the tourist guide also explain how the japanese survive inside the tunnel. some of the exit tunnel are close due to residency. "
"Lovelle P"," ","February 1, 2016","A taste of history","The place is surprisingly well-preserved. Definitely a must for educational tours. I was awed by the small, caged-like area where the tour guide said used to house filipino prisoners."
"reinavender","Singapore, Singapore","January 22, 2016","Tourist trap, don't bother","I'm a history buff but the place looked like one big movie prop. Been to different tunnels as well and this one was just sad."
"Medy1950","Davao City, Philippines","January 14, 2016","A short tunnel, but my Cu chi experience was even shorter!","A must see for first time visitors to put the Japanese community in Davao in perspective. Located just a few minutes from the city center, it is easily reached by private and public transport. There is a hotel and restaurant that owns the tunnel"
"Doris J"," ","December 23, 2015","Nothing much to see","It is not a long tunnel as I expected and there is nothing much to see except small prison and Japanese statue. I appreciate how the tour guide explain the history of the tunnel though."
"HurricaneRob","Houston, Texas","December 3, 2015","A tunnel","It was interesting as far as history goes.. but VERY boring .. you walk into and out of a tunnel.. no cool air inside.. be prepared to sweat .. needs work to make it worth visiting"
"Rebecca G"," ","December 2, 2015","Short but sweet...","Very short tour. Walk up and back in the tunnel. Interesting piece of history. If you're tall you'll have to walk crouching over! :)"
"kingkoo","Cagayan de Oro, Philippines","October 16, 2015","Quick stop aint so bad at all","We got lost going there, well for out of town travellers like us better ready your map or gps to save you the trouble. It was a quick stop, we had a tour guide that time and learned few things about how it was built and how long the tunnel is... Better have your flashlight with you when planning to.visit. not bad at all. "
"David K","Davao del Sur Province, Philippines","September 30, 2015","nice place","i have been there once not to much to see but there is a lot to learn there things you never knew before its a great place for young kids and people of all ages"
"Quezon City, Philippines","Quezon City, Philippines","September 22, 2015","Experience the Japanese Era","We have had our Japanese Time experienced inside the tunnel. Scary though but you will learn alot how those japanese survived during the war."
"Jarjar20","Manila, Philippines","September 1, 2015","well-maintained","This makes for a good stop-over. The tunnel is short, clean, and well-maintained. Didn't get to try the food at the nearby restaurant, though."
"loislaneNy/nj","ny/nj","August 1, 2015","interesting but sad part of WW2 history","I found this very interesting my Filipina friends found it depressing as many Filipinos died in making these tunnels, but my feeling is that hopefully by seeing sites like this history will not be repeated"
"Sheena F","Cebu Island, Philippines","July 6, 2015","Short side trip.","Interesting place to see. But it was short. We finished the tour for less than 30mins. Entrance fee was 50pesos. There was a tour guide. Not much relics. But the experience of going inside decades old tunnel was a different experience."
"bam086","Manila, Philippines","July 2, 2015","short but scary","pros: guided tour, well lit ways, interesting, very informative guide cons: kind of short (nothing compared to correigidor (did I spell it right?), nothing inside - would have wished for some relics of the past"
"WanderLustDavao","Davao City","June 7, 2015","Recreation and history","While its now a resort and restaurant, Japanese Tunnel is still first and foremost a historical site. It gives visitors a glimpse of the life during the Japanese occupation with the diorama inside the tunnel."
"alexarian","Cebu City, Philippines","May 22, 2015","Side trip","Interesting if you're a history buff like me & my hubby. But not much to see really. The tour will be over in 30mins or less."
"Jean Paula M"," ","May 20, 2015","A place worth visiting","This tunnel was accidentally discovered in 1942. This tunnel is really worth visiting and I was surprised to learn that they're open even on sunday."
"KatzT","Manila, Philippines","May 16, 2015","Landmark worth remembering","The Japanese tunnel is located at the diversion road of davao city. The tunnel has been preserved well. It is hand made by the Filipino prisoners during the Japanese time. There is an entrance fee of 50 Php to get inside the tunnel. You will...More"
"jamjar136","Melbourne","April 29, 2015","Nice Historical tour. short but sweet","I enjoy learning about WW2 places, battles etc. So I thought I'd give it a go. It is on the way back from Eden park so not out of the way if you have gone there. The tunnel itself is about 75 meters long. At...More"
"Charis K"," ","April 20, 2015","A piece of hostory","An alive piece of history. It was very nice for me to learn from so closed the history of Japanese Philippines war. A very educated about the tunnel history guy had undertaken to explain us everything. It was really nice visit."
"jeanjer2010","Davao City, Philippines","April 18, 2015","Summer Get Away with my family & officemates","Nice swimming pool specially for kids, very high corkage for the foods & beverages that you will bring."
"James G","Manila, Philippines","April 16, 2015","Quick & Cool Historical Find!","Despite the tour being quite short, it's packed with a lot historical FYIs. The fact that I was able to enter this tunnel which was used during the WW2 by the Japanese and explore it was really amazing. There's a small Buddha shrine there, the...More"
"JEmmanuelLasPinas","Las Pinas","April 16, 2015","good for a visit","A bit of history not too far from the city. There is really nothing much to see but the tunnel. Needs some maintenance. Good for a visit."
"MrDestiny","Sydney, Australia","April 14, 2015","Interesting bit of history","If you have even the slightest interest in WW2 history you will find it worth a visit, it's only P50 and you will get an informative guide to show you."
"Lim P","Makati","April 13, 2015","What tunnel!","This tunnel is disappointing! Too short and nothing much to see. It takes me less than 15 mins to savour the sights in the tunnel. I have seen many other tunnels which is more unique than this. I will not go there again."
"Lee H","Rose Hill, North Carolina","April 2, 2015","Interesting but short","This is not a big attraction but I enjoyed it. The tunnel is very short because they have closed off most of it due to safety concerns. The entrance fee is 50 pesos and comes with the tour guide."
"ingmar b","Davao City, Philippines","March 25, 2015","dont go here","the only good thing about the japanese tunnel is the restaurant next to it. overpriced. stupid. the tunnel is only 25 meter long."
"TayNayNak","Luzon, Philippines","March 1, 2015","Unique tour!","The tour is short and quick, but I guess one that would really pique the interest of history buffs. Since its just a short tour, it would be a good idea to include this in your itinerary."
"KlausDORING","Davao City","February 15, 2015","Historical - but not much more","Why an entrance fee? Okay, it's a historical place - the tunnel has always interested me. But the food? Forget the restaurant."
"Nico M"," ","January 25, 2015","Short but interesting","For a 50php fee, I suppose it was pretty alright. The tour was kinda short since the owner was only able to purchase and preserve about 100m or the actual tunnel. But I'd say it's the most important part of the tunnel. If you're into...More"
"MijnlieverdFH","Amsterdam","January 18, 2015","A tunnel to showcase the Japanese occupation in Davao","During the WW2 the Japanese occupied this part of Mindanao specifically in Davao City and the suburb. The tunnel interest us. to make a comparison of the Cu Chi tunnel in Vietnam. This one is just a tunnel with some other few stops.   The entrance/reception area is nice with some landscaped portion. There is the hotel too and the restaurant."
"AsanSiDiwaAtShiela"," ","January 10, 2015","I want to go further","Very interesting place to go. (If only I can continue walking until I reach the other end of the tunnel. I'm curious on how far the tunnel is and where it will lead me. People can always say the distance, but it would be nice if you will really see and experience it by yourself. They have accommodations, swimming pool and restaurant.   If you're laid back, this is a place for you. "
"Mary B","Gatineau, Canada","December 9, 2014","Its a Tunnel. Historically intersting","Not really all much to see but it is historically intersting. For the small P50 fee or whatever it is now... I mean really just over $1.25 you get to walk down a WW2 Japanese tunnel. The little restaurant is ok for a quick snack..."
"SimonDabbs","Melksham, United Kingdom","November 23, 2014","Yes, it's a tunnel, but....","I visited with a friend from UK. A guide walked us through the tunnel which I guess is about 200m in length. It is well lit with a cement floor, and in places you have to duck as the roof is low. But there is precious little to see, and the guide could not tell us a great deal about the history or purpose of the tunnel during WW2. So, rather disappointing. But for 50 Pesos, probably worth calling in if you are passing through on the CP Garcia highway."
"TravelBug1469","Manila, Philippines","September 24, 2014","Nice To Know","Nothing much to see, just a short tunnel but well kept with some interesting stories associated with it. Backpackers and tourists who wanted more important attractions to visit may find the place boring, but for a family who needs bonding or a romantic couple who don't have myriad of activities in their itinerary, it is a 'nice to know' place where everyone will enjoy - not the tunnel per se (but) - the amenities offered in this family resort.  Located at Balusong Extension (diversion road going to the airport) Hillcrest Subdivison in Matina District, it is a bit far from the city. Jeepney ride may be difficult but taxis are readily available."
"raymmiconmapper","Bacolod, Philippines","September 20, 2014","interesting place","Japanese tunnel in Davao city is an interesting place esp.those who valued WW2 stories & landmarks..well lighted & well kept, no urine stench nor spooky images."
"Wellcraft443","Davao City, Philippines","September 2, 2014","Nothing to see","It was pretty much a waste of time. The guide was clueless as well as the front desk. Typical Filipino incompetence."
"Armeneloise","Manila, Philippines","August 6, 2014","Short! Interesting","The 50-peso tour is a bit short. The tour guide was just fine. Interesting story of the tunnel. Nothing to see much. Just 3-5 spots inside."
"christa d","Vienna, Austria","July 27, 2014","Never beeing comfortable","As it has a privat owner not much of the original tunnel can be visited. As it rained, it was interesting to discover, that the water went through the stones. Got wet in the tunnel. Had pitty with the men who had to stay there for their duty. Never ever could it be comfortable. Besides the tunnel is a good restaurant."
"Davao City, Philippines","Davao City, Philippines","July 25, 2014","Worst front desk staff","The Japanese tunnel is apiece of history. The tunnel was built during one of the world wars by prisoners and served as a base for the Japanese soldiers.  The tunnel is apparently quite long but only a short portion of it is open to the public for safety reasons. The guide was great sharing her knowledge of the site.  Over all the experience was impressive. We decided to stay in the hotel because the staff on duty at the front desk was very helpful. On our last day the staff was just awful. It just goes to show how one bad apple can ruin a good experience. I asked if she could call cebu pacific because I wanted to take durian home with me. She gave me the phone and telephone directory. That did not help me since I was not familiar with the place. I went to the small office at the back thinking they could help me. They promised to call cebu pacific themselves and they would inform me of the results. They called to inform me it was not possible. Guys it can be done. You can take durian with you on the plane if it is placed in a container that is properly sealed. For your information."
"Val Anthony S"," ","July 11, 2014","Just a tunnel","Get a bit of history and close encounter with the balinsasayaw. Tunnel is quite short since most of it is no longer safe for viewing."
"Cherrymay D","Pasay, Philippines","June 30, 2014","historic tunnel","a very short tunnel.. nothing much to see yet a lot to learn .I think 50php entrance fee is too much for this low-maintenance attraction."
"Noel S","Blackburn, Australia","June 12, 2014","well worth a visit, read on","I read anout this tunnel in a magazine, so I visited it in march 2014. I found it very interesting and well looked after, 50php entry very cheap, I asked the tour guied many questions but got no answers and it seams I knew more...More"
"daveblinx","Blackburn, United Kingdom","June 11, 2014","Interesting place","The guide gave us an excellent tour, explaining the history of the tunnel and pointing out the different areas. The guide even took some photos for us of my Wife in the tunnel prison cell. Short visit maybe 25mins but I enjoyed it."
"batgurls","metro manila","May 22, 2014","eerie adventure","May 2013 before flying back to Manila, our driver drove us to this place to explore. The tunnel is within the property of a small resort. Unnoticeable from the road. What catched our attention was statues of 2 soldiers clad in Japanese & Filipino guerilla...More"
"GraceSanJuan","San Juan","May 15, 2014","learned a lot","The tour guide was very helpful. Although, we had to take another taxi, since we have no idea of its location- NO Davao map available."
"DeeEss23","St. Albans, United Kingdom","May 12, 2014","Its a tunnel","That may or may not go anywhere, and was dug by the Japanese during the war. There is a crashed plane above it. That pretty much sums it up."
"cristydti","makati","April 30, 2014","not worth the Php 50.00 entrance","the tunnel was short and not much to see.....although it was part of history because it was built during World War II, i think an entrance fee of Php 10.00 would be enough for the people to take a look at the tunnel.....anyway, not much...More"
"kuyals","Hays, Kansas","April 16, 2014","Interesting","If you have an interest in history this is well worth a visit. The entry fee is only P50 which includes a guided tour. The guide I had knew the basic facts and it does not take very long. It is interesting that they did...More"
"manila","manila","March 24, 2014","unexpectedly nice","didn't expect i'd see a tunnel used in WWII during my Davao trip. however with the knowledgeable guide, i stumbled upon this place and learned a lot from it."
"Jeremy N","Dover, Delaware","February 26, 2014","Interesting WW2 history...","Very quick tour and only 150 meters long so not much to see but still interesting and you can get a good feel how the Japanese lived during WW2. P50 entry fee is nominal."
"tksato"," ","January 28, 2014","The Best Experience in Davao City","Even if you can do the Japanese Tunnel in 5 minutes, it provides people with a great experience on how the Japanese soldiers used to live during II World War. I thought the price was honest and the place was interesting, from a historic perspective....More"
"tom_herrera","Makati, Philippines","January 15, 2014","Short historical tour","Short but interesting historical tour. Filipinos, Japanese, Gold bars, Golden Buddha, Ferdinand Marcos thats what youll learn. If you are in Davao, why not visit?"
"Mia S","Cebu City, Philippines","January 6, 2014","Tourist spot","Honestly, tourist spots here in the middle of Davao City are not the many so this is a good spot to check out for a short time."
"jadedrock","Pasig, Philippines","January 5, 2014","just a tunnel, nothing much to see","It's situated below a restaurant, which makes it easy for visitors to access (easy to park here too). You have to pay 50.00 to enter, a tour guide will join you and orient you on the history of the tunnel. It is well lit inside,...More"
"Leland_DLC","Manila","January 3, 2014","Worth the side trip.","For P50, it's worth making a short side trip to this place. Pretty interesting how the 150 m tunnel supports itself and that it used to run for 7 km."
"Shamrockbuddy","Bordentown, New Jersey","December 26, 2013","Eerie ... Damp ... and probably loaded with ghosts","Loved it ... not built for tall Americans but worth the visit. Dark, damp, dripping with water from the ceilings ... spookie Japanese soldier figures all around you ... You will have a tour guide and she will make it a memorable visit."
"BGonzalez1973","Jewett City, Connecticut","December 14, 2013","Interesting","I had a guided tour through this Japanese Tunnel. It seemed very authentic. The tour guide was very knowledgable and talked about the different aspects of the tunnel as we walked along. She even was gracious enough to take pictures of us as we walked...More"
"Cinnabon H","Cagayan de Oro City, Cagayan de Oro, Philippines","October 26, 2013","japanese tunnel","its good for family outing . because of its facilities where the kids can have a good time. i love the pool with those big sized kids stuff . hotel room is also divine. there are stuff the family members can do while at stay....More"
"Alice Springs, Australia","Alice Springs, Australia","October 24, 2013","Extremely Interesting","I really wanted to see this tunnel having read the book ""escape from davao"" and it is a real eye-opener. Not something made up for tourists but something with meaning and history. Once inside, I could imagine what this tunnel was really used for -...More"
"nightrider3315","Las Vegas, Nevada","October 16, 2013","Japanese Tunnel","This tunnel was discovered 30-40- years after WWll ended when a new highway was being constructed. The tunnel is an example of the types of tunnels the Japanese built all over the Pacific at that time. It is low ceiling ed as the Japanese soldier was small in stature. It has gun storage rooms and various other rooms related to war. It is of historical interest to those into history. It is damp. There is a restaurant on site. "
"coffeefreak","Caloocan, Philippines","October 8, 2013","excellent side trip","Considering the length of the tour and what's to see, the entrance is a bit expensive but since it's a private property, I quite understand. What I like about this place is that it's accessible- the other places in Davao are way tooooooooooooo far."
"RedCoconutGM","Boracay","September 6, 2013","Cool","Short and sweet. Our guide was well educated and gave us an excellent tour, albeit short..sorry, I forgot her name. I would definitely recommend a stop over here to check it out. Actually, the next time I visit, I'll stay here at the hotel. Reasonable rates and clean rooms. Great job to all the staff at the Japanese Tunnel!"
"Kaye214","Davao","August 21, 2013","So-so Historical Tour","I recently took a couple of visitors here as one of them enjoys historical places. The tunnel was made during the world war 2 and used by the Japanese, hence its name. The tour was quite educational but short, around 5-10 minutes. The guide could have spoken more clearly and been much more entertaining--after she cited some facts as we went through the tunnel, we had to prompt her with questions to learn more. Towards the end, her mind had wandered because when my friend asked her a question she made that sound you make when you're not really listening anymore. If you have been to other historical tunnels like the Vietnam and South Korea, you might be left wanting for more. If you haven't been to one, it's still worth a visit. If you're pressed for time or not really into historical places, I would recommend visiting the other tourist spots instead."
"IanT6"," ","August 20, 2013","Interesting 2nd World War Tidbit","Didn't expect there is an intricate channel of underground tunnel within the city of Davao. It was built during the Japanese invasion of the Philippines. Accordingly, Japanese loots gold bar was hidden here. Some swallow and their nests can be seen upclose."
"iamatopmodel","Davao City, Philippines","August 6, 2013","Not the regular kind of tour","It really helps to train their tour guides well in explaining the history of the tunnel. I thought our guide was well informed and friendly. I just wish that what theyre sharing with us are all facts (we have no way of proving otherwise)."
"igga200"," ","August 3, 2013","piece of history","i have learned not to expect much when visiting tourist spots in the philippines since mostly they are false advertising. however, i actually like visiting the tunnels because it was an educational visit. the tour guide was really pleasant & patient with us & we learned a lot about davao from her."
"Dibyne","Davao City, Philippines","July 30, 2013","literally, Tunnel!!!","Here, its a different kind of adventure.. hiking through their tunnel.. but expect the food to be very basic, though lately, there are renovation and improvement of the place.   To make the trip more interesting, make it part of your itinerary to visit also crocodile park.."
"maincampus","Cotabato City, Philippines","May 8, 2013","wonderful memories","we had three birthday celebrations at Japanese Tunnel, and i would say it was an exhilarating experience. The location is ideal, and the amenities like the use of the pool made the parties more fun. The place is ideal for selected visitors, and so exclusive events are welcome in this resort.Although it is not as big as the other resorts, it has its own attraction too, like the tunnel,Food is good, and the staff is always ready to serve.During free time, this place is perfect for the kids.. and adults for dining. My grandchildren enjoy the clean and exciting design of the swimming pool, and so they always invite me to visit the place all over again. Parking is not a problem, now that it has extended its parking space. I would want to be back to this place, be cause it makes me recall the blissful experience of our family gatherings."
"Cotabato City, Philippines","Cotabato City, Philippines","May 4, 2013","A family celebration","We only saw the tunnel briefly and there was nothing more to see since the tunnel is short, but it served its purpose. Why? Because it is considered a landmark, one of the remaining souvenirs of past Japanese invasion. The saving grace is the swimming pool, found just nearby, good for kids and adults alike. The kids enjoyed swimming in the long pool, with the recently added features found at the end. You can order food and eat there while watching everybody. The food is just right, and the service is superb. And if you don't have your own ride, it is easy to hail a taxi or you can request the staff to call a taxi for you. Or if you intend to stay overnight, they have good hotel rooms you can choose. We've been here many times already and still wanting for more!"
"466Neo","Davao City, Philippines","March 17, 2013","Not worth visiting at all","I think this is the most disappointing place I have visited in Davao, this place is way to overrated and in my eyes not worth more than 5 minutes, and only if one has special interest in the war."
"arwen_31","Vanderhoof, Canada","February 19, 2013","historical tour","this is a short tunnel discovered by road workers while digging the place. A tunnel built during the Japanese time. all you could see here are replicas. it became like a museum. maybe I have appreciated the place when they left something original like a...More"
"balmix_turistas","Quezon City, Philippines","February 15, 2013","Historical","We're glad we tried to visit this place on our last night at Davao. We enjoyed the tour inside the tunnel. It gave us a feel of history. A learning experience."
"kalboHastings","Hastings","January 31, 2013","historical","Must say that whilst there is a lot of history associated with the tunnels - they are too short & seem too commercialized..."
"BasilioD","Davao City, Davao City, Philippines","November 24, 2012","Excellent Trip","Although it's true that this tunnel is rather short, there's a lot of history packed into this tunnel system. This tunnel was ""discovered"" in 1960 during the construction of Diversion Road. Lots of skeletons of both Japanese soldiers and Filipinos prisoners were found at this...More"
"CheParacuelles","Davao City, Philippines","November 20, 2012","Short tunnel but amazing","Our visit there was a very short one because the tunnel is only 150 meters because the management closed the other tunnels coz it collapsed. But the short tour was amazing because there is history about the place, how the Filipino slaves suffered under the...More"
"Derbal","Manila, Philippines","November 10, 2012","Worth the view, certainly for anyone interested in WWII","Its good for what it is, but other than the tunnel itself (seen one seen em all) there's nothing to write home about. As someone very interested in WWII history I'm pleased I saw it, but to standard tourists I'd not suggest its worth going...More"
"ukjeprox","Davao","November 6, 2012","Slightly interesting","Expected more of this place but was a little dissapointed. Arrived at the tunnel and was shown to hotel reception where we had to wait for about 30minutes for a guide. Eventually someone did turn up and we were take outside to the tunnel entrance...More"
"aki0618","Manila, Philippines","July 11, 2012","okay lang","not so fancy, maybe because it brings back not so good memories of the past"
"Manila","Manila","June 14, 2012","A highly commercialized tunnel","Yes maybe it is true that this the tunnel were the Japs hid their treasures but they turned it into a super commercial place by establishing a hotel and a japanese restaurant right in the area, capitalizing on the tunnel. Leaves a bad taste in...More"
"RogerbDavaoCity","Davao City","June 8, 2012","THE JAPANESE TUNNEL RESORT, HOTEL, RESTAURANT - Good food and a trip back to Davao City's recent past","BY ROGER M. BALANZA durianburgdavao mindanao newsblog http://durianpost.wordpress.com  There is a place in Davao City where you can both have a taste of the best food the premier city of Mindanao can offer---and a chance to make a trip back to Davao City's recent past. D’Japanese Tunnel Family Resort and Restaurant, snugly nestled on a slope in Balusong along the Carlos P. Garcia Highway (South Diversion Road) is both a landmark destination for tourists for its historical value and good food. A main attraction is the 300-meter Japanese Tunnel, constructed in 1942, a reminder of the Japanese Occupation during World War II. A guided walk through the deep tunnel is an eerie experience, given stories about the brutality of the war that did not spare the Dabawenyos. The tunnel, built on forced labor by the locals, served as cover and storage for armaments and soldiers of the Japanese Imperial Army. The visitor/tourist is greeted by life-size replicas of Japanese soldiers at the entrance to the tunnel. Inside there are various weaponry (vintage machine guns, ammos, guns explosives); tables and chairs in what looks like the office or command center of the Japanese soldiers. There is a chapel with a replica of a huge Golden Buddha, Japanese bank notes and holding cells apparently for captured American and Filipino soldiers. You get the rare experience for only P50 entrance fee.  The Japanese Tunnel has a 3-storey hotel, a swimming pool and the restaurant now also making waves for good food (Chinese, Filipino and Western cuisine and, of course, Japanese!) and becoming as famous as the tunnel.  Buttered, Chicken, Mixed Seafood Vegetables, Sinuglaw, Sweet and Sour Lapu2x, Sinigang na Hipon MADAYAW DABAW!!!"
