"User","Location","Date of Review","Review Title","Review"
"kiwiboyz12"," ","Reviewed January 28, 2016 ","A serene place with lots of space","Visited on a Sunday for the 12pm English Mass & even though we were 30 minutes early it was packed & no seats. The service was very good & it was nice to sit back & give thanks for everything.A must visit if you are in Davao."
"ingmar b","Davao City, Philippines","Reviewed December 12, 2015 ","Fantastic view","the view is fantastic! it is a nice place to meditate or just to relax. the wind is nice and cool. just a good place"
"MarieMarc2014","Mandaluyong, Philippines","Reviewed November 25, 2015 ","One of a kind","This shrine is different from the others as it is wide and the prayer areas are separate from each other. I was also impressed that the these areas are not enclosed by walls as it give people the chance to appreciate the calm place while praying."
"lanaval","Manila, Philippines","Reviewed November 16, 2015 ","Solemn visit","It was my first time here and I appreciate the solemnity of the place . The area is expansive and relaxing which offers good chance for contemplation and prayers."
"Lenore B","Mandaluyong, Philippines","Reviewed November 12, 2015 ","serene place","The place is located at the top of the hill and you can feel the calmness and serenity of the place. The air circulates freely and this is an ideal place to meditate and give thanks."
"Houston, Texas","Houston, Texas","Reviewed September 17, 2015 ","Beautiful Adoration","I've read about this shrine for most of my life and finally got a chance to see it for myself. It is a beautiful shrine and lived up to my expectation with gold leaf alter pieces and statuary and the Infant. Many were there to pray and reflect. Worth the stop regardless of your faith tradition, but especially meaningful if you are Catholic."
"WanderLustDavao","Davao City","Reviewed June 7, 2015 ","Quiet retreat","Just 15 minutes away from downtown Davao, the Shrine is one place where you can have a quite prayer, intimate conversation with your loved one, or simple just have a late afternoon meditation with a great view of the southern part of the city."
"Peter S","Tasmania, Australia","Reviewed May 3, 2015 ","Moving","A unique experience, the most holy place in Davao. So quiet you can feel the reverence that the faithful; have for this place. A place I felt truly at peace."
"KRDL","Limay, Philippines","Reviewed April 20, 2015 ","A silent place to meditate","For people who want to really be on the silent retreat, I highly recommend this place. It is indeed far away from the city center but it's all worth it!"
"James G","Manila, Philippines","Reviewed April 16, 2015 ","Serene and Quiet Place","Went here with my family to give thanks for all the blessings we have received. The place is wonderfully kept clean and neat. You'll definitely feel the calmness of the place so it's quite nice to really get deep in words and reflect. You can...More"
"Aton T"," ","Reviewed March 8, 2015 ","Peaceful and quiet","Very peaceful and quiet and wide and green. Its like you could actually send your prayers straight to heaven, like you can hear Him whisper in your ears. Beautiful place to meditate and pray."
"TayNayNak","Luzon, Philippines","Reviewed March 1, 2015 ","So many chapels inside this beautiful place","Chapels abound inside this beautiful and sprawling property, makes for good spiritual and physical exercise. I would probably visit, pray and meditate here everyday if I lived in Davao City."
"parttimefilo","Coventry, United Kingdom","Reviewed February 19, 2015 ","beautiful setting","very nice place well set out even for an atheist just a beautiful parkland setting with interesting little chapels strewn about the property"
"Oslo, Norway","Oslo, Norway","Reviewed February 18, 2015 ","Good Place to Kick Back and THINK.","This is a nice place to walk around and do nothing. Grassy, quiet with several chapels. We found a nice place to sit and just relaxed for awhile and it was great. Very peaceful and worth the stop."
"alexarian","Cebu City, Philippines","Reviewed November 2, 2014 ","Green, wide open space","Abit Far. You can drop by here on your way outside the city. I think this one is near an overlooking resto that i missed."
"Christine C","Davao City, Philippines","Reviewed October 3, 2014 ","QUIET, BEAUTIFUL AND PEACEFUL","This is a great religious experience. Quiet, peaceful and beautiful. You can meditate, pray and get close to god."
"raymmiconmapper","Bacolod, Philippines","Reviewed September 20, 2014 ","a place for prayer & meditation","the shrine is located on a hill,shady & quite place..attended a novena & afternoon anticipated mass..ample parking space & well kept ground & lawn,the choir sings beautiful & solemn hymms..I suggest they put more lamp posts or street lights outside the shrine, an advantage during...More"
"blessie","New Zealand","Reviewed August 29, 2014 ","Lots to see around","This place had certainly grown from when I first visited. There's more to see now, but if you don't like crowds, then a visit at night might be better. This one certainly gets packed when there are big events in Davao such as the recent...More"
"Angelito P","Muntinlupa, Philippines","Reviewed August 21, 2014 ","Solemnity","This is not touristy yet a must see. The sprawling grounds in this place of worship create a prayerful mood. The chapel is packed. The trip up the shrine is made more memorable because one has to arrange private transportation to get there. A side...More"
"christa d","Vienna, Austria","Reviewed July 27, 2014 ","pilgrimage place","Situated in a park are the shrine, a tent for sermons, a statue of Jesus resurrection and a souvenir shop, where I found a black Jesus. The differences in Catholic churches in the Philippines compared to Spain was my interest to visit this place. As...More"
"Liza A","San Jose City","Reviewed July 16, 2014 ","A time to reflect.","It sits atop of Davao Matina Hills, a serene place of worship. It is a collection of open air Chapels with no walls bounding it."
"San Juan","San Juan","Reviewed May 15, 2014 ","visit this place- very clean","On our way to Jack's Ridge we passed by this shrine, but since we're in a taxi, the cab charged us another flag down P40.,for stopping by the shrine. Davao taxi cabs are too much."
"xChaLeex","Quezon City, Philippines","Reviewed September 6, 2013 ","Tranquility","Beautiful landscapes and the ones you'd see when you are having retreats. Depending on the time of your visit, there will be ongoing mass and everyone is expected not to make a noise. There's like an outdoor place for prayers and feel religious. It is located near Jack's Ridge so the place is atop of Davao City."
"PanchiFiodorof","Oberammergau, Germany","Reviewed September 6, 2013 ","A city of dreams","This post communist city, plenty of religious images, and full of wonder places, deserve to be walked all along, day and night. To try his people and to enjoy pubs, restaurants, churches, and every place. It's a gift of God in our days. Not less than 3-4 days to visit in a calm walk."
"igga200"," ","Reviewed August 3, 2013 ","serene","a good place to visit for religious people. it was very quiet and not a lot people are there during our visit. it's a shrine so people mostly pray or light a candle. that's about it."
"Reimmak","Marikina, Philippines","Reviewed July 29, 2013 ","Drop by and Pray","You can never go wrong when you add this in your itinerary. make sure to drop by this Shrine, its not the size that matters but how we give thanks for being safe in every place we go. There is an available parking on the side so you can always ask the cab to wait for you. "
"Resty2010","Bangkok, Thailand","Reviewed May 31, 2013 ","Sacred Place Indeed","We thanked God for allowing us to visit this religious place where we thanked Him for the very successful family trip/ vacation. the place is sacred and very clean with security and ample place for prayer and meditation and of course photo-taking opportunity."
"MijnlieverdFH","Amsterdam","Reviewed February 17, 2013 ","Excellent place to meditate","So close to the city center, overlooking the beautiful Davao and the Gulf.   Even without a mass one feels better to be here. Serene and beautiful place to meditate. Lush green surroundings and the admirable landscape is a great sight.  Best time to come here is when there is the Mass."
"Ruberto V","Davao","Reviewed February 3, 2013 ","That was terrible","Everything went wrong. I was not comfortable there yeah, it was not a pleasant experience yeah. We'll send you an email to activate your account, so please triple-check that you've typed it correctly."
"Doha, Qatar","Doha, Qatar","Reviewed September 20, 2012 ","best place for prayer and meditation","for each and every trip that I've done, it is a must for me to visit a church or a sacred place such as this. first time for me to actually find and see an old set up of a church and the people of davao is able to preserve its beauty and serenity. I'm impressed"
"stevemobeman","Lakeland, Florida","Reviewed August 5, 2012 ","The shrine","Beautiful landscape, views, peaceful serene atmosphere. A great place for a little peaceful meditation & prayer"
"Rexoy","Davao","Reviewed August 1, 2012 ","A wonderful place to pray, reflect and relax","This is one of Davao's original places to go to when in Davao, its located on top of a hill overlooking Davao, one may hear mass here, pray in any of the chapels or under the coolness of a mango tree, or on a bench...More"
"Maia_0515","Davao City","Reviewed July 2, 2012 ","A Shrine for everyone","This is a beautiful shrine located on top of the hill which is a walking distance from Jacks ridge. This is a perfect place for meditation, reflection and prayer. There were people who comes over to do picnic though but the place is so huge...More"
"dianne_tjm","Central Florida, Florida","Reviewed April 15, 2012 ","solemn","im a born again already when i visited this church and i find it so holy n a solemn place i wont hesitate to visit this church when i visit davao again. anyway its not the religion who can save us but our faith n...More"
"Mark E","Makati City","Reviewed March 20, 2012 ","Holy Mass at the Shrine","We went at the Shrine, as native folks call it, to attend mass. We needed to check the schedule as they hold mass in Visayan and in English. We took the English noon mass. The place was full of trees so you'll feel the breeze....More"
"Babut_Bacena","Manila, Philippines","Reviewed March 1, 2012 ","Pray a novena","Given the time, I would have spent time to pray a novena there. Send your petitions and prayers at the Shrine. This is near Jack's Ridge where you can eat great food!"
"CheParacuelles","Davao City, Philippines","Reviewed February 22, 2012 ","SHRINE Davao: Everytime I need a place and time with God and nature","The HOLY INFANT JESUS of PRAGUE SHRINE is commonly called by the people of Davao as “SHRINE”. The church is wide open, the area looks like a park coz it is wide and big, it has big trees around, bermuda grass, and benches where you...More"
"davao","davao","Reviewed February 11, 2012 ","i feel relaxed and blesses when i am at shrine","i feel like i am close to heaven when i am there.. since i was 3 my family used to visit here and until now we make it a point to pray and visit the shrine.."
